time (ms), velocity (mm/s)
199.800000,-0.685404
199.801000,-0.775729
199.802000,-0.633022
199.803000,-0.579299
199.804000,-0.585831
199.805000,-0.589876
199.806000,-0.650602
199.807000,-0.588186
199.808000,-0.595274
199.809000,-0.607712
199.810000,-0.521984
199.811000,-0.609440
199.812000,-0.610619
199.813000,-0.645129
199.814000,-0.712215
199.815000,-0.713885
199.816000,-0.628633
199.817000,-0.678647
199.818000,-0.626055
199.819000,-0.592033
199.820000,-0.596659
199.821000,-0.689216
199.822000,-0.715327
199.823000,-0.749810
199.824000,-0.798178
199.825000,-0.888235
199.826000,-0.951280
199.827000,-0.990581
199.828000,-0.980880
199.829000,-1.010690
199.830000,-1.002443
199.831000,-0.946974
199.832000,-0.913539
199.833000,-0.946766
199.834000,-0.955366
199.835000,-0.877385
199.836000,-0.859154
199.837000,-0.803778
199.838000,-0.791993
199.839000,-0.877942
199.840000,-0.963464
199.841000,-0.934415
199.842000,-0.843232
199.843000,-0.825867
199.844000,-0.735490
199.845000,-0.691298
199.846000,-0.637642
199.847000,-0.650563
199.848000,-0.624600
199.849000,-0.750973
199.850000,-0.728231
199.851000,-0.735778
199.852000,-0.699516
199.853000,-0.686055
199.854000,-0.713745
199.855000,-0.738458
199.856000,-0.793697
199.857000,-0.798758
199.858000,-0.709146
199.859000,-0.764264
199.860000,-0.656494
199.861000,-0.648287
199.862000,-0.671757
199.863000,-0.616531
199.864000,-0.578730
199.865000,-0.520159
199.866000,-0.503965
199.867000,-0.532813
199.868000,-0.614208
199.869000,-0.610441
199.870000,-0.573710
199.871000,-0.538144
199.872000,-0.577020
199.873000,-0.532822
199.874000,-0.474091
199.875000,-0.466770
199.876000,-0.452812
199.877000,-0.440809
199.878000,-0.387313
199.879000,-0.376249
199.880000,-0.454396
199.881000,-0.440417
199.882000,-0.439878
199.883000,-0.276574
199.884000,-0.329145
199.885000,-0.304296
199.886000,-0.279175
199.887000,-0.210818
199.888000,-0.261539
199.889000,-0.301584
199.890000,-0.263202
199.891000,-0.224946
199.892000,-0.218741
199.893000,-0.027710
199.894000,-0.082069
199.895000,-0.048581
199.896000,-0.106919
199.897000,-0.146761
199.898000,-0.104693
199.899000,-0.249439
199.900000,-0.215419
199.901000,-0.112418
199.902000,-0.106040
199.903000,-0.097419
199.904000,-0.044990
199.905000,-0.003885
199.906000,-0.036935
199.907000,-0.128081
199.908000,-0.007055
199.909000,-0.077817
199.910000,-0.076764
199.911000,-0.063132
199.912000,0.059904
199.913000,0.107276
199.914000,0.059050
199.915000,-0.022825
199.916000,0.068551
199.917000,0.001478
199.918000,-0.030861
199.919000,-0.005836
199.920000,-0.004879
199.921000,0.056733
199.922000,0.074539
199.923000,0.118936
199.924000,0.076856
199.925000,0.192418
199.926000,0.193438
199.927000,0.173336
199.928000,0.143307
199.929000,0.126099
199.930000,0.155144
199.931000,0.180036
199.932000,0.175440
199.933000,0.153610
199.934000,0.122182
199.935000,0.129531
199.936000,0.177098
199.937000,0.265045
199.938000,0.282088
199.939000,0.219308
199.940000,0.132949
199.941000,0.123586
199.942000,0.124065
199.943000,0.137885
199.944000,0.142594
199.945000,0.105770
199.946000,0.168762
199.947000,0.118084
199.948000,0.145279
199.949000,0.081314
199.950000,0.165927
199.951000,0.113757
199.952000,0.109197
199.953000,0.143846
199.954000,0.203962
199.955000,0.174901
199.956000,0.114938
199.957000,0.118788
199.958000,0.069707
199.959000,0.049338
199.960000,0.095401
199.961000,0.136959
199.962000,0.189837
199.963000,0.329275
199.964000,0.369665
199.965000,0.434562
199.966000,0.376109
199.967000,0.417113
199.968000,0.386250
199.969000,0.453619
199.970000,0.468201
199.971000,0.460311
199.972000,0.579717
199.973000,0.657224
199.974000,0.692533
199.975000,0.673315
199.976000,0.693469
199.977000,0.721204
199.978000,0.733127
199.979000,0.686943
199.980000,0.653388
199.981000,0.589868
199.982000,0.596696
199.983000,0.645764
199.984000,0.601296
199.985000,0.659877
199.986000,0.654294
199.987000,0.620654
199.988000,0.458119
199.989000,0.473368
199.990000,0.417842
199.991000,0.442379
199.992000,0.430536
199.993000,0.468340
199.994000,0.456262
199.995000,0.477771
199.996000,0.469171
199.997000,0.463267
199.998000,0.503196
199.999000,0.490177
200.000000,0.546672
200.001000,0.585494
200.002000,0.628055
200.003000,0.646812
200.004000,0.531873
200.005000,0.464800
200.006000,0.466243
200.007000,0.482064
200.008000,0.544192
200.009000,0.602219
200.010000,0.521617
200.011000,0.590231
200.012000,0.560158
200.013000,0.572280
200.014000,0.592140
200.015000,0.585341
200.016000,0.607892
200.017000,0.599464
200.018000,0.686443
200.019000,0.620381
200.020000,0.549584
200.021000,0.537037
200.022000,0.671262
200.023000,0.663744
200.024000,0.681771
200.025000,0.656101
200.026000,0.628731
200.027000,0.625765
200.028000,0.666948
200.029000,0.733993
200.030000,0.676010
200.031000,0.642722
200.032000,0.662307
200.033000,0.670570
200.034000,0.717187
200.035000,0.670657
200.036000,0.702402
200.037000,0.720223
200.038000,0.599816
200.039000,0.596522
200.040000,0.615615
200.041000,0.568921
200.042000,0.547409
200.043000,0.508919
200.044000,0.498249
200.045000,0.452446
200.046000,0.493248
200.047000,0.463488
200.048000,0.472883
200.049000,0.412557
200.050000,0.444452
200.051000,0.442693
200.052000,0.407881
200.053000,0.467206
200.054000,0.405577
200.055000,0.481790
200.056000,0.522325
200.057000,0.539629
200.058000,0.470339
200.059000,0.409755
200.060000,0.468494
200.061000,0.475729
200.062000,0.480987
200.063000,0.480088
200.064000,0.424125
200.065000,0.433982
200.066000,0.448730
200.067000,0.489269
200.068000,0.502479
200.069000,0.579941
200.070000,0.565375
200.071000,0.412494
200.072000,0.413469
200.073000,0.351849
200.074000,0.255805
200.075000,0.304940
200.076000,0.313650
200.077000,0.156588
200.078000,0.143343
200.079000,0.264077
200.080000,0.346944
200.081000,0.396450
200.082000,0.396319
200.083000,0.338547
200.084000,0.182026
200.085000,0.203741
200.086000,0.129740
200.087000,0.141577
200.088000,0.207155
200.089000,0.200364
200.090000,0.192628
200.091000,0.018222
200.092000,0.039100
200.093000,0.028068
200.094000,0.141600
200.095000,0.066377
200.096000,-0.018077
200.097000,-0.032449
200.098000,-0.158164
200.099000,-0.126905
200.100000,-0.163142
200.101000,-0.133781
200.102000,-0.181465
200.103000,-0.212317
200.104000,-0.230793
200.105000,-0.369467
200.106000,-0.361129
200.107000,-0.319427
200.108000,-0.283594
200.109000,-0.327403
200.110000,-0.329346
200.111000,-0.378557
200.112000,-0.372473
200.113000,-0.339461
200.114000,-0.246519
200.115000,-0.250378
200.116000,-0.335840
200.117000,-0.420972
200.118000,-0.471624
200.119000,-0.403602
200.120000,-0.337056
200.121000,-0.384512
200.122000,-0.471401
200.123000,-0.381048
200.124000,-0.398039
200.125000,-0.390572
200.126000,-0.388204
200.127000,-0.346924
200.128000,-0.481897
200.129000,-0.471564
200.130000,-0.479719
200.131000,-0.447736
200.132000,-0.309795
200.133000,-0.341817
200.134000,-0.387308
200.135000,-0.350320
200.136000,-0.339374
200.137000,-0.353239
200.138000,-0.406850
200.139000,-0.566552
200.140000,-0.527625
200.141000,-0.527409
200.142000,-0.502258
200.143000,-0.495205
200.144000,-0.506926
200.145000,-0.620826
200.146000,-0.571881
200.147000,-0.527668
200.148000,-0.516991
200.149000,-0.614461
200.150000,-0.592690
200.151000,-0.655637
200.152000,-0.704262
200.153000,-0.877661
200.154000,-0.841187
200.155000,-0.891008
200.156000,-0.972283
200.157000,-1.117311
200.158000,-1.092482
200.159000,-1.084672
200.160000,-1.074862
200.161000,-1.064450
200.162000,-1.102722
200.163000,-1.130873
200.164000,-1.177178
200.165000,-1.181719
200.166000,-1.361775
200.167000,-1.294031
200.168000,-1.280463
200.169000,-1.286154
200.170000,-1.243855
200.171000,-1.219703
200.172000,-1.246399
200.173000,-1.257086
200.174000,-1.123213
200.175000,-1.142024
200.176000,-1.077422
200.177000,-1.139278
200.178000,-1.105593
200.179000,-0.998502
200.180000,-0.934671
200.181000,-0.980442
200.182000,-0.970767
200.183000,-0.958178
200.184000,-0.994950
200.185000,-1.147211
200.186000,-1.126599
200.187000,-1.122018
200.188000,-1.114210
200.189000,-1.118390
200.190000,-1.182321
200.191000,-1.063623
200.192000,-1.153837
200.193000,-0.964882
200.194000,-0.965952
200.195000,-0.858744
200.196000,-0.752387
200.197000,-0.774364
200.198000,-0.740712
200.199000,-0.744341
200.200000,-0.676374
200.201000,-0.743238
200.202000,-0.695908
200.203000,-0.685016
200.204000,-0.610647
200.205000,-0.476053
200.206000,-0.515057
200.207000,-0.520779
200.208000,-0.417313
200.209000,-0.406768
200.210000,-0.533117
200.211000,-0.481046
200.212000,-0.451649
200.213000,-0.437733
200.214000,-0.433013
200.215000,-0.415160
200.216000,-0.384793
200.217000,-0.382049
200.218000,-0.334043
200.219000,-0.276304
200.220000,-0.314269
200.221000,-0.427142
200.222000,-0.396612
200.223000,-0.465224
200.224000,-0.440086
200.225000,-0.453421
200.226000,-0.383274
200.227000,-0.350650
200.228000,-0.196446
200.229000,-0.178897
200.230000,-0.190558
200.231000,-0.224599
200.232000,-0.212577
200.233000,-0.217336
200.234000,-0.197065
200.235000,-0.209839
200.236000,-0.130738
200.237000,-0.119358
200.238000,-0.110720
200.239000,-0.092568
200.240000,0.026433
200.241000,0.047795
200.242000,0.051195
200.243000,0.045591
200.244000,0.062485
200.245000,0.124701
200.246000,0.109059
200.247000,0.168112
200.248000,0.200187
200.249000,0.189301
200.250000,0.134319
200.251000,0.149722
200.252000,0.233103
200.253000,0.269501
200.254000,0.235155
200.255000,0.203071
200.256000,0.185925
200.257000,0.134751
200.258000,0.087432
200.259000,0.075679
200.260000,0.061388
200.261000,0.042183
200.262000,0.115367
200.263000,0.109968
200.264000,0.105704
200.265000,0.032769
200.266000,0.134700
200.267000,0.190599
200.268000,0.197760
200.269000,0.150674
200.270000,0.178354
200.271000,0.178160
200.272000,0.154962
200.273000,0.219151
200.274000,0.162812
200.275000,0.230909
200.276000,0.336168
200.277000,0.346912
200.278000,0.271774
200.279000,0.178219
200.280000,0.193015
200.281000,0.197846
200.282000,0.189278
200.283000,0.168323
200.284000,0.218612
200.285000,0.149666
200.286000,0.165066
200.287000,0.209668
200.288000,0.288151
200.289000,0.306640
200.290000,0.332047
200.291000,0.431890
200.292000,0.444355
200.293000,0.402199
200.294000,0.494508
200.295000,0.374169
200.296000,0.400639
200.297000,0.227868
200.298000,0.230826
200.299000,0.290035
200.300000,0.332245
200.301000,0.401161
200.302000,0.422530
200.303000,0.330319
200.304000,0.359214
200.305000,0.336084
200.306000,0.321746
200.307000,0.142259
200.308000,0.144658
200.309000,0.115291
200.310000,0.243021
200.311000,0.169214
200.312000,0.182420
200.313000,0.084792
200.314000,0.098617
200.315000,0.130292
200.316000,0.121191
200.317000,0.102687
200.318000,0.076112
200.319000,0.057342
200.320000,0.167280
200.321000,0.172349
200.322000,0.319332
200.323000,0.395932
200.324000,0.409488
200.325000,0.397505
200.326000,0.333380
200.327000,0.293280
200.328000,0.331958
200.329000,0.270985
200.330000,0.227949
200.331000,0.192568
200.332000,0.156306
200.333000,0.160068
200.334000,0.090366
200.335000,0.061763
200.336000,0.101755
200.337000,0.136435
200.338000,0.167069
200.339000,0.135444
200.340000,0.170051
200.341000,0.158156
200.342000,0.104304
200.343000,0.109970
200.344000,0.180845
200.345000,0.202756
200.346000,0.199993
200.347000,0.196546
200.348000,0.073322
200.349000,0.114766
200.350000,0.102896
200.351000,0.128013
200.352000,0.048524
200.353000,0.038054
200.354000,0.058988
200.355000,0.182404
200.356000,0.215161
200.357000,0.217956
200.358000,0.248088
200.359000,0.292761
200.360000,0.323237
200.361000,0.260626
200.362000,0.120529
200.363000,0.120129
200.364000,0.126275
200.365000,0.155565
200.366000,0.325054
200.367000,0.305971
200.368000,0.330368
200.369000,0.304801
200.370000,0.312435
200.371000,0.391267
200.372000,0.305240
200.373000,0.371160
200.374000,0.394446
200.375000,0.440229
200.376000,0.412111
200.377000,0.301990
200.378000,0.263432
200.379000,0.320655
200.380000,0.323990
200.381000,0.251634
200.382000,0.243763
200.383000,0.220749
200.384000,0.179249
200.385000,0.101982
200.386000,0.042506
200.387000,-0.079160
200.388000,-0.078035
200.389000,-0.181160
200.390000,-0.132290
200.391000,-0.105988
200.392000,-0.107906
200.393000,-0.155449
200.394000,-0.208912
200.395000,-0.120139
200.396000,-0.135578
200.397000,-0.121301
200.398000,-0.118673
200.399000,-0.112697
200.400000,-0.197687
200.401000,-0.206632
200.402000,-0.365542
200.403000,-0.357030
200.404000,-0.410187
200.405000,-0.395735
200.406000,-0.265577
200.407000,-0.266253
200.408000,-0.340918
200.409000,-0.228707
200.410000,-0.220230
200.411000,-0.215393
200.412000,-0.220175
200.413000,-0.042339
200.414000,-0.080462
200.415000,0.073538
200.416000,-0.001025
200.417000,0.033230
200.418000,-0.009415
200.419000,-0.066300
200.420000,-0.098847
200.421000,-0.138896
200.422000,-0.079769
200.423000,-0.019901
200.424000,-0.014496
200.425000,-0.119783
200.426000,-0.067743
200.427000,-0.060380
200.428000,-0.087539
200.429000,-0.060307
200.430000,-0.050648
200.431000,-0.037449
200.432000,-0.028073
200.433000,-0.077169
200.434000,-0.177867
200.435000,-0.110629
200.436000,-0.183212
200.437000,-0.163611
200.438000,-0.151287
200.439000,-0.171574
200.440000,-0.103051
200.441000,-0.002857
200.442000,0.054048
200.443000,0.045979
200.444000,-0.018214
200.445000,0.040817
200.446000,0.023534
200.447000,-0.066504
200.448000,-0.087326
200.449000,-0.099879
200.450000,-0.117604
200.451000,-0.124468
200.452000,-0.154317
200.453000,-0.100781
200.454000,-0.140969
200.455000,-0.180365
200.456000,-0.270362
200.457000,-0.198903
200.458000,-0.185694
200.459000,-0.321914
200.460000,-0.225979
200.461000,-0.201076
200.462000,-0.201081
200.463000,-0.222916
200.464000,-0.103560
200.465000,-0.121638
200.466000,-0.047396
200.467000,-0.065883
200.468000,-0.078169
200.469000,-0.051881
200.470000,-0.051128
200.471000,-0.071956
200.472000,-0.002055
200.473000,0.070521
200.474000,0.053182
200.475000,0.120470
200.476000,0.203886
200.477000,0.200967
200.478000,0.111111
200.479000,0.146493
200.480000,0.240797
200.481000,0.262126
200.482000,0.290423
200.483000,0.285746
200.484000,0.160771
200.485000,0.302378
200.486000,0.266336
200.487000,0.388483
200.488000,0.355082
200.489000,0.355486
200.490000,0.365690
200.491000,0.371621
200.492000,0.420926
200.493000,0.435657
200.494000,0.452989
