time (ms), velocity (mm/s)
2997.000000,0.031611
2997.001000,-0.056113
2997.002000,-0.148754
2997.003000,-0.110423
2997.004000,-0.302780
2997.005000,-0.332942
2997.006000,-0.374025
2997.007000,-0.545834
2997.008000,-0.483958
2997.009000,-0.558988
2997.010000,-0.544050
2997.011000,-0.562128
2997.012000,-0.450746
2997.013000,-0.423014
2997.014000,-0.595784
2997.015000,-0.689233
2997.016000,-0.762626
2997.017000,-0.791755
2997.018000,-0.863797
2997.019000,-0.976985
2997.020000,-0.965253
2997.021000,-0.871601
2997.022000,-0.805296
2997.023000,-0.626474
2997.024000,-0.608263
2997.025000,-0.674859
2997.026000,-0.407947
2997.027000,-0.454008
2997.028000,-0.447824
2997.029000,-0.472134
2997.030000,-0.442296
2997.031000,-0.308733
2997.032000,-0.405922
2997.033000,-0.583630
2997.034000,-0.562637
2997.035000,-0.602792
2997.036000,-0.597787
2997.037000,-0.308197
2997.038000,-0.295768
2997.039000,-0.232128
2997.040000,-0.153730
2997.041000,-0.118686
2997.042000,-0.096313
2997.043000,-0.005041
2997.044000,-0.078294
2997.045000,-0.074566
2997.046000,-0.128336
2997.047000,0.093304
2997.048000,-0.099976
2997.049000,-0.297015
2997.050000,-0.262290
2997.051000,-0.338127
2997.052000,-0.421943
2997.053000,-0.442283
2997.054000,-0.364859
2997.055000,-0.274566
2997.056000,-0.241476
2997.057000,-0.265188
2997.058000,-0.365463
2997.059000,-0.356802
2997.060000,-0.332058
2997.061000,-0.214369
2997.062000,-0.021408
2997.063000,0.083794
2997.064000,0.169581
2997.065000,0.069434
2997.066000,0.067456
2997.067000,0.032826
2997.068000,0.162043
2997.069000,0.097213
2997.070000,0.171405
2997.071000,0.133157
2997.072000,0.246895
2997.073000,0.174627
2997.074000,0.113360
2997.075000,0.147682
2997.076000,0.273011
2997.077000,0.133388
2997.078000,0.189944
2997.079000,0.266528
2997.080000,0.275449
2997.081000,0.191891
2997.082000,0.255207
2997.083000,0.215813
2997.084000,0.231876
2997.085000,0.479424
