time (ms), velocity (mm/s)
5794.200000,-0.171088
5794.201000,-0.130658
5794.202000,-0.198324
5794.203000,-0.131394
5794.204000,-0.252661
5794.205000,-0.242085
5794.206000,-0.306882
5794.207000,-0.373460
5794.208000,-0.408603
5794.209000,-0.423016
5794.210000,-0.438795
5794.211000,-0.568453
5794.212000,-0.511188
5794.213000,-0.459859
5794.214000,-0.372837
5794.215000,-0.350091
5794.216000,-0.325642
5794.217000,-0.224357
5794.218000,-0.207388
5794.219000,-0.246316
5794.220000,-0.305029
5794.221000,-0.200475
5794.222000,-0.239903
5794.223000,-0.370336
5794.224000,-0.401256
5794.225000,-0.392074
5794.226000,-0.496214
5794.227000,-0.586528
5794.228000,-0.602377
5794.229000,-0.563306
5794.230000,-0.539854
5794.231000,-0.543131
5794.232000,-0.517040
5794.233000,-0.499215
5794.234000,-0.445403
5794.235000,-0.489600
5794.236000,-0.474969
5794.237000,-0.401760
5794.238000,-0.290089
5794.239000,-0.183505
5794.240000,-0.129667
5794.241000,-0.204690
5794.242000,-0.156284
5794.243000,-0.095356
5794.244000,-0.078569
5794.245000,-0.134453
5794.246000,-0.061243
5794.247000,-0.125626
5794.248000,-0.012986
5794.249000,0.063555
5794.250000,0.144956
5794.251000,0.198941
5794.252000,0.116803
5794.253000,0.077377
5794.254000,0.125838
5794.255000,0.075168
5794.256000,0.038170
5794.257000,-0.076146
5794.258000,-0.026383
5794.259000,-0.021931
5794.260000,0.091238
5794.261000,0.196889
5794.262000,0.248238
5794.263000,0.353344
5794.264000,0.441976
5794.265000,0.427036
5794.266000,0.404442
5794.267000,0.422861
5794.268000,0.463367
5794.269000,0.561622
5794.270000,0.588718
5794.271000,0.503441
5794.272000,0.571008
5794.273000,0.484945
5794.274000,0.429785
5794.275000,0.360488
5794.276000,0.428030
5794.277000,0.554403
5794.278000,0.519242
5794.279000,0.466998
5794.280000,0.410313
5794.281000,0.543909
5794.282000,0.535829
5794.283000,0.584402
5794.284000,0.560456
5794.285000,0.602015
5794.286000,0.586037
5794.287000,0.563677
5794.288000,0.652948
5794.289000,0.619984
5794.290000,0.601345
5794.291000,0.623538
5794.292000,0.514398
5794.293000,0.514590
5794.294000,0.448354
5794.295000,0.451679
5794.296000,0.411120
5794.297000,0.421002
5794.298000,0.380124
5794.299000,0.455535
5794.300000,0.548113
5794.301000,0.589801
5794.302000,0.461706
5794.303000,0.467403
5794.304000,0.458634
5794.305000,0.480029
5794.306000,0.504259
5794.307000,0.492010
5794.308000,0.468941
5794.309000,0.447311
5794.310000,0.384254
5794.311000,0.341010
5794.312000,0.366231
5794.313000,0.273576
5794.314000,0.393762
5794.315000,0.454831
5794.316000,0.441951
5794.317000,0.293204
5794.318000,0.166069
5794.319000,0.187327
5794.320000,0.199790
5794.321000,0.152009
5794.322000,0.068299
5794.323000,0.138463
5794.324000,0.185019
5794.325000,0.205316
5794.326000,0.262386
5794.327000,0.196442
5794.328000,0.235586
5794.329000,0.246922
5794.330000,0.272627
5794.331000,0.310631
5794.332000,0.234071
5794.333000,0.298849
5794.334000,0.229432
5794.335000,0.151869
5794.336000,0.142789
5794.337000,0.172051
5794.338000,0.181777
5794.339000,0.235336
5794.340000,0.142456
5794.341000,0.132762
5794.342000,0.074905
5794.343000,0.031962
5794.344000,0.017962
5794.345000,-0.029443
5794.346000,-0.055526
5794.347000,-0.055390
5794.348000,-0.135230
5794.349000,-0.109880
5794.350000,-0.177913
5794.351000,-0.076944
5794.352000,-0.034356
5794.353000,0.055208
5794.354000,-0.003733
5794.355000,-0.017295
5794.356000,-0.021784
5794.357000,0.032295
5794.358000,0.138049
5794.359000,0.138203
5794.360000,0.185846
5794.361000,0.308679
5794.362000,0.296658
5794.363000,0.356957
5794.364000,0.411313
5794.365000,0.448213
5794.366000,0.508117
5794.367000,0.551318
5794.368000,0.470644
5794.369000,0.401728
5794.370000,0.450477
5794.371000,0.528932
5794.372000,0.406689
5794.373000,0.312694
5794.374000,0.302159
5794.375000,0.301381
5794.376000,0.135681
5794.377000,0.127356
5794.378000,0.065575
5794.379000,0.095471
5794.380000,0.067307
5794.381000,0.077170
5794.382000,0.095957
5794.383000,0.121455
5794.384000,0.180637
5794.385000,0.269767
5794.386000,0.229480
5794.387000,0.221788
5794.388000,0.171980
5794.389000,0.131392
5794.390000,0.139756
5794.391000,0.241090
5794.392000,0.222968
5794.393000,0.227308
5794.394000,0.345156
5794.395000,0.386791
5794.396000,0.406795
5794.397000,0.404390
5794.398000,0.319354
5794.399000,0.403194
5794.400000,0.375750
5794.401000,0.428074
5794.402000,0.375771
5794.403000,0.319531
5794.404000,0.259174
5794.405000,0.253473
5794.406000,0.309017
5794.407000,0.397539
5794.408000,0.284984
5794.409000,0.305389
5794.410000,0.207768
5794.411000,0.162595
5794.412000,0.140967
5794.413000,0.059498
5794.414000,0.003018
5794.415000,-0.118441
5794.416000,-0.165147
5794.417000,-0.227373
5794.418000,-0.240632
5794.419000,-0.249263
5794.420000,-0.274873
5794.421000,-0.232031
5794.422000,-0.177371
5794.423000,-0.240129
5794.424000,-0.261929
5794.425000,-0.198841
5794.426000,-0.209001
5794.427000,-0.208233
5794.428000,-0.260452
5794.429000,-0.240801
5794.430000,-0.253443
5794.431000,-0.298704
5794.432000,-0.354666
5794.433000,-0.307591
5794.434000,-0.381646
5794.435000,-0.387080
5794.436000,-0.418058
5794.437000,-0.374471
5794.438000,-0.369162
5794.439000,-0.450368
5794.440000,-0.428671
5794.441000,-0.356090
5794.442000,-0.450375
5794.443000,-0.496714
5794.444000,-0.391324
5794.445000,-0.308907
5794.446000,-0.246436
5794.447000,-0.169259
5794.448000,-0.144401
5794.449000,-0.194111
5794.450000,-0.275515
5794.451000,-0.167188
5794.452000,-0.218907
5794.453000,-0.323117
5794.454000,-0.343377
5794.455000,-0.288211
5794.456000,-0.207194
5794.457000,-0.234112
5794.458000,-0.167796
5794.459000,-0.154682
5794.460000,-0.090494
5794.461000,-0.064649
5794.462000,-0.107609
5794.463000,0.045918
5794.464000,0.089549
5794.465000,0.096447
5794.466000,0.098653
5794.467000,-0.003091
5794.468000,0.056764
5794.469000,0.035155
5794.470000,0.038170
5794.471000,0.069385
5794.472000,0.111904
5794.473000,0.165251
5794.474000,0.213139
5794.475000,0.182398
5794.476000,0.089138
5794.477000,0.138681
5794.478000,0.222452
5794.479000,0.227346
5794.480000,0.215735
5794.481000,0.217239
5794.482000,0.162384
5794.483000,0.120403
5794.484000,0.156353
5794.485000,0.167801
5794.486000,0.288828
5794.487000,0.321009
5794.488000,0.381555
5794.489000,0.397965
5794.490000,0.397327
5794.491000,0.353592
5794.492000,0.384380
5794.493000,0.448425
5794.494000,0.471450
5794.495000,0.466979
5794.496000,0.498217
5794.497000,0.513611
5794.498000,0.567326
5794.499000,0.503955
