time (ms), velocity (mm/s)
1998.000000,-0.774612
1998.001000,-0.861386
1998.002000,-0.789189
1998.003000,-0.718461
1998.004000,-0.610351
1998.005000,-0.718437
1998.006000,-0.845669
1998.007000,-0.704426
1998.008000,-0.576233
1998.009000,-0.687194
1998.010000,-0.637061
1998.011000,-0.744133
1998.012000,-0.754593
1998.013000,-0.755451
1998.014000,-0.781646
1998.015000,-0.679589
1998.016000,-0.795538
1998.017000,-0.869648
1998.018000,-0.824419
1998.019000,-0.619431
1998.020000,-0.566735
1998.021000,-0.639853
1998.022000,-0.830337
1998.023000,-0.779219
1998.024000,-0.594182
1998.025000,-0.535938
1998.026000,-0.621444
1998.027000,-0.639956
1998.028000,-0.653518
1998.029000,-0.659262
1998.030000,-0.738868
1998.031000,-0.778558
1998.032000,-0.669720
1998.033000,-0.587416
1998.034000,-0.598412
1998.035000,-0.629253
1998.036000,-0.452750
1998.037000,-0.397750
1998.038000,-0.258801
1998.039000,-0.431516
1998.040000,-0.420002
1998.041000,-0.458570
1998.042000,-0.499810
1998.043000,-0.553374
1998.044000,-0.513079
1998.045000,-0.419964
1998.046000,-0.290078
1998.047000,-0.283235
1998.048000,-0.184314
1998.049000,-0.210357
1998.050000,-0.211217
1998.051000,-0.263447
1998.052000,-0.219811
1998.053000,-0.165945
1998.054000,-0.074262
1998.055000,-0.127388
1998.056000,-0.212241
1998.057000,-0.310022
1998.058000,-0.435781
1998.059000,-0.446380
1998.060000,-0.348892
1998.061000,-0.208833
1998.062000,-0.160942
1998.063000,-0.198986
1998.064000,-0.327813
1998.065000,-0.344213
1998.066000,-0.125768
1998.067000,-0.115068
1998.068000,0.189852
1998.069000,0.278933
1998.070000,0.086918
1998.071000,0.195005
1998.072000,0.276704
1998.073000,0.472939
1998.074000,0.590487
1998.075000,0.626571
1998.076000,0.703166
1998.077000,0.713376
1998.078000,0.552536
1998.079000,0.724942
1998.080000,0.868830
1998.081000,0.753344
1998.082000,0.571126
1998.083000,0.608134
1998.084000,0.731581
1998.085000,0.620296
1998.086000,0.530133
1998.087000,0.521257
1998.088000,0.596456
1998.089000,0.608812
1998.090000,0.564290
1998.091000,0.612149
1998.092000,0.596334
1998.093000,0.666723
1998.094000,0.679933
1998.095000,0.663089
1998.096000,0.692717
1998.097000,0.599403
1998.098000,0.544821
1998.099000,0.346831
1998.100000,0.152570
1998.101000,0.202936
1998.102000,0.175675
1998.103000,0.254237
1998.104000,0.205164
1998.105000,0.246146
1998.106000,0.337665
1998.107000,0.227599
1998.108000,0.188361
1998.109000,0.161332
1998.110000,0.223364
1998.111000,0.145915
1998.112000,0.134549
1998.113000,-0.060498
1998.114000,-0.046957
1998.115000,-0.018705
1998.116000,-0.030185
1998.117000,-0.043598
1998.118000,-0.002497
1998.119000,-0.122060
1998.120000,-0.178921
1998.121000,-0.192088
1998.122000,-0.070407
1998.123000,0.070213
1998.124000,0.004832
1998.125000,0.068773
1998.126000,-0.100838
1998.127000,-0.033508
1998.128000,-0.057906
1998.129000,-0.123317
1998.130000,-0.242008
1998.131000,-0.266528
1998.132000,-0.403358
1998.133000,-0.344199
1998.134000,-0.345972
1998.135000,-0.229573
1998.136000,-0.398772
1998.137000,-0.631151
1998.138000,-0.663988
1998.139000,-0.611943
1998.140000,-0.729159
1998.141000,-0.735437
1998.142000,-0.749079
1998.143000,-0.688770
1998.144000,-0.860256
1998.145000,-0.839995
1998.146000,-0.582918
1998.147000,-0.678377
1998.148000,-0.651630
1998.149000,-0.728887
1998.150000,-0.609290
1998.151000,-0.522142
1998.152000,-0.545754
1998.153000,-0.585566
1998.154000,-0.554027
1998.155000,-0.645077
1998.156000,-0.783833
1998.157000,-0.753390
1998.158000,-0.776040
1998.159000,-0.722139
1998.160000,-0.768951
1998.161000,-0.638628
1998.162000,-0.706771
1998.163000,-0.567346
1998.164000,-0.536272
1998.165000,-0.643958
1998.166000,-0.726085
1998.167000,-0.834285
1998.168000,-0.761078
1998.169000,-0.604380
1998.170000,-0.657208
1998.171000,-0.562210
1998.172000,-0.444094
1998.173000,-0.515731
1998.174000,-0.453335
1998.175000,-0.524715
1998.176000,-0.617458
1998.177000,-0.507175
1998.178000,-0.282424
1998.179000,-0.274033
1998.180000,-0.230413
1998.181000,-0.250245
1998.182000,-0.239983
1998.183000,-0.241580
1998.184000,-0.235233
1998.185000,-0.402547
1998.186000,-0.275905
1998.187000,-0.414068
1998.188000,-0.474798
1998.189000,-0.556336
1998.190000,-0.357946
1998.191000,-0.367208
1998.192000,-0.381909
1998.193000,-0.349109
1998.194000,-0.363796
1998.195000,-0.281317
1998.196000,-0.242784
1998.197000,-0.055072
1998.198000,0.083129
1998.199000,0.162023
1998.200000,0.178574
1998.201000,0.046256
1998.202000,0.118259
1998.203000,0.167448
1998.204000,0.226703
1998.205000,0.455143
1998.206000,0.483622
1998.207000,0.496830
1998.208000,0.660628
