time, autocorrelation 
0, 1.000000
1, 0.985318
2, 0.970916
3, 0.956789
4, 0.942925
5, 0.929308
6, 0.916015
7, 0.902967
8, 0.890156
9, 0.877581
10, 0.865195
11, 0.852995
12, 0.841052
13, 0.829368
14, 0.817930
15, 0.806742
16, 0.795789
17, 0.785016
18, 0.774422
19, 0.764012
20, 0.753821
21, 0.743842
22, 0.734052
23, 0.724421
24, 0.714998
25, 0.705721
26, 0.696663
27, 0.687738
28, 0.678952
29, 0.670316
30, 0.661811
31, 0.653490
32, 0.645287
33, 0.637216
34, 0.629298
35, 0.621463
36, 0.613743
37, 0.606165
38, 0.598707
39, 0.591394
40, 0.584167
41, 0.577056
42, 0.570030
43, 0.563135
44, 0.556299
45, 0.549560
46, 0.542929
47, 0.536356
48, 0.529881
49, 0.523552
50, 0.517300
51, 0.511177
52, 0.505124
53, 0.499161
54, 0.493286
55, 0.487517
56, 0.481815
57, 0.476158
58, 0.470548
59, 0.464972
60, 0.459447
61, 0.454043
62, 0.448719
63, 0.443453
64, 0.438253
65, 0.433156
66, 0.428131
67, 0.423212
68, 0.418403
69, 0.413644
70, 0.408953
71, 0.404363
72, 0.399787
73, 0.395290
74, 0.390850
75, 0.386463
76, 0.382180
77, 0.377981
78, 0.373839
79, 0.369775
80, 0.365810
81, 0.361901
82, 0.358023
83, 0.354233
84, 0.350480
85, 0.346724
86, 0.343047
87, 0.339420
88, 0.335840
89, 0.332329
90, 0.328849
91, 0.325388
92, 0.321950
93, 0.318573
94, 0.315228
95, 0.311922
96, 0.308677
97, 0.305508
98, 0.302398
99, 0.299317
100, 0.296292
101, 0.293289
102, 0.290308
103, 0.287367
104, 0.284414
105, 0.281572
106, 0.278787
107, 0.276057
108, 0.273355
109, 0.270692
110, 0.268099
111, 0.265564
112, 0.262978
113, 0.260458
114, 0.257964
115, 0.255493
116, 0.253050
117, 0.250626
118, 0.248197
119, 0.245790
120, 0.243436
121, 0.241133
122, 0.238854
123, 0.236654
124, 0.234508
125, 0.232379
126, 0.230234
127, 0.228077
128, 0.225962
129, 0.223867
130, 0.221802
131, 0.219749
132, 0.217747
133, 0.215738
134, 0.213750
135, 0.211738
136, 0.209716
137, 0.207681
138, 0.205668
139, 0.203680
140, 0.201694
141, 0.199699
142, 0.197710
143, 0.195731
144, 0.193787
145, 0.191847
146, 0.189942
147, 0.188073
148, 0.186228
149, 0.184404
150, 0.182633
151, 0.180861
152, 0.179087
153, 0.177311
154, 0.175528
155, 0.173747
156, 0.171965
157, 0.170214
158, 0.168500
159, 0.166774
160, 0.165078
161, 0.163338
162, 0.161631
163, 0.159958
164, 0.158341
165, 0.156737
166, 0.155142
167, 0.153598
168, 0.152115
169, 0.150645
170, 0.149230
171, 0.147862
172, 0.146482
173, 0.145090
174, 0.143682
175, 0.142327
176, 0.141002
177, 0.139687
178, 0.138368
179, 0.137048
180, 0.135699
181, 0.134361
182, 0.133047
183, 0.131774
184, 0.130530
185, 0.129307
186, 0.128139
187, 0.126985
188, 0.125897
189, 0.124807
190, 0.123786
191, 0.122760
192, 0.121724
193, 0.120671
194, 0.119652
195, 0.118664
196, 0.117699
197, 0.116683
198, 0.115665
199, 0.114675
200, 0.113713
201, 0.112738
202, 0.111756
203, 0.110818
204, 0.109883
205, 0.108935
206, 0.107950
207, 0.107020
208, 0.106078
209, 0.105069
210, 0.104073
211, 0.103018
212, 0.101944
213, 0.100860
214, 0.099828
215, 0.098767
216, 0.097706
217, 0.096658
218, 0.095659
219, 0.094652
220, 0.093645
221, 0.092712
222, 0.091783
223, 0.090885
224, 0.090015
225, 0.089161
226, 0.088264
227, 0.087365
228, 0.086493
229, 0.085645
230, 0.084751
231, 0.083894
232, 0.082997
233, 0.082126
234, 0.081267
235, 0.080431
236, 0.079646
237, 0.078876
238, 0.078119
239, 0.077406
240, 0.076753
241, 0.076087
242, 0.075446
243, 0.074764
244, 0.074041
245, 0.073340
246, 0.072614
247, 0.071882
248, 0.071151
249, 0.070473
250, 0.069781
251, 0.069107
252, 0.068421
253, 0.067744
254, 0.067049
255, 0.066380
256, 0.065716
257, 0.065067
258, 0.064378
259, 0.063698
260, 0.063022
261, 0.062431
262, 0.061794
263, 0.061120
264, 0.060381
265, 0.059669
266, 0.058933
267, 0.058160
268, 0.057422
269, 0.056741
270, 0.056075
271, 0.055445
272, 0.054800
273, 0.054158
274, 0.053501
275, 0.052814
276, 0.052155
277, 0.051503
278, 0.050817
279, 0.050135
280, 0.049489
281, 0.048865
282, 0.048280
283, 0.047794
284, 0.047310
285, 0.046827
286, 0.046357
287, 0.045878
288, 0.045428
289, 0.044966
290, 0.044486
291, 0.044012
292, 0.043538
293, 0.043084
294, 0.042670
295, 0.042195
296, 0.041743
297, 0.041291
298, 0.040833
299, 0.040403
300, 0.039954
301, 0.039535
302, 0.039161
303, 0.038755
304, 0.038366
305, 0.038023
306, 0.037688
307, 0.037420
308, 0.037109
309, 0.036859
310, 0.036596
311, 0.036326
312, 0.036079
313, 0.035871
314, 0.035650
315, 0.035414
316, 0.035163
317, 0.034922
318, 0.034692
319, 0.034454
320, 0.034170
321, 0.033860
322, 0.033468
323, 0.033094
324, 0.032727
325, 0.032357
326, 0.032028
327, 0.031726
328, 0.031422
329, 0.031124
330, 0.030858
331, 0.030604
332, 0.030347
333, 0.030096
334, 0.029859
335, 0.029605
336, 0.029316
337, 0.028964
338, 0.028613
339, 0.028278
340, 0.027918
341, 0.027583
342, 0.027286
343, 0.027005
344, 0.026698
345, 0.026370
346, 0.026036
347, 0.025773
348, 0.025514
349, 0.025271
350, 0.025018
351, 0.024803
352, 0.024593
353, 0.024390
354, 0.024161
355, 0.023936
356, 0.023735
357, 0.023520
358, 0.023334
359, 0.023166
360, 0.022998
361, 0.022844
362, 0.022688
363, 0.022522
364, 0.022371
365, 0.022275
366, 0.022168
367, 0.022039
368, 0.021964
369, 0.021868
370, 0.021709
371, 0.021532
372, 0.021366
373, 0.021189
374, 0.021047
375, 0.020905
376, 0.020801
377, 0.020704
378, 0.020612
379, 0.020530
380, 0.020438
381, 0.020339
382, 0.020213
383, 0.020085
384, 0.020012
385, 0.020030
386, 0.020059
387, 0.020068
388, 0.020113
389, 0.020152
390, 0.020147
391, 0.020137
392, 0.020110
393, 0.020053
394, 0.020000
395, 0.019948
396, 0.019914
397, 0.019891
398, 0.019882
399, 0.019874
400, 0.019826
401, 0.019750
402, 0.019695
403, 0.019636
