time, signal
0.166000,0.001555
0.166500,0.000955
0.167000,0.000647
0.167500,0.000660
0.168000,0.000973
0.168500,0.001526
0.169000,0.002230
0.169500,0.002980
0.170000,0.003673
0.170500,0.004225
0.171000,0.004579
0.171500,0.004715
0.172000,0.004646
0.172500,0.004416
0.173000,0.004087
0.173500,0.003729
0.174000,0.003402
0.174500,0.003153
0.175000,0.003003
0.175500,0.002948
0.176000,0.002962
0.176500,0.003005
0.177000,0.003034
0.177500,0.003011
0.178000,0.002917
0.178500,0.002752
0.179000,0.002539
0.179500,0.002321
0.180000,0.002150
0.180500,0.002080
0.181000,0.002150
0.181500,0.002379
0.182000,0.002756
0.182500,0.003243
0.183000,0.003773
0.183500,0.004265
0.184000,0.004634
0.184500,0.004805
0.185000,0.004730
0.185500,0.004395
0.186000,0.003829
0.186500,0.003096
0.187000,0.002295
0.187500,0.001541
0.188000,0.000949
0.188500,0.000618
0.189000,0.000613
0.189500,0.000952
0.190000,0.001607
0.190500,0.002499
0.191000,0.003514
0.191500,0.004516
0.192000,0.005369
0.192500,0.005955
0.193000,0.006189
0.193500,0.006039
0.194000,0.005523
0.194500,0.004712
0.195000,0.003716
0.195500,0.002671
0.196000,0.001714
0.196500,0.000969
0.197000,0.000527
0.197500,0.000432
0.198000,0.000680
0.198500,0.001217
0.199000,0.001953
0.199500,0.002774
0.200000,0.003561
0.200500,0.004210
0.201000,0.004640
0.201500,0.004813
0.202000,0.004728
0.202500,0.004425
0.203000,0.003971
0.203500,0.003451
0.204000,0.002950
0.204500,0.002539
0.205000,0.002269
0.205500,0.002159
0.206000,0.002199
0.206500,0.002355
0.207000,0.002575
0.207500,0.002804
0.208000,0.002995
0.208500,0.003116
0.209000,0.003159
0.209500,0.003136
0.210000,0.003079
0.210500,0.003032
0.211000,0.003036
0.211500,0.003124
0.212000,0.003310
0.212500,0.003580
0.213000,0.003900
0.213500,0.004214
0.214000,0.004455
0.214500,0.004559
0.215000,0.004476
0.215500,0.004185
0.216000,0.003693
0.216500,0.003047
0.217000,0.002321
0.217500,0.001614
0.218000,0.001030
0.218500,0.000662
0.219000,0.000580
0.219500,0.000817
0.220000,0.001357
0.220500,0.002141
0.221000,0.003073
0.221500,0.004028
0.222000,0.004876
0.222500,0.005496
0.223000,0.005798
0.223500,0.005736
0.224000,0.005315
0.224500,0.004593
0.225000,0.003668
0.225500,0.002670
0.226000,0.001741
0.226500,0.001010
0.227000,0.000577
0.227500,0.000501
0.228000,0.000787
0.228500,0.001390
0.229000,0.002220
0.229500,0.003158
0.230000,0.004071
0.230500,0.004837
0.231000,0.005356
0.231500,0.005571
0.232000,0.005466
0.232500,0.005074
0.233000,0.004465
0.233500,0.003734
0.234000,0.002989
0.234500,0.002327
0.235000,0.001828
0.235500,0.001537
0.236000,0.001465
0.236500,0.001589
0.237000,0.001859
0.237500,0.002209
0.238000,0.002570
0.238500,0.002885
0.239000,0.003112
0.239500,0.003239
0.240000,0.003275
0.240500,0.003252
0.241000,0.003210
0.241500,0.003192
0.242000,0.003233
0.242500,0.003346
0.243000,0.003526
0.243500,0.003742
0.244000,0.003949
0.244500,0.004094
0.245000,0.004125
0.245500,0.004009
0.246000,0.003734
0.246500,0.003318
0.247000,0.002810
0.247500,0.002281
0.248000,0.001813
0.248500,0.001492
0.249000,0.001385
0.249500,0.001531
