time, autocorrelation 
906, 0.001720
907, 0.002568
908, 0.003400
909, 0.004215
910, 0.005029
911, 0.005836
912, 0.006669
913, 0.007503
914, 0.008234
915, 0.008935
916, 0.009625
917, 0.010270
918, 0.010930
919, 0.011614
920, 0.012317
921, 0.013034
922, 0.013738
923, 0.014452
924, 0.015154
925, 0.015844
926, 0.016534
927, 0.017188
928, 0.017848
929, 0.018506
930, 0.019215
931, 0.019849
932, 0.020448
933, 0.021057
934, 0.021651
935, 0.022264
936, 0.022888
937, 0.023549
938, 0.024209
939, 0.024868
940, 0.025555
941, 0.026187
942, 0.026798
943, 0.027420
944, 0.028033
945, 0.028644
946, 0.029241
947, 0.029814
948, 0.030370
949, 0.030941
950, 0.031509
951, 0.032056
952, 0.032572
953, 0.033063
954, 0.033561
955, 0.034089
956, 0.034594
957, 0.035084
958, 0.035573
959, 0.036029
960, 0.036480
961, 0.036936
962, 0.037386
963, 0.037801
964, 0.038218
965, 0.038635
966, 0.039027
967, 0.039333
968, 0.039665
969, 0.039958
970, 0.040245
971, 0.040520
972, 0.040788
973, 0.041063
974, 0.041340
975, 0.041584
976, 0.041820
977, 0.042055
978, 0.042307
979, 0.042579
980, 0.042857
981, 0.043124
982, 0.043384
983, 0.043633
984, 0.043901
985, 0.044190
986, 0.044452
987, 0.044711
988, 0.044921
989, 0.045110
990, 0.045278
991, 0.045430
992, 0.045574
993, 0.045695
994, 0.045766
995, 0.045839
996, 0.045937
997, 0.045981
998, 0.046001
999, 0.046009
1000, 0.045959
1001, 0.045886
1002, 0.045840
1003, 0.045786
1004, 0.045717
1005, 0.045658
1006, 0.045586
1007, 0.045480
1008, 0.045421
1009, 0.045305
1010, 0.045195
1011, 0.045083
1012, 0.044950
1013, 0.044802
1014, 0.044639
1015, 0.044470
1016, 0.044304
1017, 0.044094
1018, 0.043884
1019, 0.043623
1020, 0.043370
1021, 0.043088
1022, 0.042813
1023, 0.042569
1024, 0.042268
1025, 0.041927
1026, 0.041578
1027, 0.041213
1028, 0.040812
1029, 0.040363
1030, 0.039926
1031, 0.039452
1032, 0.038963
1033, 0.038485
1034, 0.037990
1035, 0.037467
1036, 0.036922
1037, 0.036361
1038, 0.035770
1039, 0.035176
1040, 0.034611
1041, 0.034056
1042, 0.033490
1043, 0.032926
1044, 0.032352
1045, 0.031776
1046, 0.031205
1047, 0.030609
1048, 0.029969
1049, 0.029296
1050, 0.028644
1051, 0.027935
1052, 0.027224
1053, 0.026502
1054, 0.025779
1055, 0.025058
1056, 0.024317
1057, 0.023578
1058, 0.022837
1059, 0.022108
1060, 0.021400
1061, 0.020696
1062, 0.020007
1063, 0.019286
1064, 0.018547
1065, 0.017843
1066, 0.017164
1067, 0.016492
1068, 0.015806
1069, 0.015086
1070, 0.014399
1071, 0.013735
1072, 0.013104
1073, 0.012457
1074, 0.011824
1075, 0.011229
1076, 0.010669
1077, 0.010093
1078, 0.009465
1079, 0.008801
1080, 0.008098
1081, 0.007394
1082, 0.006683
1083, 0.005985
1084, 0.005277
1085, 0.004549
1086, 0.003818
1087, 0.003086
1088, 0.002333
1089, 0.001564
1090, 0.000784
1091, -0.000008
1092, -0.000825
1093, -0.001635
1094, -0.002466
1095, -0.003322
1096, -0.004218
1097, -0.005113
1098, -0.005988
1099, -0.006876
1100, -0.007742
1101, -0.008649
1102, -0.009568
1103, -0.010484
1104, -0.011427
1105, -0.012338
1106, -0.013247
1107, -0.014174
1108, -0.015102
1109, -0.016020
1110, -0.016905
1111, -0.017771
1112, -0.018588
1113, -0.019405
1114, -0.020233
1115, -0.021091
1116, -0.021926
1117, -0.022773
1118, -0.023567
1119, -0.024356
1120, -0.025132
1121, -0.025848
1122, -0.026559
1123, -0.027262
1124, -0.027934
1125, -0.028577
1126, -0.029154
1127, -0.029699
1128, -0.030205
1129, -0.030689
1130, -0.031153
1131, -0.031638
1132, -0.032089
1133, -0.032547
1134, -0.032987
1135, -0.033408
1136, -0.033822
1137, -0.034245
1138, -0.034635
1139, -0.034967
1140, -0.035283
1141, -0.035609
1142, -0.035913
1143, -0.036226
1144, -0.036518
1145, -0.036800
1146, -0.037063
1147, -0.037276
1148, -0.037485
1149, -0.037731
1150, -0.037990
1151, -0.038251
1152, -0.038535
1153, -0.038817
1154, -0.039090
1155, -0.039352
1156, -0.039598
1157, -0.039804
1158, -0.039998
1159, -0.040170
1160, -0.040325
1161, -0.040463
1162, -0.040590
1163, -0.040671
1164, -0.040732
1165, -0.040812
1166, -0.040911
1167, -0.040995
1168, -0.041057
1169, -0.041075
1170, -0.041074
1171, -0.040981
1172, -0.040878
1173, -0.040793
1174, -0.040677
1175, -0.040561
1176, -0.040466
1177, -0.040371
1178, -0.040281
1179, -0.040182
1180, -0.040056
1181, -0.039903
1182, -0.039736
1183, -0.039596
1184, -0.039412
1185, -0.039268
1186, -0.039091
1187, -0.038849
1188, -0.038597
1189, -0.038328
1190, -0.038059
1191, -0.037783
1192, -0.037493
1193, -0.037199
1194, -0.036925
1195, -0.036640
1196, -0.036365
1197, -0.036106
1198, -0.035838
1199, -0.035580
1200, -0.035313
1201, -0.035033
1202, -0.034722
1203, -0.034412
1204, -0.034070
1205, -0.033658
1206, -0.033161
1207, -0.032691
1208, -0.032249
1209, -0.031767
1210, -0.031274
1211, -0.030768
1212, -0.030287
1213, -0.029794
1214, -0.029295
1215, -0.028764
1216, -0.028210
1217, -0.027669
1218, -0.027075
1219, -0.026465
1220, -0.025818
1221, -0.025132
1222, -0.024431
1223, -0.023773
1224, -0.023093
1225, -0.022332
1226, -0.021547
1227, -0.020734
1228, -0.019907
1229, -0.019041
1230, -0.018234
1231, -0.017423
1232, -0.016617
1233, -0.015816
1234, -0.014986
1235, -0.014184
1236, -0.013399
1237, -0.012656
1238, -0.011844
1239, -0.011059
1240, -0.010259
1241, -0.009468
1242, -0.008681
1243, -0.007916
1244, -0.007142
1245, -0.006340
1246, -0.005571
1247, -0.004771
1248, -0.003973
1249, -0.003200
1250, -0.002422
1251, -0.001654
1252, -0.000850
1253, -0.000047
1254, 0.000758
1255, 0.001561
1256, 0.002397
1257, 0.003247
1258, 0.004060
1259, 0.004927
1260, 0.005740
1261, 0.006508
1262, 0.007246
1263, 0.007973
1264, 0.008702
1265, 0.009392
1266, 0.010069
1267, 0.010712
1268, 0.011343
1269, 0.011966
1270, 0.012620
1271, 0.013290
1272, 0.013934
1273, 0.014619
1274, 0.015323
1275, 0.015987
1276, 0.016626
1277, 0.017246
1278, 0.017856
1279, 0.018442
1280, 0.019031
1281, 0.019653
1282, 0.020282
1283, 0.020902
1284, 0.021536
1285, 0.022167
1286, 0.022830
1287, 0.023477
1288, 0.024111
1289, 0.024729
1290, 0.025320
1291, 0.025896
1292, 0.026464
1293, 0.027001
1294, 0.027514
1295, 0.027975
1296, 0.028440
1297, 0.028897
1298, 0.029345
1299, 0.029788
1300, 0.030251
1301, 0.030657
1302, 0.031029
1303, 0.031377
1304, 0.031703
1305, 0.031999
1306, 0.032304
1307, 0.032591
1308, 0.032868
1309, 0.033122
1310, 0.033311
1311, 0.033468
1312, 0.033598
1313, 0.033704
1314, 0.033790
1315, 0.033842
1316, 0.033852
1317, 0.033791
1318, 0.033733
1319, 0.033663
1320, 0.033586
1321, 0.033508
1322, 0.033436
1323, 0.033335
1324, 0.033216
1325, 0.033067
1326, 0.032899
1327, 0.032779
1328, 0.032598
1329, 0.032410
1330, 0.032249
1331, 0.032060
1332, 0.031860
1333, 0.031637
1334, 0.031389
1335, 0.031137
1336, 0.030886
1337, 0.030650
1338, 0.030436
1339, 0.030234
1340, 0.030023
1341, 0.029813
1342, 0.029620
1343, 0.029422
1344, 0.029235
1345, 0.029074
1346, 0.028902
1347, 0.028737
1348, 0.028538
1349, 0.028324
1350, 0.028085
1351, 0.027825
1352, 0.027548
1353, 0.027224
1354, 0.026872
1355, 0.026517
1356, 0.026146
1357, 0.025776
1358, 0.025396
1359, 0.025003
1360, 0.024586
1361, 0.024215
1362, 0.023819
1363, 0.023445
1364, 0.023063
1365, 0.022643
1366, 0.022237
1367, 0.021793
1368, 0.021350
1369, 0.020894
1370, 0.020453
1371, 0.019976
1372, 0.019508
1373, 0.019007
1374, 0.018531
1375, 0.017996
1376, 0.017430
1377, 0.016865
1378, 0.016299
1379, 0.015689
1380, 0.015052
1381, 0.014415
1382, 0.013838
1383, 0.013225
1384, 0.012649
1385, 0.012059
1386, 0.011499
1387, 0.010943
1388, 0.010349
1389, 0.009756
1390, 0.009138
1391, 0.008519
1392, 0.007859
1393, 0.007204
1394, 0.006542
1395, 0.005893
1396, 0.005279
1397, 0.004668
1398, 0.004076
1399, 0.003511
1400, 0.002925
1401, 0.002334
1402, 0.001752
1403, 0.001184
1404, 0.000642
1405, 0.000104
1406, -0.000401
1407, -0.000963
1408, -0.001498
1409, -0.002024
1410, -0.002517
1411, -0.003008
1412, -0.003521
1413, -0.004047
1414, -0.004580
1415, -0.005091
1416, -0.005586
1417, -0.006089
1418, -0.006596
1419, -0.007073
1420, -0.007562
1421, -0.008033
1422, -0.008513
1423, -0.008977
1424, -0.009423
1425, -0.009891
1426, -0.010343
1427, -0.010773
1428, -0.011190
1429, -0.011644
1430, -0.012102
1431, -0.012566
1432, -0.013028
1433, -0.013426
1434, -0.013776
1435, -0.014111
1436, -0.014424
1437, -0.014763
1438, -0.015081
1439, -0.015380
1440, -0.015687
1441, -0.015977
1442, -0.016223
1443, -0.016511
1444, -0.016775
1445, -0.017029
1446, -0.017299
1447, -0.017546
1448, -0.017780
1449, -0.018014
1450, -0.018205
1451, -0.018328
1452, -0.018443
1453, -0.018518
1454, -0.018579
1455, -0.018587
1456, -0.018599
1457, -0.018600
1458, -0.018560
1459, -0.018500
1460, -0.018456
1461, -0.018404
1462, -0.018326
1463, -0.018238
1464, -0.018131
1465, -0.018051
1466, -0.017959
1467, -0.017858
1468, -0.017771
1469, -0.017715
1470, -0.017598
1471, -0.017468
1472, -0.017310
1473, -0.017131
1474, -0.016918
1475, -0.016722
1476, -0.016552
1477, -0.016409
1478, -0.016315
1479, -0.016186
1480, -0.016039
1481, -0.015914
1482, -0.015779
1483, -0.015584
1484, -0.015392
1485, -0.015230
1486, -0.015108
1487, -0.015034
1488, -0.014939
1489, -0.014870
1490, -0.014809
1491, -0.014769
1492, -0.014761
1493, -0.014713
1494, -0.014671
1495, -0.014623
1496, -0.014622
1497, -0.014627
1498, -0.014614
1499, -0.014594
1500, -0.014555
1501, -0.014501
1502, -0.014509
1503, -0.014500
1504, -0.014508
1505, -0.014526
1506, -0.014543
1507, -0.014552
1508, -0.014540
1509, -0.014502
1510, -0.014460
1511, -0.014422
1512, -0.014361
1513, -0.014262
1514, -0.014138
1515, -0.014048
1516, -0.013943
1517, -0.013847
1518, -0.013767
1519, -0.013723
1520, -0.013689
1521, -0.013626
1522, -0.013564
1523, -0.013515
1524, -0.013432
1525, -0.013333
1526, -0.013207
1527, -0.013067
1528, -0.012961
1529, -0.012848
1530, -0.012694
1531, -0.012521
1532, -0.012365
1533, -0.012178
1534, -0.011962
1535, -0.011728
1536, -0.011514
1537, -0.011292
1538, -0.011066
1539, -0.010816
1540, -0.010514
1541, -0.010182
1542, -0.009850
1543, -0.009522
1544, -0.009171
1545, -0.008845
1546, -0.008510
1547, -0.008153
1548, -0.007748
1549, -0.007330
1550, -0.006908
1551, -0.006441
1552, -0.006010
1553, -0.005549
1554, -0.005084
1555, -0.004646
1556, -0.004193
1557, -0.003722
1558, -0.003277
1559, -0.002808
1560, -0.002327
1561, -0.001873
1562, -0.001391
1563, -0.000876
1564, -0.000336
1565, 0.000233
1566, 0.000804
1567, 0.001377
1568, 0.001898
1569, 0.002422
1570, 0.002942
1571, 0.003542
1572, 0.004139
1573, 0.004797
1574, 0.005422
1575, 0.006058
1576, 0.006716
1577, 0.007368
1578, 0.007982
1579, 0.008593
1580, 0.009241
1581, 0.009871
1582, 0.010489
1583, 0.011151
1584, 0.011823
1585, 0.012481
1586, 0.013105
1587, 0.013720
1588, 0.014312
1589, 0.014892
1590, 0.015450
1591, 0.015997
1592, 0.016526
1593, 0.017029
1594, 0.017517
1595, 0.017999
1596, 0.018491
1597, 0.018997
1598, 0.019502
1599, 0.019970
1600, 0.020435
1601, 0.020874
1602, 0.021285
1603, 0.021709
1604, 0.022150
1605, 0.022567
1606, 0.022987
1607, 0.023384
1608, 0.023791
1609, 0.024192
1610, 0.024557
1611, 0.024898
1612, 0.025233
1613, 0.025499
1614, 0.025696
1615, 0.025891
1616, 0.026075
1617, 0.026232
1618, 0.026408
1619, 0.026588
1620, 0.026785
1621, 0.026953
1622, 0.027112
1623, 0.027224
1624, 0.027303
1625, 0.027338
1626, 0.027403
1627, 0.027398
1628, 0.027388
1629, 0.027339
1630, 0.027258
1631, 0.027165
1632, 0.027072
1633, 0.026936
1634, 0.026766
1635, 0.026630
1636, 0.026464
1637, 0.026277
1638, 0.026109
1639, 0.025924
1640, 0.025759
1641, 0.025618
1642, 0.025464
1643, 0.025261
1644, 0.025031
1645, 0.024773
1646, 0.024490
1647, 0.024156
1648, 0.023827
1649, 0.023452
1650, 0.023028
1651, 0.022633
1652, 0.022189
1653, 0.021767
1654, 0.021334
1655, 0.020897
1656, 0.020496
1657, 0.020076
1658, 0.019602
1659, 0.019143
1660, 0.018709
1661, 0.018275
1662, 0.017855
1663, 0.017392
