time, local energy
24301, -2.676525
24302, -2.637652
24303, -2.699771
24304, -3.002261
24305, -2.835330
24307, -2.770199
24308, -2.559380
24309, -2.471374
24310, -2.440376
24311, -2.577223
24314, -2.605480
24315, -2.757940
24317, -2.620709
24319, -2.563581
24320, -2.722680
24321, -3.376691
24323, -3.220631
24324, -3.150568
24325, -2.848870
24327, -2.535254
24328, -2.360011
24329, -2.571855
24330, -2.854794
24331, -2.535419
24337, -2.764691
24338, -2.592224
24339, -2.450595
24340, -2.840280
24342, -2.874192
24344, -2.773043
24345, -3.024101
24346, -2.863187
24347, -2.833892
24348, -2.978267
24349, -3.474825
24350, -3.137305
24351, -3.137636
24354, -3.137842
24355, -3.275036
24357, -3.678289
24358, -2.954364
24361, -3.246602
24363, -3.239103
24364, -2.955541
24365, -3.372700
24368, -3.287655
24369, -3.410284
24370, -3.818898
24371, -3.763461
24372, -3.828589
24374, -3.255731
24375, -3.555404
24376, -3.880058
24377, -3.297506
24378, -3.240678
24380, -3.230723
24381, -2.689390
24382, -2.546145
24384, -2.485099
24385, -2.466661
24386, -3.052495
24387, -2.654630
24388, -2.322898
24389, -3.020630
24391, -2.508681
24397, -2.873657
24398, -2.722178
24399, -2.235385
24400, -2.072895
24403, -3.879855
24404, -3.854720
24405, -2.519539
24407, -2.287424
24408, -3.213405
24409, -2.352417
24411, -2.461569
24413, -2.294382
24414, -2.294016
24416, -2.246069
24417, -2.284048
24418, -2.779676
24419, -2.253551
24420, -2.182702
24421, -3.400479
24422, -2.234390
24423, -2.124250
24424, -3.380639
24425, -3.827715
24426, -3.261338
24427, -2.953534
24428, -3.277854
24429, -3.243640
24430, -3.779546
24431, -3.861336
24432, -3.728382
24433, -3.876630
24438, -3.281821
24439, -3.060089
24440, -3.108592
24441, -2.492300
24442, -3.062351
24444, -2.824619
24445, -2.729887
24446, -2.807574
24447, -3.211483
24448, -3.283983
24449, -3.127113
24450, -3.410180
24451, -3.169131
24452, -2.881923
24453, -3.043638
24454, -2.671732
24455, -2.811501
24456, -3.237118
24457, -3.556546
24459, -3.295461
24460, -2.802665
24461, -2.907731
24462, -3.184055
24463, -3.384653
24464, -2.874748
24465, -2.647829
24466, -2.761198
24467, -2.783207
24470, -2.719360
24471, -2.599333
24473, -2.500608
24474, -2.564898
24475, -2.758389
24477, -3.608971
24479, -3.209263
24480, -2.737148
24481, -2.601783
24483, -2.823239
24484, -2.895849
24485, -2.718104
24486, -2.688306
24487, -2.491710
24489, -2.399950
24491, -2.370162
24492, -2.491010
24493, -2.578382
24496, -2.625198
24497, -2.420041
24498, -2.604742
24500, -2.536918
24501, -2.450093
24504, -2.597956
24505, -2.683239
24506, -2.605754
24508, -2.901119
24509, -2.909229
24510, -2.833210
24511, -2.661447
24512, -2.662361
24513, -2.623838
24514, -2.498647
24515, -2.507741
24518, -2.575480
24519, -2.832709
24520, -3.044270
24522, -3.536664
24524, -3.182887
24525, -2.983217
24527, -2.612955
24528, -2.592379
24529, -2.609898
24530, -2.611335
24531, -2.615152
24532, -2.523041
24533, -2.486423
24535, -2.708439
24536, -2.508544
24540, -2.537490
24542, -2.458900
24544, -2.398057
24545, -2.319361
24547, -2.250041
24549, -2.287109
24550, -2.326335
24551, -2.661637
24552, -2.625662
24553, -2.706516
24554, -2.600881
24557, -3.271151
24558, -2.736783
24559, -2.634395
24560, -2.604512
24563, -3.081223
24566, -2.651794
24567, -2.377028
24568, -2.705028
24571, -2.968633
24572, -2.598250
24574, -2.944757
24575, -2.687601
24576, -3.336913
24577, -2.931853
24578, -3.004243
24579, -2.665533
24580, -2.590529
24581, -2.530838
24583, -2.511811
24588, -2.521299
24589, -2.513803
24593, -2.453820
24594, -2.414744
24595, -2.427690
24596, -2.566769
24597, -2.670796
24598, -2.824629
24600, -2.793261
24603, -2.669784
24605, -2.526172
24606, -2.424930
24607, -2.472775
24610, -2.373992
24611, -2.407311
24612, -2.405646
24613, -2.536023
24614, -2.850730
24615, -3.302435
24616, -3.119548
24617, -3.376023
24620, -3.184425
24621, -3.506515
24622, -3.524259
24623, -3.480322
24625, -3.297870
24626, -3.180321
24628, -3.011195
24629, -3.052376
24630, -2.920684
24631, -3.071623
24632, -3.040440
24633, -2.906005
24634, -2.802873
24635, -2.845444
24636, -2.757411
24637, -2.740121
24639, -2.651200
24640, -2.680118
24641, -2.699174
24642, -2.708875
24644, -2.798713
24647, -2.748954
24648, -2.755183
24649, -2.803174
24650, -2.754683
24651, -2.698625
24652, -2.694090
24653, -2.601209
24655, -2.593262
24656, -2.666658
24657, -2.580799
24658, -2.637291
24659, -2.648438
24660, -2.655969
24661, -2.767752
24662, -2.699423
24664, -2.689797
24665, -2.612392
24666, -2.576514
24668, -2.669864
24669, -2.635516
24670, -2.625696
24671, -2.581141
24672, -2.607743
24673, -2.539009
24675, -2.486509
24676, -2.502106
24677, -2.492140
24678, -2.458426
24680, -2.577752
24681, -2.557067
24682, -2.635691
24683, -2.733114
24685, -2.556103
24686, -2.688947
24687, -2.913059
24688, -3.183670
24689, -2.936393
24690, -2.753834
24691, -2.784331
24692, -2.584591
24695, -2.569091
24696, -2.566851
24697, -2.576935
24698, -2.606662
24699, -2.751415
24700, -2.689335
24702, -2.962763
24703, -3.188655
24705, -3.333146
24706, -3.437654
24707, -3.039261
24708, -3.487599
24709, -3.719912
24710, -3.442207
24711, -3.117607
24712, -3.554162
24713, -3.608958
24714, -2.716331
24715, -2.900390
24721, -3.511595
24722, -3.484137
24723, -3.879358
24725, -3.448449
24728, -3.241523
24729, -3.492898
24730, -3.885140
24731, -3.563778
24734, -3.640422
24737, -2.909564
24739, -3.649766
24740, -3.770790
24742, -3.535871
24743, -2.961152
24744, -3.048730
24745, -2.772916
24748, -2.703166
24750, -2.798595
24751, -2.813296
24752, -2.787221
24753, -2.886302
24754, -3.055373
24756, -3.166143
24759, -3.080113
24763, -2.989002
24765, -3.222255
24766, -3.045307
24768, -3.180165
24769, -3.445070
24771, -3.384601
24774, -3.214665
24778, -3.005627
24779, -2.863458
24780, -2.839558
24781, -2.706323
24782, -2.744503
24783, -2.719060
24784, -2.794193
24785, -2.789509
24786, -2.929026
24787, -2.848492
24789, -2.786747
24790, -2.752939
24791, -2.924927
24792, -2.793329
24794, -2.837561
24795, -2.883080
24796, -2.905109
24798, -2.963211
24799, -2.991102
24800, -2.912128
24801, -2.962785
24802, -2.854241
24803, -2.808859
24804, -2.684612
24805, -2.749843
24806, -2.826846
24808, -2.826184
24809, -2.648225
24812, -2.722920
24814, -2.783213
24815, -2.844135
24816, -2.891984
24820, -3.079541
24821, -3.313713
24823, -3.111264
24824, -3.367315
24825, -3.460534
24826, -3.479149
24827, -2.675813
24829, -2.688684
24831, -2.758917
24833, -2.676586
24834, -2.674148
24836, -2.882579
24837, -2.914801
24838, -2.897574
24839, -2.718669
24840, -2.629747
24841, -2.618843
24842, -2.546996
24843, -2.578738
24844, -2.594231
24845, -2.560267
24846, -2.569028
24848, -2.628567
24850, -2.680697
24851, -2.676182
24852, -2.618706
24853, -2.591882
24856, -2.639943
24857, -2.656513
24859, -2.697449
24860, -2.682969
24863, -2.702284
24864, -2.745997
24865, -2.752923
24866, -2.798951
24867, -2.786287
24870, -2.689133
24871, -2.720004
24873, -2.679373
24875, -2.626499
24877, -2.629174
24879, -2.664764
24880, -2.665366
24881, -2.672443
24882, -2.673630
24883, -2.652510
24884, -2.654240
24885, -2.649808
24888, -2.689308
24890, -2.680853
24891, -2.643480
24892, -2.667000
24894, -2.609653
24898, -2.677303
24899, -2.773333
24900, -2.902378
24902, -2.999014
24903, -2.942552
24904, -2.818618
24905, -2.917809
24908, -2.882972
24909, -2.858616
24910, -2.919374
24911, -2.834397
24912, -2.922165
24913, -2.819748
24914, -2.831718
24916, -2.734424
24917, -2.765671
24918, -2.791667
24919, -2.706521
24920, -2.755173
24921, -2.784218
24922, -2.708032
24923, -2.650907
24924, -2.543303
24925, -2.557320
24926, -2.601751
24928, -2.530899
24930, -2.585528
24931, -2.623472
24934, -2.617858
24935, -2.551446
24936, -2.546492
24938, -2.547345
24939, -2.491493
24940, -2.428647
24942, -2.401306
24944, -2.300939
24945, -2.266800
24947, -2.370859
24948, -2.294625
24949, -2.348477
24950, -2.398699
24951, -2.462778
24952, -2.430025
24953, -2.407437
24954, -2.482700
24955, -2.339853
24956, -2.435688
24957, -2.369363
24958, -2.304766
24959, -2.721946
24960, -2.678034
24961, -3.927428
24963, -3.023216
24965, -3.543445
24968, -3.741810
24969, -3.549365
24970, -3.581278
24971, -3.253724
24972, -3.054989
24973, -2.923974
24974, -3.733867
24975, -3.088111
24977, -3.001137
24978, -2.479432
24979, -2.918964
24981, -2.602580
24982, -2.385588
24983, -2.563096
24985, -2.484774
24986, -2.434951
24987, -2.600881
24988, -2.619172
24989, -2.589256
24991, -2.617102
24992, -2.759905
24993, -2.638054
24995, -2.593509
24996, -2.611931
24998, -2.685525
24999, -2.633661
25000, -2.578560
25001, -2.466094
25004, -2.437134
25006, -2.335541
25007, -2.411208
25010, -2.399801
25012, -2.350773
25013, -2.268006
25014, -2.382352
25015, -2.253741
25016, -2.926732
25017, -3.302888
25019, -3.760169
25020, -3.186969
25022, -3.559654
25024, -2.994447
25025, -3.029032
25026, -3.665845
25028, -3.802321
25029, -3.025305
25030, -2.683191
25031, -3.768540
25033, -3.252887
25034, -2.925883
25035, -2.931028
25038, -3.427587
25040, -2.765965
25041, -2.636618
25042, -2.591901
25043, -2.817389
25044, -2.740681
25046, -2.476147
25048, -2.688244
25049, -2.893677
25050, -2.538453
25052, -2.654216
25053, -2.427288
25054, -2.817320
25056, -2.927693
25057, -3.302174
25059, -3.752133
25060, -3.465955
25061, -3.359374
25063, -2.875305
25065, -3.254752
25066, -3.322127
25068, -3.040262
25069, -2.918659
25070, -2.761872
25071, -2.645959
25073, -2.368252
25074, -2.579944
25075, -2.586868
25076, -2.893757
25077, -2.537308
25078, -2.688352
25079, -2.707881
25080, -2.913791
25081, -2.602695
25082, -3.003079
25084, -2.835919
25085, -3.173827
25086, -3.122740
25089, -3.081464
25090, -3.115809
25092, -3.085353
25093, -3.100064
25094, -3.417530
25095, -3.397584
25096, -3.056736
25099, -3.265073
25100, -3.844807
25102, -2.687865
25103, -2.904707
25104, -2.605010
25107, -2.218846
25108, -2.336161
25109, -2.443977
25110, -2.523523
25112, -2.606510
25113, -2.579484
25114, -2.554985
25115, -2.612934
25116, -2.485164
25117, -2.480900
25118, -2.534310
25119, -3.101284
25120, -3.085596
25121, -2.641705
25122, -2.528742
25123, -2.613745
25125, -2.646745
25127, -2.697097
25128, -2.825156
25129, -2.812235
25130, -2.961469
25131, -3.074519
25132, -2.908406
25133, -2.709905
25134, -2.802285
25135, -2.717901
25137, -2.816601
25138, -2.883246
25139, -2.960021
25143, -2.984719
25145, -3.114295
25146, -2.954928
25147, -2.685524
25148, -2.812435
25150, -2.840958
25151, -2.834685
25152, -2.919393
25153, -2.850920
25154, -2.770292
25155, -2.970324
25158, -2.988907
25160, -3.416417
25161, -3.119253
25163, -3.130525
25164, -2.978441
25166, -3.308741
25169, -3.808874
25170, -3.669819
25172, -3.782683
25173, -3.299561
25174, -3.673582
25176, -3.512483
25177, -2.354299
25178, -2.692721
25180, -3.143934
25181, -3.573601
25182, -3.033762
25185, -3.074828
25186, -2.833626
25187, -2.922501
25188, -2.929553
25192, -3.138551
25193, -2.846894
25194, -2.826126
25195, -2.775423
25196, -2.711021
25197, -2.629387
25198, -2.593335
25199, -2.520793
25200, -2.457360
25201, -2.465479
25204, -2.522576
25205, -2.524907
25206, -2.476503
25207, -2.515380
25208, -2.649140
25209, -2.726115
25210, -2.765227
25212, -2.727013
25214, -2.749368
25215, -2.786761
25216, -2.797121
25218, -2.822021
25219, -2.787678
25220, -2.771099
25221, -2.812474
25222, -2.840611
25223, -2.819689
25225, -2.851516
25226, -2.919659
25228, -2.921334
25229, -2.905146
25232, -2.935577
25233, -2.943849
25234, -2.965442
25235, -2.925663
25237, -2.966485
25239, -2.927400
25240, -2.961670
25241, -2.949463
25242, -2.960804
25243, -2.937166
25246, -2.922159
25248, -2.908602
25249, -2.903575
25250, -2.899167
25251, -2.860707
25252, -2.844879
25253, -2.882771
25254, -2.888244
25256, -2.863990
25257, -2.862406
25258, -2.899526
25259, -2.915413
25260, -2.938479
25261, -2.916983
25263, -2.875904
25266, -2.893326
25267, -2.861928
25268, -2.822775
25269, -2.806892
25271, -2.758289
25272, -2.713016
25273, -2.767524
25274, -2.795638
25276, -2.789529
25279, -2.776737
25280, -2.757541
25281, -2.726700
25283, -2.801432
25284, -2.791981
25285, -2.792120
25287, -2.799430
25288, -2.865521
25289, -3.118217
25290, -3.451039
25291, -3.743855
25292, -3.333760
25293, -3.569304
25294, -3.314207
25295, -3.418903
25296, -3.498056
25297, -3.492331
25298, -3.391715
25300, -3.714571
25301, -3.597361
25303, -3.786582
25305, -3.659653
25306, -3.469110
25307, -3.674599
25310, -3.819799
25311, -3.772045
25312, -3.800645
25314, -3.067166
25316, -2.900307
25318, -2.481728
25319, -2.657743
25321, -2.821714
25322, -2.495967
25323, -2.609333
25324, -2.750134
25325, -2.698471
25327, -2.704156
25328, -2.746915
25330, -2.471268
25333, -2.474758
25335, -2.455460
25337, -2.357301
25339, -2.773968
25340, -2.745055
25348, -2.931395
25349, -2.516298
25351, -2.577316
25352, -2.350888
25353, -2.624348
25355, -2.394005
25357, -2.611937
25358, -2.754921
25359, -2.816375
25361, -2.843021
25362, -3.208715
25364, -3.099874
25366, -2.857918
25368, -2.585783
25369, -2.544096
25373, -2.482410
25374, -2.648733
25376, -2.523188
25377, -2.516353
25379, -2.407259
25380, -2.622128
25381, -2.781606
25382, -2.897002
25383, -2.993984
25384, -2.921486
25385, -3.009121
25387, -2.871399
25388, -3.010875
25392, -2.763743
25395, -2.656776
25396, -2.477453
25398, -2.492261
25399, -2.610091
25400, -2.661025
25402, -2.886813
25403, -2.848694
25404, -2.844604
25405, -2.742317
25406, -2.884160
25409, -2.789464
25410, -2.667934
25411, -2.618339
25412, -2.645630
25414, -2.615924
25415, -2.749035
25416, -2.822151
25418, -2.936447
25419, -2.787554
25423, -2.540037
25424, -2.400115
25426, -2.222211
25427, -2.802575
25429, -2.682474
25430, -2.421486
25432, -2.742042
25433, -2.723896
25436, -2.915231
25437, -2.930677
25438, -2.948383
25439, -2.968144
25440, -2.922136
25441, -2.888712
25442, -2.954668
25443, -3.047628
25444, -3.227181
25445, -2.997468
25446, -2.957194
25449, -2.729626
25450, -2.813668
25452, -2.712002
25453, -2.722923
25455, -2.435551
25456, -2.626332
25458, -3.678282
25460, -3.769450
25462, -3.552419
25463, -3.312427
25467, -3.245301
25468, -3.107706
25469, -2.965942
25470, -2.909564
25471, -2.769780
25472, -2.770022
25473, -2.759484
25474, -2.712000
25475, -2.759541
25476, -2.748019
25477, -2.636930
25480, -2.606753
25481, -2.644778
25482, -2.637062
25483, -2.652150
25485, -2.687282
25486, -2.692674
25487, -2.703389
25488, -2.695253
25489, -2.698306
25490, -2.648270
25491, -2.661191
25494, -2.679242
25495, -2.688486
25497, -2.759430
25499, -2.782070
25500, -2.795565
25501, -2.768278
25502, -2.809468
25503, -2.881619
25504, -2.933205
25505, -2.921899
25506, -2.957486
25507, -2.880191
25508, -2.856249
25510, -2.880452
25511, -2.990732
25512, -3.023154
25513, -3.099096
25514, -3.201237
25515, -3.125164
25516, -3.134485
25517, -3.072008
25518, -3.030020
25519, -3.084389
25520, -3.079634
25522, -3.126377
25524, -3.134747
25526, -3.146179
25528, -3.082981
25529, -3.068346
25531, -3.126588
25532, -3.143850
25533, -3.220909
25534, -3.091922
25535, -3.060043
25536, -3.037061
25537, -3.006639
25540, -2.978620
25543, -3.042939
25544, -3.117661
25545, -3.073379
25547, -3.151489
25548, -3.207983
25549, -3.110621
25550, -3.052589
25551, -3.153844
25552, -3.132150
25553, -3.132555
25554, -3.109782
25556, -3.059450
25557, -3.079025
25559, -3.110415
25560, -3.150613
25562, -3.115846
25563, -3.170398
25564, -3.182006
25565, -3.256579
25566, -3.240179
25567, -3.247157
25568, -3.175342
25571, -3.186002
25572, -3.269670
25574, -3.185278
25577, -3.094298
25578, -3.083327
25579, -3.102772
25580, -3.195486
25581, -3.238225
25582, -3.275503
25583, -3.178330
25585, -3.155067
25586, -3.211127
25587, -3.080895
25588, -3.071750
25589, -3.159839
25591, -3.433614
25592, -3.448532
25593, -3.755672
25594, -3.758796
25596, -3.877284
25597, -3.651302
25598, -3.674886
25603, -3.381971
25604, -3.549828
25605, -3.414799
25606, -3.359655
25607, -2.992966
25608, -2.929657
25609, -2.855023
25612, -2.934183
25613, -3.032323
25614, -2.891163
25615, -2.782121
25616, -2.817031
25617, -2.756081
25618, -2.857320
25621, -2.809226
25622, -2.844971
25623, -2.844129
25625, -2.759137
25627, -2.800988
25629, -2.813911
25630, -2.825182
25631, -2.631570
25632, -2.547859
25633, -2.874963
25634, -2.773970
25635, -2.643479
25637, -2.556235
25640, -3.871361
25642, -3.579267
25643, -3.030620
25644, -2.781591
25648, -2.907263
25649, -2.752721
25651, -2.688024
25652, -2.578524
25653, -2.478337
25655, -2.381618
25656, -2.461437
25657, -2.532495
25658, -2.512050
25660, -2.509629
25662, -2.479280
25663, -2.730869
25664, -2.546431
25665, -2.627194
25666, -2.474995
25668, -2.425343
25669, -2.318935
25670, -2.331529
25672, -2.627412
25673, -2.607602
25674, -2.450404
25675, -3.417803
25678, -3.260592
25679, -2.814307
25680, -2.876497
25681, -3.917683
25684, -3.085047
25685, -3.305495
25687, -3.093830
25689, -3.087697
25690, -2.818026
25691, -2.541092
25692, -3.380573
25693, -2.596896
25696, -2.440745
25697, -2.347454
25698, -2.474210
25699, -3.573577
25700, -2.357665
25704, -2.348463
25705, -2.401170
25706, -2.488600
25707, -2.789192
25708, -2.836512
25710, -2.619377
25711, -2.729203
25712, -2.503004
25714, -2.952939
25716, -3.404268
25717, -3.643080
25718, -3.857340
25719, -3.427900
25720, -3.733596
25721, -2.844545
25722, -2.756008
25723, -2.940904
25724, -2.824754
25726, -2.384220
25727, -2.502918
25728, -2.624795
25729, -2.949973
25730, -3.053806
25733, -2.967414
25735, -2.785252
25736, -2.670170
25737, -2.757878
25738, -2.597798
25739, -2.680389
25740, -2.736663
25742, -2.479665
25743, -2.551411
25745, -2.425567
25746, -2.430354
25747, -2.408392
25748, -2.454640
25749, -2.435699
25753, -2.370732
25754, -2.433022
25758, -2.473266
25759, -2.565518
25761, -2.598003
25762, -2.658569
25764, -2.720579
25765, -2.680318
25766, -2.674274
25767, -2.678380
25768, -2.667872
25769, -2.690595
25772, -2.681223
25773, -2.656294
25774, -2.645621
25775, -2.654283
25776, -2.665286
25777, -2.692456
25778, -2.685180
25780, -2.736881
25781, -2.728066
25782, -2.674489
25783, -2.670893
25785, -2.695062
25786, -2.675197
25787, -2.683643
25788, -2.633108
25789, -2.687662
25790, -2.671236
25791, -2.558365
25797, -2.564642
25798, -2.656334
25799, -2.593992
25801, -2.556517
25803, -2.734316
25805, -2.542380
25806, -2.515971
25807, -2.599140
25808, -2.328732
25810, -2.320436
25811, -2.359748
25813, -2.510995
25815, -2.462477
25816, -2.469183
25817, -2.494714
25818, -2.490077
25819, -2.545439
25820, -2.573062
25821, -2.502952
25823, -2.603371
25824, -2.530858
25825, -2.576059
25826, -2.498274
25827, -2.580370
25828, -2.608965
25829, -2.590989
25830, -2.497595
25831, -2.489544
25833, -2.540593
25834, -2.567876
25835, -2.502359
25836, -2.575196
25837, -2.568803
25838, -2.586064
25839, -2.621616
25840, -2.668969
25841, -2.548435
25843, -2.618582
25844, -2.549717
25845, -2.561762
25846, -2.625117
25847, -2.588811
25848, -2.627570
25849, -2.749626
25853, -2.620820
25854, -2.654527
25855, -2.583918
25856, -2.774435
25857, -2.455652
25859, -2.910433
25860, -3.430711
25861, -3.592893
25862, -3.499637
25863, -2.900678
25865, -2.990605
25866, -2.709382
25867, -2.801696
25868, -2.765121
25869, -2.825867
25871, -3.002272
25872, -3.366870
25873, -3.102558
25874, -2.785383
25875, -2.768798
25877, -2.861644
25878, -2.728197
25879, -2.651883
25880, -2.747817
25881, -2.630790
25882, -2.764046
25883, -2.532926
25885, -2.382988
25887, -2.491393
25888, -2.587540
25889, -2.574090
25891, -2.557494
25892, -2.587723
25894, -2.534287
25895, -2.519321
25896, -2.561938
25898, -2.486967
25899, -2.600162
25901, -2.708606
25903, -2.760363
25904, -2.643145
25905, -2.781980
25907, -3.082871
25908, -3.268953
25910, -3.188406
25913, -3.280702
25915, -2.951735
25916, -2.800403
25917, -2.767588
25919, -2.783366
25920, -2.737091
25921, -2.572121
25923, -2.568083
25924, -2.509389
25925, -2.449377
25926, -2.466476
25927, -2.500765
25928, -2.520987
25930, -2.560293
25933, -2.478394
25934, -2.557514
25935, -2.743111
25937, -2.709555
25938, -2.516149
25939, -2.477639
25940, -2.414615
25941, -2.625200
25943, -2.451709
25945, -2.616625
25948, -2.835062
25949, -2.271974
25951, -2.355405
25952, -2.357657
25953, -2.510360
25956, -2.561106
25957, -2.663810
25961, -2.437226
25962, -2.490281
25964, -2.347923
25965, -2.430794
25967, -2.891394
25969, -2.625263
25970, -2.791135
25971, -2.458133
25972, -2.652097
25973, -2.750596
25975, -2.443405
25978, -2.327923
25980, -2.612052
25982, -2.443982
25983, -2.429177
25984, -2.401263
25985, -2.430862
25986, -2.456957
25987, -2.471925
25988, -2.376828
25990, -2.352174
25991, -2.349435
25992, -2.432617
25994, -2.983954
25995, -3.868127
25996, -3.707974
25997, -3.504578
25998, -3.791278
25999, -3.554074
26000, -3.227869
26002, -2.571108
26005, -2.513515
26006, -2.696167
26008, -2.826903
26009, -3.127307
26010, -2.979163
26011, -2.705557
26014, -2.813528
26015, -2.712734
26017, -2.884139
26018, -3.173643
26019, -3.162903
26020, -3.148224
26021, -3.277045
26023, -3.259507
26024, -3.503516
26027, -3.422298
26028, -3.184740
26029, -3.150454
26030, -3.332844
26032, -3.646466
26035, -3.852791
26039, -3.706546
26040, -2.956478
26041, -3.041674
26042, -3.089709
26043, -2.888434
26045, -3.036205
26046, -2.823764
26048, -2.690731
26049, -2.840721
26050, -2.742356
26051, -2.679390
26052, -2.790353
26053, -2.887693
26055, -3.123932
26056, -2.786749
26057, -2.832364
26059, -2.780398
26060, -2.745846
26061, -2.672263
26063, -2.785089
26064, -3.167091
26065, -2.444108
26066, -2.617274
26069, -2.901893
26072, -2.959982
26073, -2.417150
26076, -2.601112
26077, -2.959866
26078, -2.639599
26080, -2.757427
26081, -2.670437
26082, -2.868400
26085, -2.757688
26086, -2.733873
26087, -2.573178
26088, -2.667336
26089, -2.554889
26090, -2.587136
26091, -2.946619
26093, -3.092399
26095, -3.716794
26097, -3.048166
26098, -3.193355
26099, -3.341972
26101, -3.689964
26102, -3.683931
26103, -3.741858
26104, -3.535280
26105, -2.700102
26106, -3.145075
26107, -3.902490
26108, -3.805983
26109, -3.222059
26110, -2.842592
26111, -3.349434
26112, -2.750139
26113, -2.473753
26114, -2.503894
26115, -2.536058
26116, -2.469805
26117, -2.560768
26119, -2.625686
26122, -2.531407
26123, -2.613186
26124, -2.588994
26125, -2.556842
26126, -2.590090
26127, -2.585759
26128, -2.637307
26129, -2.561904
26132, -2.526622
26133, -2.485117
26134, -2.627883
26136, -2.840369
26138, -2.808620
26139, -3.069844
26140, -3.148509
26141, -3.082127
26143, -3.214083
26144, -2.944520
26145, -2.947052
26146, -2.887799
26147, -2.886487
26148, -2.745601
26149, -2.623440
26150, -2.596820
26151, -2.633296
26152, -2.517383
26153, -2.498715
26154, -2.660762
26155, -2.571464
26156, -2.536294
26157, -2.523030
26158, -2.573395
26159, -2.593147
26160, -2.587700
26161, -2.542833
26162, -2.516596
26164, -2.663413
26165, -2.668067
26166, -2.652838
26167, -2.657417
26168, -2.596002
26170, -2.656761
26171, -2.540111
26172, -2.808109
26173, -2.516483
26174, -2.529677
26175, -2.643103
26177, -2.938967
26178, -2.671537
26180, -2.767890
26181, -2.502280
26184, -2.434502
26185, -2.528960
26187, -2.372573
26190, -2.488984
26192, -2.498453
26194, -2.383086
26201, -2.792639
26202, -2.909024
26203, -3.478524
26204, -3.871948
26205, -3.494435
26206, -3.573610
26207, -3.621427
26208, -3.030257
26210, -2.955252
26211, -2.874305
26213, -2.801340
26214, -2.693844
26215, -2.659081
26216, -2.794418
26217, -3.138268
26218, -3.002422
26219, -2.809027
26220, -2.889770
26224, -3.426823
26227, -3.724618
26228, -3.476766
26229, -3.512638
26230, -3.322961
26233, -3.570668
26234, -2.777672
26238, -3.563040
26239, -2.790107
26241, -2.460943
26243, -2.334928
26245, -2.525275
26250, -2.899856
26251, -2.884040
26252, -2.547799
26253, -2.450544
26254, -2.509086
26255, -2.336335
26256, -2.343869
26257, -2.341751
26258, -2.314726
26259, -2.254216
26260, -2.238600
26265, -3.068158
26266, -2.463924
26267, -2.751926
26268, -3.234600
26269, -2.689794
26272, -2.681532
26274, -2.544115
26275, -3.681905
26276, -2.209053
26279, -2.428515
26283, -2.179672
26285, -2.786084
26287, -3.068111
26288, -3.682837
26290, -3.534180
26292, -3.519083
26295, -3.355642
26296, -3.147782
26299, -3.446244
26300, -2.884788
26302, -2.793138
26303, -2.516246
26304, -2.743283
26307, -2.606770
26308, -2.585400
26312, -2.669292
26315, -2.593360
26316, -2.642247
26317, -2.871350
26318, -3.235755
26319, -2.894070
26320, -2.848187
26322, -2.738475
26324, -2.529617
26325, -2.551144
26326, -2.404520
26327, -2.298002
26329, -2.338480
26330, -2.226255
26331, -2.370972
26332, -2.342822
26333, -2.233150
26335, -3.039671
26338, -2.289496
26340, -2.207042
26342, -2.538671
26343, -2.640077
26344, -2.593771
26345, -2.732625
26346, -2.671100
26348, -2.981871
26349, -2.495223
26350, -2.514819
26351, -2.621234
26354, -2.569259
26355, -2.577471
26356, -2.664868
26357, -2.433076
26358, -2.499845
26359, -2.938898
26360, -2.859203
26362, -3.262532
26363, -3.207720
26364, -3.842264
26365, -3.558013
26367, -3.423283
26368, -2.402413
26369, -2.518532
26370, -2.549059
26372, -2.374417
26373, -2.435947
26374, -2.439468
26375, -2.602183
26378, -2.720593
26379, -2.961102
26380, -2.962655
26381, -2.869822
26382, -3.194398
26383, -3.756927
26387, -3.226594
26389, -2.929836
26390, -2.354482
26392, -2.438167
26393, -2.370572
26394, -2.517394
26395, -2.533045
26396, -2.510053
26397, -2.518876
26400, -2.457944
26402, -2.715046
26404, -2.813938
26405, -2.958954
26406, -3.139579
26407, -3.356499
26409, -3.209957
26410, -3.199133
26412, -3.141979
26414, -3.004247
26415, -2.973610
26416, -2.879116
26418, -2.912926
26419, -2.879891
26422, -2.753608
26424, -2.804671
26425, -2.751625
26427, -2.732506
26429, -2.886216
26430, -2.870746
26431, -2.852763
26432, -2.744728
26434, -2.856444
26435, -3.079826
26437, -3.001166
26439, -3.177794
26440, -3.482315
26441, -2.979325
26444, -3.026845
26445, -3.048829
26446, -3.126414
26447, -3.046879
26448, -3.171300
26449, -2.532815
26450, -2.552782
26452, -2.615677
26454, -2.324675
26455, -2.349221
26456, -2.493531
26457, -2.420573
26459, -2.499477
26460, -2.630226
26461, -2.712599
26462, -2.687207
26463, -2.674682
26464, -2.734415
26465, -2.824438
26466, -2.818730
26468, -2.782652
26470, -2.805744
26472, -2.725634
26473, -2.683428
26475, -2.670264
26476, -2.661511
26479, -2.668301
26480, -2.682277
26482, -2.613943
26483, -2.551103
26486, -2.510500
26490, -2.540455
26491, -2.506708
26492, -2.441067
26493, -2.471225
26494, -2.523481
26496, -2.511274
26497, -2.820057
26498, -2.779248
26499, -2.629189
26500, -2.784039
26505, -2.846100
26506, -2.954550
26507, -2.944587
