time (ms), position (nm), velocity (mm/s), acceleration (Å/ps^2)
56.225000,3.619564,-0.384547,-0.000000
56.230000,0.829599,-0.720040,-0.000000
56.235000,-1.811445,-0.343597,0.000000
56.240000,-3.259137,-0.236978,0.000000
56.245000,-4.941393,-0.429567,0.000000
56.250000,-6.115307,-0.048963,0.000000
56.255000,-6.483796,-0.097149,0.000000
56.260000,-7.135764,-0.161689,0.000000
56.265000,-7.507329,0.008668,0.000000
56.270000,-6.974844,0.198574,0.000000
56.275000,-5.586633,0.351155,0.000000
56.280000,-4.339904,0.151262,0.000000
56.285000,-4.265294,-0.114842,0.000000
56.290000,-4.555536,-0.004050,0.000000
56.295000,-5.722276,-0.450292,0.000000
56.300000,-7.351481,-0.206448,0.000000
56.305000,-8.871732,-0.395730,0.000000
56.310000,-10.988661,-0.448168,0.000000
56.315000,-13.278259,-0.465643,0.000000
56.320000,-15.855877,-0.561209,0.000000
56.325000,-17.897513,-0.262043,0.000000
56.330000,-18.278631,0.099750,0.000000
56.335000,-17.820891,0.082474,0.000000
56.340000,-17.535008,0.032043,0.000000
56.345000,-17.882899,-0.166616,0.000000
56.350000,-18.625298,-0.131438,0.000000
56.355000,-19.762495,-0.318480,0.000000
56.360000,-21.987028,-0.563919,0.000000
56.365000,-24.692302,-0.517950,0.000000
56.370000,-27.633097,-0.653368,0.000000
56.375000,-31.105330,-0.731650,0.000000
56.380000,-35.253044,-0.920264,0.000000
56.385000,-40.551677,-1.189090,0.000000
56.390000,-46.490424,-1.183059,0.000000
56.395000,-50.269820,-0.348972,0.000000
56.400000,-51.430624,-0.122568,0.000000
56.405000,-51.609501,0.044367,0.000000
56.410000,-50.659543,0.324985,0.000000
56.415000,-49.950501,-0.035218,0.000000
56.420000,-49.316215,0.277839,0.000000
56.425000,-47.507567,0.437426,0.000000
56.430000,-45.776871,0.255616,0.000000
56.435000,-45.344109,-0.076589,0.000000
56.440000,-45.992574,-0.181706,0.000000
56.445000,-46.548917,-0.046060,0.000000
56.450000,-47.101572,-0.173483,0.000000
56.455000,-47.386445,0.051693,0.000000
56.460000,-47.974715,-0.280221,0.000000
56.465000,-49.600913,-0.368818,0.000000
56.470000,-51.148027,-0.253982,0.000000
56.475000,-51.421312,0.132463,0.000000
56.480000,-50.449605,0.249785,0.000000
56.485000,-48.399201,0.558072,0.000000
56.490000,-44.994712,0.792180,0.000000
56.495000,-40.682058,0.923318,0.000000
56.500000,-35.358270,1.192356,0.000000
56.505000,-30.428909,0.783636,0.000000
56.510000,-26.334736,0.847126,0.000000
56.515000,-22.553464,0.665287,0.000000
56.520000,-19.032840,0.736765,0.000000
56.525000,-16.545666,0.266981,0.000000
56.530000,-15.221078,0.260976,0.000000
56.535000,-13.915863,0.259205,0.000000
56.540000,-11.272282,0.781642,0.000000
56.545000,-7.293355,0.805097,0.000000
56.550000,-3.468748,0.722972,0.000000
56.555000,-1.266598,0.169934,0.000000
56.560000,-0.136626,0.278160,0.000000
56.565000,2.805681,0.880516,-0.000000
56.570000,6.180545,0.476849,-0.000000
56.575000,8.817714,0.573396,-0.000000
56.580000,12.137768,0.747502,-0.000000
56.585000,15.419994,0.567584,-0.000000
56.590000,16.946911,0.055715,-0.000000
56.595000,17.365198,0.110627,-0.000000
56.600000,18.678888,0.406851,-0.000000
56.605000,19.647821,-0.008556,-0.000000
56.610000,19.466407,-0.061517,-0.000000
56.615000,18.825481,-0.189999,-0.000000
56.620000,16.454897,-0.740928,-0.000000
56.625000,12.257117,-0.928663,-0.000000
56.630000,8.400086,-0.617991,-0.000000
56.635000,5.532763,-0.528192,-0.000000
56.640000,3.327290,-0.356123,-0.000000
56.645000,1.734373,-0.281336,-0.000000
56.650000,0.646030,-0.156137,-0.000000
56.655000,-0.986512,-0.486819,0.000000
56.660000,-2.868440,-0.269852,0.000000
56.665000,-2.948401,0.225049,0.000000
56.670000,-2.114477,0.110556,0.000000
56.675000,-1.870687,-0.010256,0.000000
56.680000,-1.865265,0.011761,0.000000
56.685000,-2.044519,-0.080998,0.000000
56.690000,-2.261928,-0.007752,0.000000
56.695000,-1.768352,0.199281,0.000000
56.700000,-0.603407,0.263870,0.000000
56.705000,0.934602,0.347722,-0.000000
56.710000,3.187518,0.546291,-0.000000
56.715000,6.475217,0.760390,-0.000000
56.720000,9.678075,0.524197,-0.000000
56.725000,11.831331,0.340327,-0.000000
56.730000,13.195133,0.207923,-0.000000
56.735000,14.057731,0.138746,-0.000000
56.740000,14.807269,0.160503,-0.000000
56.745000,16.456935,0.490071,-0.000000
56.750000,18.798897,0.446478,-0.000000
56.755000,20.999224,0.432889,-0.000000
56.760000,22.471484,0.162645,-0.000000
56.765000,23.940829,0.418248,-0.000000
56.770000,26.608888,0.641917,-0.000000
56.775000,29.630424,0.567133,-0.000000
56.780000,32.206314,0.464924,-0.000000
56.785000,34.382014,0.406427,-0.000000
56.790000,35.923857,0.215486,-0.000000
56.795000,35.253907,-0.463593,-0.000000
56.800000,32.881073,-0.481172,-0.000000
56.805000,30.241815,-0.568242,-0.000000
56.810000,27.633168,-0.473763,-0.000000
56.815000,25.940476,-0.207265,-0.000000
56.820000,24.776399,-0.254797,-0.000000
56.825000,22.938280,-0.471945,-0.000000
56.830000,20.587845,-0.465112,-0.000000
56.835000,18.584448,-0.336698,-0.000000
56.840000,16.849823,-0.354189,-0.000000
56.845000,15.183103,-0.311242,-0.000000
56.850000,13.800101,-0.241730,-0.000000
56.855000,12.930379,-0.108124,-0.000000
56.860000,12.733596,0.026749,-0.000000
56.865000,13.532346,0.285956,-0.000000
56.870000,14.894612,0.259047,-0.000000
56.875000,16.832277,0.508528,-0.000000
56.880000,19.243255,0.455816,-0.000000
56.885000,21.002034,0.252256,-0.000000
56.890000,22.507231,0.347016,-0.000000
56.895000,24.514746,0.452516,-0.000000
56.900000,27.375509,0.684370,-0.000000
56.905000,31.033766,0.774567,-0.000000
56.910000,36.082040,1.229863,-0.000000
56.915000,41.124174,0.795293,-0.000000
56.920000,43.464129,0.156985,-0.000000
56.925000,43.428587,-0.160854,-0.000000
56.930000,43.202420,0.066852,-0.000000
56.935000,43.661546,0.117190,-0.000000
56.940000,43.289941,-0.253795,-0.000000
56.945000,42.258010,-0.158367,-0.000000
56.950000,40.532289,-0.518969,-0.000000
56.955000,36.770951,-0.968526,-0.000000
56.960000,31.509616,-1.125310,-0.000000
56.965000,25.782848,-1.157730,-0.000000
56.970000,19.199716,-1.460381,-0.000000
56.975000,11.747757,-1.511268,-0.000000
56.980000,4.389199,-1.426954,-0.000000
56.985000,-2.145097,-1.186703,0.000000
56.990000,-7.313419,-0.883761,0.000000
56.995000,-11.329566,-0.723474,0.000000
57.000000,-14.960064,-0.725862,0.000000
57.005000,-18.966685,-0.870099,0.000000
57.010000,-23.021835,-0.752180,0.000000
57.015000,-27.110880,-0.877555,0.000000
57.020000,-31.044825,-0.698332,0.000000
57.025000,-33.178437,-0.168316,0.000000
57.030000,-33.412496,0.067217,0.000000
57.035000,-32.420484,0.320511,0.000000
57.040000,-30.717489,0.356599,0.000000
57.045000,-28.847628,0.387325,0.000000
57.050000,-26.959660,0.365276,0.000000
57.055000,-25.502276,0.218788,0.000000
57.060000,-24.069463,0.348426,0.000000
57.065000,-22.840589,0.146027,0.000000
57.070000,-22.750838,-0.104862,0.000000
57.075000,-23.561155,-0.216745,0.000000
57.080000,-24.174745,-0.033985,0.000000
57.085000,-24.812968,-0.217176,0.000000
57.090000,-26.121477,-0.303994,0.000000
57.095000,-28.669841,-0.703967,0.000000
57.100000,-32.012362,-0.633178,0.000000
57.105000,-35.310253,-0.683207,0.000000
57.110000,-36.965901,0.003068,0.000000
57.115000,-36.856201,0.038004,0.000000
57.120000,-36.405986,0.137306,0.000000
57.125000,-35.319751,0.290459,0.000000
57.130000,-33.512210,0.425677,0.000000
57.135000,-30.641566,0.710940,0.000000
57.140000,-27.223438,0.653144,0.000000
57.145000,-23.580861,0.795522,0.000000
57.150000,-19.401965,0.869126,0.000000
57.155000,-15.690630,0.617513,0.000000
57.160000,-12.369835,0.704722,0.000000
57.165000,-9.827117,0.319341,0.000000
57.170000,-8.225658,0.319284,0.000000
57.175000,-7.235807,0.081468,0.000000
57.180000,-5.981715,0.410186,0.000000
57.185000,-3.842905,0.442243,0.000000
57.190000,-1.540202,0.475661,0.000000
57.195000,-0.262173,0.045381,0.000000
57.200000,-0.133070,0.007114,0.000000
57.205000,0.150769,0.103665,-0.000000
57.210000,0.265594,-0.053777,-0.000000
57.215000,-0.226682,-0.140433,0.000000
57.220000,-0.446909,0.047687,0.000000
57.225000,-0.564469,-0.091050,0.000000
57.230000,-0.448747,0.131470,0.000000
57.235000,0.683134,0.315473,-0.000000
57.240000,1.776695,0.125860,-0.000000
57.245000,1.793104,-0.113068,-0.000000
57.250000,1.125518,-0.152252,-0.000000
57.255000,0.352075,-0.156252,-0.000000
57.260000,-0.465940,-0.169831,0.000000
57.265000,-0.689771,0.074195,0.000000
57.270000,0.533239,0.405313,-0.000000
57.275000,2.077195,0.215753,-0.000000
57.280000,2.594624,-0.003508,-0.000000
57.285000,2.398615,-0.072802,-0.000000
57.290000,2.529040,0.120001,-0.000000
57.295000,3.276121,0.176801,-0.000000
57.300000,4.901663,0.464657,-0.000000
57.305000,7.132472,0.426820,-0.000000
57.310000,9.021166,0.329762,-0.000000
57.315000,10.056223,0.089925,-0.000000
57.320000,8.775855,-0.583056,-0.000000
57.325000,6.105471,-0.484735,-0.000000
57.330000,3.082662,-0.715355,-0.000000
57.335000,0.047896,-0.501117,-0.000000
57.340000,-2.744231,-0.610337,0.000000
57.345000,-5.627866,-0.542339,0.000000
57.350000,-7.013404,-0.024221,0.000000
57.355000,-6.939642,0.051367,0.000000
57.360000,-6.154315,0.256415,0.000000
57.365000,-3.882865,0.639884,0.000000
57.370000,-0.801012,0.591077,0.000000
57.375000,1.630013,0.384374,-0.000000
57.380000,3.755150,0.461802,-0.000000
57.385000,6.202469,0.513711,-0.000000
57.390000,9.155941,0.661445,-0.000000
57.395000,11.776402,0.391715,-0.000000
57.400000,13.362366,0.245547,-0.000000
57.405000,13.890787,-0.026991,-0.000000
57.410000,13.784076,-0.015219,-0.000000
57.415000,13.606668,-0.053909,-0.000000
57.420000,13.409636,-0.024806,-0.000000
57.425000,13.143277,-0.079428,-0.000000
57.430000,13.349754,0.156394,-0.000000
57.435000,14.245324,0.200522,-0.000000
57.440000,14.251747,-0.187270,-0.000000
57.445000,13.210606,-0.226516,-0.000000
57.450000,11.661291,-0.386997,-0.000000
57.455000,10.632550,-0.032123,-0.000000
57.460000,11.620310,0.415305,-0.000000
57.465000,13.127980,0.192674,-0.000000
57.470000,14.062710,0.181289,-0.000000
57.475000,15.030840,0.205141,-0.000000
57.480000,15.229031,-0.117012,-0.000000
57.485000,14.856751,-0.032977,-0.000000
57.490000,14.595535,-0.069599,-0.000000
57.495000,14.568218,0.056170,-0.000000
57.500000,14.577806,-0.048924,-0.000000
57.505000,14.712863,0.099704,-0.000000
57.510000,15.533937,0.225446,-0.000000
57.515000,15.905043,-0.069000,-0.000000
57.520000,16.278481,0.211578,-0.000000
57.525000,17.918532,0.437891,-0.000000
57.530000,19.200154,0.083579,-0.000000
57.535000,19.972348,0.221958,-0.000000
57.540000,22.075694,0.608454,-0.000000
57.545000,24.958032,0.544544,-0.000000
57.550000,27.237768,0.370938,-0.000000
57.555000,29.573875,0.557861,-0.000000
57.560000,31.975770,0.406035,-0.000000
57.565000,33.340762,0.146939,-0.000000
57.570000,33.946011,0.097504,-0.000000
57.575000,34.574546,0.153544,-0.000000
57.580000,35.558356,0.238570,-0.000000
57.585000,37.708345,0.611566,-0.000000
57.590000,40.114835,0.357204,-0.000000
57.595000,41.418558,0.169869,-0.000000
57.600000,42.250307,0.164232,-0.000000
57.605000,43.279054,0.246268,-0.000000
57.610000,44.664653,0.307236,-0.000000
57.615000,46.087381,0.263842,-0.000000
57.620000,47.586835,0.334974,-0.000000
57.625000,48.363095,-0.013873,-0.000000
57.630000,48.364906,0.016185,-0.000000
57.635000,47.740624,-0.255945,-0.000000
57.640000,45.951772,-0.450594,-0.000000
57.645000,44.110873,-0.286058,-0.000000
57.650000,42.605359,-0.311934,-0.000000
57.655000,40.843557,-0.387139,-0.000000
57.660000,37.933885,-0.762376,-0.000000
57.665000,33.605502,-0.958081,-0.000000
57.670000,28.446172,-1.095695,-0.000000
57.675000,22.430263,-1.298493,-0.000000
57.680000,15.346153,-1.521756,-0.000000
57.685000,7.833039,-1.476952,-0.000000
57.690000,0.768563,-1.345320,-0.000000
57.695000,-5.378829,-1.113883,0.000000
57.700000,-10.714869,-1.018328,0.000000
57.705000,-15.381652,-0.848961,0.000000
57.710000,-18.992329,-0.599161,0.000000
57.715000,-21.661911,-0.470450,0.000000
57.720000,-24.519905,-0.666124,0.000000
57.725000,-28.370306,-0.866513,0.000000
57.730000,-32.568077,-0.811520,0.000000
57.735000,-36.051793,-0.586146,0.000000
57.740000,-38.412244,-0.363356,0.000000
57.745000,-39.537982,-0.094699,0.000000
57.750000,-39.746951,0.006758,0.000000
57.755000,-39.902660,-0.068891,0.000000
57.760000,-39.689274,0.146546,0.000000
57.765000,-38.847479,0.186427,0.000000
57.770000,-37.784417,0.234673,0.000000
57.775000,-37.221066,-0.005511,0.000000
57.780000,-35.798520,0.556904,0.000000
57.785000,-32.906264,0.594605,0.000000
57.790000,-29.758130,0.658485,0.000000
57.795000,-25.370458,1.080209,0.000000
57.800000,-21.143597,0.617317,0.000000
57.805000,-17.512574,0.825343,0.000000
57.810000,-13.901379,0.620228,0.000000
57.815000,-10.711575,0.651267,0.000000
57.820000,-7.858240,0.491036,0.000000
57.825000,-5.316706,0.522046,0.000000
57.830000,-2.277398,0.686375,0.000000
57.835000,1.545697,0.835380,-0.000000
57.840000,5.548094,0.763801,-0.000000
57.845000,9.239592,0.711018,-0.000000
57.850000,12.834046,0.723570,-0.000000
57.855000,16.489823,0.735678,-0.000000
57.860000,19.692617,0.548119,-0.000000
57.865000,21.845971,0.318122,-0.000000
57.870000,22.665813,0.017863,-0.000000
57.875000,22.508498,-0.077089,-0.000000
57.880000,22.872866,0.216046,-0.000000
57.885000,23.788604,0.152167,-0.000000
57.890000,25.122991,0.375756,-0.000000
57.895000,26.078464,0.016047,-0.000000
57.900000,24.838314,-0.496479,-0.000000
57.905000,21.761637,-0.724265,-0.000000
57.910000,17.586277,-0.935514,-0.000000
57.915000,12.238326,-1.191275,-0.000000
57.920000,6.665093,-1.036265,-0.000000
57.925000,1.835836,-0.894308,-0.000000
57.930000,-1.642795,-0.503901,0.000000
57.935000,-4.765960,-0.736564,0.000000
57.940000,-7.777535,-0.472325,0.000000
57.945000,-9.486619,-0.216697,0.000000
57.950000,-10.327019,-0.121601,0.000000
57.955000,-10.513060,0.042620,0.000000
57.960000,-10.837643,-0.167259,0.000000
57.965000,-10.855436,0.151416,0.000000
57.970000,-9.379044,0.430066,0.000000
57.975000,-6.515553,0.705138,0.000000
57.980000,-2.890743,0.740214,0.000000
57.985000,0.691598,0.690551,-0.000000
57.990000,4.185351,0.703424,-0.000000
57.995000,6.668505,0.298189,-0.000000
58.000000,7.880160,0.188505,-0.000000
58.005000,9.283523,0.367321,-0.000000
58.010000,11.608075,0.555945,-0.000000
58.015000,14.114873,0.447811,-0.000000
58.020000,16.043228,0.325588,-0.000000
58.025000,17.866219,0.400771,-0.000000
58.030000,18.650042,-0.074837,-0.000000
58.035000,18.089075,-0.146278,-0.000000
58.040000,18.074770,0.134226,-0.000000
58.045000,18.199353,-0.078152,-0.000000
58.050000,17.053397,-0.370743,-0.000000
58.055000,14.672156,-0.573495,-0.000000
58.060000,12.147219,-0.436948,-0.000000
58.065000,9.732919,-0.523712,-0.000000
58.070000,7.607785,-0.328922,-0.000000
58.075000,5.422127,-0.537573,-0.000000
58.080000,2.713677,-0.542902,-0.000000
58.085000,0.569855,-0.318301,-0.000000
58.090000,-1.591567,-0.538567,0.000000
58.095000,-4.834099,-0.750077,0.000000
58.100000,-8.271384,-0.625117,0.000000
58.105000,-11.617211,-0.708381,0.000000
58.110000,-15.123726,-0.691976,0.000000
58.115000,-17.829560,-0.396217,0.000000
58.120000,-19.718736,-0.359524,0.000000
58.125000,-21.167644,-0.223177,0.000000
58.130000,-22.025392,-0.122752,0.000000
58.135000,-21.905074,0.162345,0.000000
58.140000,-20.839202,0.259446,0.000000
58.145000,-19.728251,0.184813,0.000000
58.150000,-18.513204,0.296248,0.000000
58.155000,-17.930469,-0.055533,0.000000
58.160000,-18.943491,-0.342229,0.000000
58.165000,-20.224149,-0.174109,0.000000
58.170000,-20.354921,0.113521,0.000000
58.175000,-20.406241,-0.128753,0.000000
58.180000,-20.421669,0.115310,0.000000
58.185000,-20.568169,-0.167486,0.000000
58.190000,-21.283372,-0.120160,0.000000
58.195000,-21.632110,-0.022568,0.000000
58.200000,-21.311291,0.145218,0.000000
58.205000,-20.721468,0.090533,0.000000
58.210000,-19.802328,0.270620,0.000000
58.215000,-17.235484,0.740666,0.000000
58.220000,-14.081913,0.522625,0.000000
58.225000,-11.983879,0.319204,0.000000
58.230000,-10.614829,0.228893,0.000000
58.235000,-8.663610,0.541225,0.000000
58.240000,-5.765159,0.613199,0.000000
58.245000,-3.361636,0.352427,0.000000
58.250000,-0.886682,0.628002,0.000000
58.255000,2.207273,0.607213,-0.000000
58.260000,5.106417,0.551314,-0.000000
58.265000,8.775755,0.904188,-0.000000
58.270000,12.686440,0.663113,-0.000000
58.275000,15.780640,0.574608,-0.000000
58.280000,17.108914,-0.028221,-0.000000
58.285000,17.447272,0.159257,-0.000000
58.290000,18.890436,0.411040,-0.000000
58.295000,21.328640,0.559097,-0.000000
58.300000,24.050265,0.528860,-0.000000
58.305000,26.284134,0.367945,-0.000000
58.310000,27.763756,0.227442,-0.000000
58.315000,28.313523,-0.000804,-0.000000
58.320000,28.819706,0.199044,-0.000000
58.325000,29.765124,0.180145,-0.000000
58.330000,30.330643,0.050340,-0.000000
58.335000,29.747899,-0.273083,-0.000000
58.340000,27.984939,-0.425101,-0.000000
58.345000,25.288916,-0.643813,-0.000000
58.350000,22.205634,-0.586881,-0.000000
58.355000,18.624885,-0.834640,-0.000000
58.360000,14.194455,-0.930069,-0.000000
58.365000,10.078667,-0.717234,-0.000000
58.370000,7.916010,-0.159704,-0.000000
58.375000,7.089724,-0.169409,-0.000000
58.380000,6.578635,-0.037604,-0.000000
58.385000,6.310120,-0.068438,-0.000000
58.390000,6.780674,0.248370,-0.000000
58.395000,7.616667,0.089675,-0.000000
58.400000,7.779308,-0.021531,-0.000000
58.405000,7.904105,0.069372,-0.000000
58.410000,7.643648,-0.166841,-0.000000
58.415000,6.661350,-0.223341,-0.000000
58.420000,5.977756,-0.053515,-0.000000
58.425000,5.286265,-0.217914,-0.000000
58.430000,4.160277,-0.230849,-0.000000
58.435000,2.919555,-0.263255,-0.000000
58.440000,1.412427,-0.336181,-0.000000
58.445000,0.728456,0.053259,-0.000000
58.450000,1.597694,0.287629,-0.000000
58.455000,3.061106,0.296239,-0.000000
58.460000,3.969623,0.072249,-0.000000
58.465000,4.387466,0.094132,-0.000000
58.470000,4.902189,0.111060,-0.000000
58.475000,5.164397,-0.003234,-0.000000
58.480000,5.264895,0.042417,-0.000000
58.485000,5.527173,0.062005,-0.000000
58.490000,5.134633,-0.211344,-0.000000
58.495000,4.832319,0.083356,-0.000000
58.500000,5.896625,0.335132,-0.000000
58.505000,6.535978,-0.069273,-0.000000
58.510000,6.589917,0.087089,-0.000000
58.515000,6.841032,0.015297,-0.000000
58.520000,7.053531,0.068470,-0.000000
58.525000,7.268827,0.019067,-0.000000
58.530000,6.831791,-0.187792,-0.000000
58.535000,6.340025,-0.012640,-0.000000
58.540000,6.719329,0.159876,-0.000000
58.545000,8.063307,0.371353,-0.000000
58.550000,9.578408,0.237140,-0.000000
58.555000,10.958585,0.312190,-0.000000
58.560000,12.672998,0.371011,-0.000000
58.565000,14.729188,0.448196,-0.000000
58.570000,17.088839,0.493048,-0.000000
58.575000,19.316941,0.399382,-0.000000
58.580000,21.292244,0.390097,-0.000000
58.585000,22.393332,0.058895,-0.000000
58.590000,21.960335,-0.223327,-0.000000
58.595000,20.653931,-0.295104,-0.000000
58.600000,19.424791,-0.196936,-0.000000
58.605000,18.484500,-0.177854,-0.000000
58.610000,17.279748,-0.298910,-0.000000
58.615000,15.626524,-0.358472,-0.000000
58.620000,13.135260,-0.628022,-0.000000
58.625000,10.646663,-0.371095,-0.000000
58.630000,8.940698,-0.310749,-0.000000
58.635000,8.635590,0.176860,-0.000000
58.640000,9.409099,0.133371,-0.000000
58.645000,10.622983,0.346040,-0.000000
58.650000,12.783524,0.512412,-0.000000
58.655000,15.587847,0.604966,-0.000000
58.660000,17.863195,0.311398,-0.000000
58.665000,20.045031,0.553944,-0.000000
58.670000,21.581310,0.072533,-0.000000
58.675000,20.807548,-0.368893,-0.000000
58.680000,19.096025,-0.314519,-0.000000
58.685000,17.333740,-0.385992,-0.000000
58.690000,14.771622,-0.629369,-0.000000
58.695000,11.138417,-0.815049,-0.000000
58.700000,6.920777,-0.866246,-0.000000
58.705000,2.508734,-0.893455,-0.000000
58.710000,-3.541644,-1.505219,0.000000
58.715000,-9.834765,-1.018918,0.000000
58.720000,-15.859442,-1.376649,0.000000
58.725000,-22.477945,-1.268206,0.000000
58.730000,-27.456296,-0.733413,0.000000
58.735000,-30.921431,-0.652857,0.000000
58.740000,-32.765807,-0.098973,0.000000
58.745000,-32.983464,0.007760,0.000000
58.750000,-32.925242,0.013709,0.000000
58.755000,-32.420776,0.181673,0.000000
58.760000,-32.260838,-0.111867,0.000000
58.765000,-32.431113,0.038463,0.000000
58.770000,-31.949317,0.149367,0.000000
58.775000,-31.121150,0.178814,0.000000
58.780000,-30.313109,0.143056,0.000000
58.785000,-29.771304,0.073476,0.000000
58.790000,-29.185119,0.156852,0.000000
58.795000,-28.641678,0.061064,0.000000
58.800000,-28.361914,0.049482,0.000000
58.805000,-28.304614,-0.026055,0.000000
58.810000,-28.926592,-0.218584,0.000000
58.815000,-28.809783,0.251668,0.000000
58.820000,-27.257107,0.363673,0.000000
58.825000,-25.194063,0.455928,0.000000
58.830000,-23.853589,0.087290,0.000000
58.835000,-22.664774,0.378469,0.000000
58.840000,-20.943837,0.308998,0.000000
58.845000,-20.495934,-0.120214,0.000000
58.850000,-21.447135,-0.256868,0.000000
58.855000,-23.179995,-0.431230,0.000000
58.860000,-24.656842,-0.166108,0.000000
58.865000,-25.223103,-0.063717,0.000000
58.870000,-25.109135,0.103653,0.000000
58.875000,-24.821454,0.012281,0.000000
58.880000,-24.762708,0.010009,0.000000
58.885000,-25.303174,-0.220954,0.000000
58.890000,-26.526464,-0.267274,0.000000
58.895000,-28.211372,-0.402933,0.000000
58.900000,-31.350869,-0.840080,0.000000
58.905000,-33.684636,-0.111574,0.000000
58.910000,-33.763413,0.073715,0.000000
58.915000,-34.227016,-0.251986,0.000000
58.920000,-34.795811,0.016405,0.000000
58.925000,-33.689650,0.413115,0.000000
58.930000,-31.914862,0.296518,0.000000
58.935000,-30.731705,0.177167,0.000000
58.940000,-29.342940,0.370569,0.000000
58.945000,-26.930521,0.585204,0.000000
58.950000,-24.337384,0.451776,0.000000
58.955000,-21.230942,0.778326,0.000000
58.960000,-17.519971,0.703523,0.000000
58.965000,-13.421231,0.925607,0.000000
58.970000,-9.503717,0.644370,0.000000
58.975000,-6.229541,0.661372,0.000000
58.980000,-3.937132,0.263423,0.000000
58.985000,-2.241025,0.409496,0.000000
58.990000,-0.226223,0.394831,0.000000
58.995000,2.291724,0.604605,-0.000000
59.000000,4.368588,0.233886,-0.000000
59.005000,6.353607,0.550346,-0.000000
59.010000,8.536166,0.326733,-0.000000
59.015000,9.294744,-0.014785,-0.000000
59.020000,9.197179,-0.023472,-0.000000
59.025000,8.977361,-0.062790,-0.000000
59.030000,8.865742,0.016638,-0.000000
59.035000,9.767709,0.335532,-0.000000
59.040000,11.605316,0.396714,-0.000000
59.045000,13.552105,0.381171,-0.000000
59.050000,15.519020,0.403856,-0.000000
59.055000,17.422844,0.357859,-0.000000
59.060000,19.196238,0.350891,-0.000000
59.065000,20.713967,0.258126,-0.000000
59.070000,21.868711,0.205084,-0.000000
59.075000,22.738315,0.144582,-0.000000
59.080000,21.939962,-0.446835,-0.000000
59.085000,19.377715,-0.571414,-0.000000
59.090000,16.615671,-0.530947,-0.000000
59.095000,14.458597,-0.334148,-0.000000
59.100000,11.747922,-0.736542,-0.000000
59.105000,7.138267,-1.093294,-0.000000
59.110000,2.344411,-0.826348,-0.000000
59.115000,-1.116126,-0.561382,0.000000
59.120000,-3.438349,-0.370339,0.000000
59.125000,-5.165715,-0.320465,0.000000
59.130000,-6.434936,-0.189673,0.000000
59.135000,-6.993889,-0.037624,0.000000
59.140000,-6.903058,0.070739,0.000000
59.145000,-6.561035,0.065550,0.000000
59.150000,-6.040384,0.139991,0.000000
59.155000,-5.214747,0.187970,0.000000
59.160000,-4.171538,0.227087,0.000000
59.165000,-2.372577,0.484011,0.000000
59.170000,0.195211,0.539194,-0.000000
59.175000,2.089396,0.224839,-0.000000
59.180000,3.300424,0.257708,-0.000000
59.185000,4.725896,0.309978,-0.000000
59.190000,6.394150,0.354857,-0.000000
59.195000,7.744801,0.188748,-0.000000
59.200000,7.702287,-0.195436,-0.000000
59.205000,6.074921,-0.447144,-0.000000
59.210000,4.073055,-0.353859,-0.000000
59.215000,2.028556,-0.459139,-0.000000
59.220000,1.386080,0.186213,-0.000000
59.225000,1.855144,0.005698,-0.000000
59.230000,2.440164,0.222279,-0.000000
59.235000,3.725077,0.288901,-0.000000
59.240000,4.857512,0.166366,-0.000000
59.245000,6.017745,0.293613,-0.000000
59.250000,7.180938,0.173966,-0.000000
59.255000,7.705472,0.039187,-0.000000
59.260000,7.672352,-0.049736,-0.000000
59.265000,7.084324,-0.181170,-0.000000
59.270000,6.661617,0.007951,-0.000000
59.275000,6.241617,-0.170636,-0.000000
59.280000,4.555654,-0.493565,-0.000000
59.285000,0.636027,-1.055950,-0.000000
59.290000,-5.282394,-1.299639,0.000000
59.295000,-11.544289,-1.202105,0.000000
59.300000,-18.132254,-1.421895,0.000000
59.305000,-25.044296,-1.339543,0.000000
59.310000,-31.260765,-1.147473,0.000000
59.315000,-35.779053,-0.669511,0.000000
59.320000,-39.090663,-0.654216,0.000000
59.325000,-42.100133,-0.551352,0.000000
59.330000,-44.640181,-0.466562,0.000000
59.335000,-45.991705,-0.084817,0.000000
59.340000,-45.580158,0.238477,0.000000
59.345000,-44.091436,0.350521,0.000000
59.350000,-41.762840,0.570931,0.000000
59.355000,-38.417898,0.757116,0.000000
59.360000,-34.326682,0.870783,0.000000
59.365000,-29.469920,1.060858,0.000000
59.370000,-25.248476,0.633393,0.000000
59.375000,-22.815712,0.343696,0.000000
59.380000,-21.066286,0.353101,0.000000
59.385000,-20.654903,-0.176315,0.000000
59.390000,-20.551135,0.206844,0.000000
59.395000,-19.845235,0.077200,0.000000
59.400000,-19.905617,-0.097759,0.000000
59.405000,-18.803418,0.520710,0.000000
59.410000,-16.041233,0.579186,0.000000
59.415000,-13.401791,0.476026,0.000000
59.420000,-11.115431,0.436762,0.000000
59.425000,-8.270898,0.691320,0.000000
59.430000,-5.213932,0.532334,0.000000
59.435000,-1.622111,0.891564,0.000000
59.440000,2.764471,0.859756,-0.000000
59.445000,7.043071,0.848164,-0.000000
59.450000,10.109090,0.387622,-0.000000
59.455000,13.166562,0.821847,-0.000000
59.460000,16.597663,0.554944,-0.000000
59.465000,19.975573,0.787907,-0.000000
59.470000,24.779067,1.121434,-0.000000
59.475000,30.291778,1.080815,-0.000000
