time (ms), velocity (mm/s)
8891.100000,-1.082995
8891.101000,-1.108407
8891.102000,-1.103553
8891.103000,-1.036128
8891.104000,-1.016522
8891.105000,-1.048464
8891.106000,-1.027635
8891.107000,-1.027268
8891.108000,-0.971511
8891.109000,-1.009941
8891.110000,-1.123402
8891.111000,-1.043626
8891.112000,-1.034102
8891.113000,-0.992657
8891.114000,-0.830812
8891.115000,-0.805025
8891.116000,-0.671659
8891.117000,-0.674866
8891.118000,-0.628490
8891.119000,-0.576515
8891.120000,-0.626169
8891.121000,-0.634413
8891.122000,-0.636206
8891.123000,-0.728128
8891.124000,-0.782393
8891.125000,-0.858868
8891.126000,-0.810543
8891.127000,-0.728556
8891.128000,-0.684024
8891.129000,-0.730441
8891.130000,-0.646630
8891.131000,-0.662464
8891.132000,-0.623295
8891.133000,-0.783843
8891.134000,-0.774059
8891.135000,-0.720463
8891.136000,-0.769558
8891.137000,-0.801206
8891.138000,-0.879742
8891.139000,-0.836340
8891.140000,-0.782456
8891.141000,-0.789393
8891.142000,-0.761186
8891.143000,-0.682303
8891.144000,-0.702552
8891.145000,-0.762142
8891.146000,-0.726406
8891.147000,-0.682928
8891.148000,-0.692166
8891.149000,-0.656961
8891.150000,-0.525512
8891.151000,-0.538477
8891.152000,-0.512360
8891.153000,-0.477783
8891.154000,-0.461736
8891.155000,-0.451223
8891.156000,-0.433853
8891.157000,-0.464919
8891.158000,-0.457158
8891.159000,-0.621733
8891.160000,-0.699101
8891.161000,-0.698884
8891.162000,-0.680173
8891.163000,-0.678962
8891.164000,-0.583678
8891.165000,-0.584087
8891.166000,-0.571108
8891.167000,-0.483546
8891.168000,-0.404817
8891.169000,-0.503263
8891.170000,-0.467058
8891.171000,-0.477919
8891.172000,-0.419160
8891.173000,-0.396746
8891.174000,-0.432597
8891.175000,-0.386036
8891.176000,-0.283056
8891.177000,-0.246039
8891.178000,-0.310017
8891.179000,-0.292472
8891.180000,-0.395795
8891.181000,-0.401144
8891.182000,-0.324843
8891.183000,-0.158805
8891.184000,-0.180373
8891.185000,-0.149286
8891.186000,-0.209981
8891.187000,-0.208274
8891.188000,-0.166133
8891.189000,-0.118847
8891.190000,-0.103197
8891.191000,-0.160019
8891.192000,-0.144499
8891.193000,-0.043270
8891.194000,-0.098003
8891.195000,-0.009797
8891.196000,0.132389
8891.197000,0.078859
8891.198000,0.143121
8891.199000,0.181801
8891.200000,0.090368
8891.201000,0.157991
8891.202000,0.182026
8891.203000,0.117785
8891.204000,0.110525
8891.205000,0.116687
8891.206000,0.126692
8891.207000,0.193682
8891.208000,0.250242
8891.209000,0.305482
8891.210000,0.304083
8891.211000,0.256388
8891.212000,0.275732
8891.213000,0.309528
8891.214000,0.339995
8891.215000,0.468366
8891.216000,0.323206
8891.217000,0.334964
8891.218000,0.357756
8891.219000,0.435090
8891.220000,0.441291
8891.221000,0.396057
8891.222000,0.411754
8891.223000,0.515087
8891.224000,0.586093
8891.225000,0.610562
8891.226000,0.620434
8891.227000,0.697473
8891.228000,0.705842
8891.229000,0.707043
8891.230000,0.646808
8891.231000,0.705564
8891.232000,0.636030
8891.233000,0.627353
8891.234000,0.623051
8891.235000,0.700561
8891.236000,0.768644
8891.237000,0.784506
8891.238000,0.753032
8891.239000,0.813108
8891.240000,0.802706
8891.241000,0.744658
8891.242000,0.846995
8891.243000,0.960423
8891.244000,0.935619
8891.245000,0.860965
8891.246000,0.776743
8891.247000,0.866282
8891.248000,0.945143
8891.249000,0.951659
8891.250000,0.838104
8891.251000,0.893750
8891.252000,0.947502
8891.253000,1.000933
8891.254000,0.985581
8891.255000,0.927801
8891.256000,0.970938
8891.257000,0.933663
8891.258000,0.982175
8891.259000,1.104693
8891.260000,1.170873
8891.261000,1.134397
8891.262000,1.048349
8891.263000,1.143428
8891.264000,1.110495
8891.265000,1.085218
8891.266000,1.087024
8891.267000,1.029440
8891.268000,1.029033
8891.269000,1.022805
8891.270000,1.025250
8891.271000,1.060660
8891.272000,1.024635
8891.273000,0.921106
8891.274000,0.880495
8891.275000,0.904955
8891.276000,0.867381
8891.277000,0.815587
8891.278000,0.874092
8891.279000,0.870627
8891.280000,0.797524
8891.281000,0.738727
8891.282000,0.775438
8891.283000,0.731295
8891.284000,0.685414
8891.285000,0.656617
8891.286000,0.509529
8891.287000,0.424060
8891.288000,0.488316
8891.289000,0.409970
8891.290000,0.336435
8891.291000,0.370573
8891.292000,0.339109
8891.293000,0.295152
8891.294000,0.291850
8891.295000,0.217152
8891.296000,0.242116
8891.297000,0.202055
8891.298000,0.199687
8891.299000,0.143456
8891.300000,0.159208
8891.301000,0.187209
8891.302000,0.265490
8891.303000,0.222157
8891.304000,0.235713
8891.305000,0.262340
8891.306000,0.184516
8891.307000,0.178957
8891.308000,0.228269
8891.309000,0.214381
8891.310000,0.173622
8891.311000,0.137107
8891.312000,0.157076
8891.313000,0.141711
8891.314000,0.241322
8891.315000,0.301040
8891.316000,0.364654
8891.317000,0.420017
8891.318000,0.439809
8891.319000,0.442598
8891.320000,0.469628
8891.321000,0.448031
8891.322000,0.421950
8891.323000,0.341043
8891.324000,0.305371
8891.325000,0.375778
8891.326000,0.232209
8891.327000,0.241233
8891.328000,0.275261
8891.329000,0.264001
8891.330000,0.307172
8891.331000,0.342095
8891.332000,0.349515
8891.333000,0.380185
8891.334000,0.437202
8891.335000,0.396296
8891.336000,0.300746
8891.337000,0.312528
8891.338000,0.306741
8891.339000,0.291721
8891.340000,0.240146
8891.341000,0.260739
8891.342000,0.217197
8891.343000,0.213596
8891.344000,0.093945
8891.345000,0.034711
8891.346000,0.047389
8891.347000,0.135384
8891.348000,0.047604
8891.349000,0.002057
8891.350000,-0.008409
8891.351000,0.042145
8891.352000,-0.040093
8891.353000,-0.067013
8891.354000,-0.020974
8891.355000,-0.128246
8891.356000,-0.178983
8891.357000,-0.312854
8891.358000,-0.363591
8891.359000,-0.340307
8891.360000,-0.354113
8891.361000,-0.455685
8891.362000,-0.394933
8891.363000,-0.417739
8891.364000,-0.462336
8891.365000,-0.540760
8891.366000,-0.556774
8891.367000,-0.453767
8891.368000,-0.492506
8891.369000,-0.360173
8891.370000,-0.294898
8891.371000,-0.402061
8891.372000,-0.372675
8891.373000,-0.345988
8891.374000,-0.306671
8891.375000,-0.296374
8891.376000,-0.356335
8891.377000,-0.265963
8891.378000,-0.332201
8891.379000,-0.264454
8891.380000,-0.260363
8891.381000,-0.280416
8891.382000,-0.284928
8891.383000,-0.235150
8891.384000,-0.240227
8891.385000,-0.219108
8891.386000,-0.105794
8891.387000,-0.099789
8891.388000,-0.093334
8891.389000,-0.153920
8891.390000,-0.160060
8891.391000,-0.140691
8891.392000,-0.142115
8891.393000,-0.159995
8891.394000,-0.137902
8891.395000,-0.156853
8891.396000,-0.166238
8891.397000,-0.199114
8891.398000,-0.301704
8891.399000,-0.349601
8891.400000,-0.234109
8891.401000,-0.212174
8891.402000,-0.193359
8891.403000,-0.224806
8891.404000,-0.198555
8891.405000,-0.297676
8891.406000,-0.344562
8891.407000,-0.328794
8891.408000,-0.320598
