frequencies, power
-10.000000,0.005146
-9.989990,0.040777
-9.979980,0.207565
-9.969970,0.011189
-9.959960,0.367814
-9.949950,0.031569
-9.939940,0.051020
-9.929930,0.009475
-9.919920,0.000563
-9.909910,0.096905
-9.899900,0.301317
-9.889890,0.119131
-9.879880,0.067077
-9.869870,0.525698
-9.859860,0.195216
-9.849850,0.150192
-9.839840,0.250331
-9.829830,0.237892
-9.819820,0.333415
-9.809810,0.027359
-9.799800,0.324438
-9.789790,0.034964
-9.779780,0.097115
-9.769770,0.054553
-9.759760,0.464386
-9.749750,0.007163
-9.739740,0.320160
-9.729730,0.160626
-9.719720,0.014396
-9.709710,0.001603
-9.699700,0.308824
-9.689690,0.216661
-9.679680,0.289878
-9.669670,0.258487
-9.659660,0.061355
-9.649650,0.124844
-9.639640,0.043425
-9.629630,0.677067
-9.619620,0.100762
-9.609610,0.170470
-9.599600,0.200941
-9.589590,0.484403
-9.579580,0.045096
-9.569570,0.039836
-9.559560,0.269467
-9.549550,0.276768
-9.539540,0.162060
-9.529530,0.008929
-9.519520,0.074045
-9.509510,0.162126
-9.499499,0.097219
-9.489489,0.181950
-9.479479,0.148071
-9.469469,0.180041
-9.459459,0.174126
-9.449449,0.320833
-9.439439,0.136126
-9.429429,0.231928
-9.419419,0.333625
-9.409409,0.097551
-9.399399,0.031681
-9.389389,0.258483
-9.379379,0.117575
-9.369369,0.142642
-9.359359,0.190641
-9.349349,0.006907
-9.339339,0.024482
-9.329329,0.065130
-9.319319,0.216450
-9.309309,0.236597
-9.299299,0.062176
-9.289289,0.261300
-9.279279,0.118474
-9.269269,0.043818
-9.259259,0.228409
-9.249249,0.133810
-9.239239,0.190554
-9.229229,0.215552
-9.219219,0.214128
-9.209209,0.005858
-9.199199,0.005949
-9.189189,0.237882
-9.179179,0.235096
-9.169169,0.073960
-9.159159,0.706164
-9.149149,0.093715
-9.139139,0.039231
-9.129129,0.415554
-9.119119,0.006615
-9.109109,0.005858
-9.099099,0.091416
-9.089089,0.074058
-9.079079,0.126335
-9.069069,0.260240
-9.059059,0.077017
-9.049049,0.308281
-9.039039,0.024672
-9.029029,0.018661
-9.019019,0.089858
-9.009009,0.060396
-8.998999,0.048385
-8.988989,0.526624
-8.978979,0.324462
-8.968969,0.040204
-8.958959,0.002320
-8.948949,0.021304
-8.938939,0.099635
-8.928929,0.063252
-8.918919,0.153111
-8.908909,0.011684
-8.898899,0.273968
-8.888889,0.078217
-8.878879,0.020066
-8.868869,0.413074
-8.858859,0.043543
-8.848849,0.155871
-8.838839,0.031545
-8.828829,0.120748
-8.818819,0.156969
-8.808809,0.045331
-8.798799,0.109969
-8.788789,0.235997
-8.778779,0.010788
-8.768769,0.039944
-8.758759,0.341837
-8.748749,0.042564
-8.738739,0.085537
-8.728729,0.227232
-8.718719,0.298972
-8.708709,0.032905
-8.698699,0.166152
-8.688689,0.075210
-8.678679,0.180906
-8.668669,0.051901
-8.658659,0.001865
-8.648649,0.013834
-8.638639,0.724769
-8.628629,0.051903
-8.618619,0.138840
-8.608609,0.158201
-8.598599,0.179259
-8.588589,0.292565
-8.578579,0.263902
-8.568569,0.268926
-8.558559,0.225801
-8.548549,0.088656
-8.538539,0.090327
-8.528529,0.619551
-8.518519,0.035987
-8.508509,0.258332
-8.498498,0.025946
-8.488488,0.006843
-8.478478,0.020111
-8.468468,0.076560
-8.458458,0.211154
-8.448448,0.009332
-8.438438,0.004850
-8.428428,0.041283
-8.418418,0.098926
-8.408408,0.171675
-8.398398,0.023676
-8.388388,0.120955
-8.378378,0.278468
-8.368368,0.205442
-8.358358,0.104191
-8.348348,0.088054
-8.338338,0.042682
-8.328328,0.057290
-8.318318,0.060357
-8.308308,0.114197
-8.298298,0.002380
-8.288288,0.204388
-8.278278,0.386210
-8.268268,0.182952
-8.258258,0.009381
-8.248248,0.211665
-8.238238,0.138959
-8.228228,0.073788
-8.218218,0.021565
-8.208208,0.090721
-8.198198,0.343709
-8.188188,0.509549
-8.178178,0.000199
-8.168168,0.007196
-8.158158,0.115975
-8.148148,0.057215
-8.138138,0.159999
-8.128128,0.117898
-8.118118,0.036811
-8.108108,0.079371
-8.098098,0.394148
-8.088088,0.583509
-8.078078,0.113032
-8.068068,0.145385
-8.058058,0.048098
-8.048048,0.162239
-8.038038,0.433356
-8.028028,0.198134
-8.018018,0.269731
-8.008008,0.009290
-7.997998,0.229716
-7.987988,0.278785
-7.977978,0.059566
-7.967968,0.145456
-7.957958,0.253102
-7.947948,0.129739
-7.937938,0.188951
-7.927928,0.049527
-7.917918,0.139192
-7.907908,0.038648
-7.897898,0.331311
-7.887888,0.017500
-7.877878,0.044315
-7.867868,0.375835
-7.857858,0.024248
-7.847848,0.015975
-7.837838,0.044548
-7.827828,0.325634
-7.817818,0.070168
-7.807808,0.280150
-7.797798,0.053852
-7.787788,0.014937
-7.777778,0.891013
-7.767768,0.021151
-7.757758,0.088619
-7.747748,0.110736
-7.737738,0.072497
-7.727728,0.198157
-7.717718,0.243454
-7.707708,0.045668
-7.697698,0.481420
-7.687688,0.129237
-7.677678,0.143624
-7.667668,0.132813
-7.657658,0.452752
-7.647648,0.027158
-7.637638,0.268931
-7.627628,0.070394
-7.617618,0.115255
-7.607608,0.474540
-7.597598,0.081182
-7.587588,0.004953
-7.577578,0.144813
-7.567568,0.029509
-7.557558,0.032172
-7.547548,0.139941
-7.537538,0.006175
-7.527528,0.431220
-7.517518,0.284813
-7.507508,0.156215
-7.497497,0.409393
-7.487487,0.086824
-7.477477,0.112180
-7.467467,0.064304
-7.457457,0.130086
-7.447447,0.037766
-7.437437,0.169222
-7.427427,0.012819
-7.417417,0.365262
-7.407407,0.062126
-7.397397,0.058786
-7.387387,0.010098
-7.377377,0.265753
-7.367367,0.178220
-7.357357,0.075730
-7.347347,0.059902
-7.337337,0.106768
-7.327327,0.119229
-7.317317,0.027815
-7.307307,0.247795
-7.297297,0.135114
-7.287287,0.231023
-7.277277,0.151092
-7.267267,0.025372
-7.257257,0.184239
-7.247247,0.069641
-7.237237,0.407226
-7.227227,0.224360
-7.217217,0.013456
-7.207207,0.076940
-7.197197,0.045560
-7.187187,0.037795
-7.177177,0.033122
-7.167167,0.361915
-7.157157,0.104498
-7.147147,0.025187
-7.137137,0.124918
-7.127127,0.060400
-7.117117,0.104066
-7.107107,0.137978
-7.097097,0.187729
-7.087087,0.023684
-7.077077,0.096245
-7.067067,0.203965
-7.057057,0.250392
-7.047047,0.073423
-7.037037,0.279824
-7.027027,0.446287
-7.017017,0.457692
-7.007007,0.212330
-6.996997,0.194972
-6.986987,0.155185
-6.976977,0.050392
-6.966967,0.067967
-6.956957,0.407917
-6.946947,0.780780
-6.936937,1.049665
-6.926927,0.005232
-6.916917,0.339089
-6.906907,0.559664
-6.896897,0.378970
-6.886887,0.110975
-6.876877,0.093615
-6.866867,0.035933
-6.856857,0.057646
-6.846847,0.091470
-6.836837,0.142171
-6.826827,0.217667
-6.816817,0.289409
-6.806807,0.212125
-6.796797,0.024397
-6.786787,0.176933
-6.776777,0.088060
-6.766767,0.273312
