time (ms), velocity (mm/s)
3096.900000,0.105730
3096.901000,0.174395
3096.902000,0.177610
3096.903000,0.166926
3096.904000,0.133167
3096.905000,0.028863
3096.906000,-0.007818
3096.907000,-0.102019
3096.908000,-0.159281
3096.909000,-0.118650
3096.910000,-0.090768
3096.911000,-0.114923
3096.912000,-0.289710
3096.913000,-0.165864
3096.914000,-0.263429
3096.915000,-0.249431
3096.916000,-0.218325
3096.917000,-0.138604
3096.918000,-0.133036
3096.919000,-0.226156
3096.920000,-0.287782
3096.921000,-0.227189
3096.922000,-0.165877
3096.923000,-0.303827
3096.924000,-0.271161
3096.925000,-0.366157
3096.926000,-0.550877
3096.927000,-0.431921
3096.928000,-0.324440
3096.929000,-0.265025
3096.930000,-0.169322
3096.931000,0.002355
3096.932000,0.162805
3096.933000,0.078676
3096.934000,0.062869
3096.935000,0.102849
3096.936000,0.125830
3096.937000,-0.015166
3096.938000,0.074124
3096.939000,0.157406
3096.940000,0.158764
3096.941000,0.254802
3096.942000,0.312734
3096.943000,0.373021
3096.944000,0.239489
3096.945000,0.105615
3096.946000,0.090060
3096.947000,0.146705
3096.948000,0.223811
3096.949000,0.264247
3096.950000,0.249421
3096.951000,0.059496
3096.952000,0.018116
3096.953000,-0.079567
3096.954000,-0.013848
3096.955000,-0.104301
3096.956000,-0.255244
3096.957000,-0.299559
3096.958000,-0.185565
3096.959000,-0.230851
3096.960000,-0.161895
3096.961000,-0.209724
3096.962000,-0.256865
3096.963000,-0.185645
3096.964000,-0.092557
3096.965000,-0.169674
3096.966000,-0.210339
3096.967000,-0.188804
3096.968000,-0.147537
3096.969000,-0.238416
3096.970000,-0.440647
3096.971000,-0.429103
3096.972000,-0.512294
3096.973000,-0.519731
3096.974000,-0.585922
3096.975000,-0.641984
3096.976000,-0.782034
3096.977000,-0.745510
3096.978000,-0.647667
3096.979000,-0.592740
3096.980000,-0.755761
3096.981000,-0.784866
3096.982000,-0.707792
3096.983000,-0.831779
3096.984000,-0.722350
3096.985000,-0.713699
3096.986000,-0.762430
3096.987000,-0.688934
3096.988000,-0.797425
3096.989000,-0.853248
3096.990000,-0.949001
3096.991000,-1.093736
3096.992000,-0.899395
3096.993000,-0.818538
3096.994000,-0.697054
3096.995000,-0.651118
3096.996000,-0.642268
3096.997000,-0.627827
3096.998000,-0.676235
3096.999000,-0.546971
3097.000000,-0.407525
3097.001000,-0.315182
3097.002000,-0.211826
3097.003000,-0.066744
3097.004000,-0.130560
3097.005000,-0.158313
3097.006000,-0.238846
3097.007000,-0.336486
3097.008000,-0.362404
3097.009000,-0.217469
3097.010000,-0.335380
3097.011000,-0.302667
3097.012000,-0.361524
3097.013000,-0.354961
3097.014000,-0.111834
3097.015000,-0.049060
3097.016000,-0.001997
3097.017000,-0.251348
3097.018000,-0.184016
3097.019000,-0.228267
3097.020000,-0.301868
3097.021000,-0.330678
3097.022000,-0.372864
3097.023000,-0.455597
3097.024000,-0.452244
3097.025000,-0.639470
3097.026000,-0.626395
3097.027000,-0.534742
3097.028000,-0.686241
3097.029000,-0.725201
3097.030000,-0.515649
3097.031000,-0.560068
3097.032000,-0.566558
