frequencies, power
-10.000000,0.036341
-9.989990,0.055468
-9.979980,0.323277
-9.969970,0.020002
-9.959960,0.071709
-9.949950,0.013966
-9.939940,0.155990
-9.929930,0.011842
-9.919920,0.135195
-9.909910,0.005588
-9.899900,0.010763
-9.889890,0.012858
-9.879880,0.042940
-9.869870,0.010084
-9.859860,0.010581
-9.849850,0.005785
-9.839840,0.021141
-9.829830,0.072858
-9.819820,0.050127
-9.809810,0.089797
-9.799800,0.129734
-9.789790,0.026863
-9.779780,0.080487
-9.769770,0.034336
-9.759760,0.031675
-9.749750,0.118346
-9.739740,0.118555
-9.729730,0.096827
-9.719720,0.037590
-9.709710,0.021331
-9.699700,0.059473
-9.689690,0.003974
-9.679680,0.071129
-9.669670,0.059784
-9.659660,0.016651
-9.649650,0.069889
-9.639640,0.039849
-9.629630,0.076183
-9.619620,0.059023
-9.609610,0.120712
-9.599600,0.071225
-9.589590,0.218055
-9.579580,0.033894
-9.569570,0.172236
-9.559560,0.012117
-9.549550,0.068257
-9.539540,0.130621
-9.529530,0.007676
-9.519520,0.018637
-9.509510,0.028351
-9.499499,0.032406
-9.489489,0.002406
-9.479479,0.019056
-9.469469,0.036175
-9.459459,0.032802
-9.449449,0.085397
-9.439439,0.031687
-9.429429,0.070041
-9.419419,0.006913
-9.409409,0.113678
-9.399399,0.031363
-9.389389,0.104386
-9.379379,0.036004
-9.369369,0.004578
-9.359359,0.011987
-9.349349,0.052166
-9.339339,0.073979
-9.329329,0.035270
-9.319319,0.032649
-9.309309,0.015956
-9.299299,0.038760
-9.289289,0.024628
-9.279279,0.002150
-9.269269,0.094740
-9.259259,0.006741
-9.249249,0.000556
-9.239239,0.033139
-9.229229,0.113467
-9.219219,0.009507
-9.209209,0.033971
-9.199199,0.011014
-9.189189,0.210190
-9.179179,0.037219
-9.169169,0.008520
-9.159159,0.034714
-9.149149,0.003167
-9.139139,0.054695
-9.129129,0.026792
-9.119119,0.057247
-9.109109,0.034777
-9.099099,0.179882
-9.089089,0.038265
-9.079079,0.100859
-9.069069,0.032016
-9.059059,0.057685
-9.049049,0.055263
-9.039039,0.100137
-9.029029,0.001345
-9.019019,0.240120
-9.009009,0.053117
-8.998999,0.006284
-8.988989,0.014990
-8.978979,0.042520
-8.968969,0.069749
-8.958959,0.086023
-8.948949,0.089829
-8.938939,0.022253
-8.928929,0.017716
-8.918919,0.019993
-8.908909,0.003433
-8.898899,0.003469
-8.888889,0.006305
-8.878879,0.019426
-8.868869,0.030437
-8.858859,0.006776
-8.848849,0.079058
-8.838839,0.006745
-8.828829,0.069532
-8.818819,0.071320
-8.808809,0.081303
-8.798799,0.018293
-8.788789,0.003973
-8.778779,0.018472
-8.768769,0.031415
-8.758759,0.028158
-8.748749,0.217725
-8.738739,0.047659
-8.728729,0.019709
-8.718719,0.017688
-8.708709,0.001558
-8.698699,0.034174
-8.688689,0.043786
-8.678679,0.110314
-8.668669,0.054612
-8.658659,0.038578
-8.648649,0.017734
-8.638639,0.003820
-8.628629,0.039301
-8.618619,0.083688
-8.608609,0.028741
-8.598599,0.030290
-8.588589,0.002697
-8.578579,0.002702
-8.568569,0.061887
-8.558559,0.003932
-8.548549,0.023655
-8.538539,0.079361
-8.528529,0.000697
-8.518519,0.011229
-8.508509,0.119235
-8.498498,0.027860
-8.488488,0.024362
-8.478478,0.046756
-8.468468,0.000866
-8.458458,0.160665
-8.448448,0.010391
-8.438438,0.015533
-8.428428,0.082720
-8.418418,0.031904
-8.408408,0.031321
-8.398398,0.071104
-8.388388,0.012967
-8.378378,0.089387
-8.368368,0.007592
-8.358358,0.042718
-8.348348,0.009728
-8.338338,0.219760
-8.328328,0.109964
-8.318318,0.003437
-8.308308,0.034300
-8.298298,0.082533
-8.288288,0.107708
-8.278278,0.087348
-8.268268,0.025493
-8.258258,0.114209
-8.248248,0.087279
-8.238238,0.016651
-8.228228,0.049602
-8.218218,0.012965
-8.208208,0.005017
-8.198198,0.081291
-8.188188,0.013841
-8.178178,0.165436
-8.168168,0.125078
-8.158158,0.042539
-8.148148,0.119413
-8.138138,0.031611
-8.128128,0.047549
-8.118118,0.276442
-8.108108,0.027685
-8.098098,0.062747
-8.088088,0.117827
-8.078078,0.049748
-8.068068,0.015515
-8.058058,0.010784
-8.048048,0.034317
-8.038038,0.091637
-8.028028,0.054211
-8.018018,0.107080
-8.008008,0.027921
-7.997998,0.007737
-7.987988,0.052911
-7.977978,0.016896
-7.967968,0.022893
-7.957958,0.001676
-7.947948,0.117918
-7.937938,0.039757
-7.927928,0.184819
-7.917918,0.049424
-7.907908,0.113773
-7.897898,0.052324
-7.887888,0.015696
-7.877878,0.025109
-7.867868,0.064736
-7.857858,0.035570
-7.847848,0.185797
-7.837838,0.023164
-7.827828,0.077942
-7.817818,0.089067
-7.807808,0.015703
-7.797798,0.046221
-7.787788,0.030501
-7.777778,0.130575
-7.767768,0.016162
-7.757758,0.014620
-7.747748,0.097954
-7.737738,0.067575
-7.727728,0.000303
-7.717718,0.157673
-7.707708,0.020624
-7.697698,0.077714
-7.687688,0.190907
-7.677678,0.027965
-7.667668,0.059139
-7.657658,0.045915
-7.647648,0.075423
-7.637638,0.157554
-7.627628,0.038644
-7.617618,0.108453
-7.607608,0.096729
-7.597598,0.118957
-7.587588,0.100155
-7.577578,0.001488
-7.567568,0.055220
-7.557558,0.034417
-7.547548,0.152900
-7.537538,0.058856
-7.527528,0.197636
-7.517518,0.022888
-7.507508,0.002746
-7.497497,0.043178
-7.487487,0.087635
-7.477477,0.013091
-7.467467,0.060074
-7.457457,0.002388
-7.447447,0.098341
-7.437437,0.027047
-7.427427,0.050191
-7.417417,0.072937
-7.407407,0.080452
-7.397397,0.061043
-7.387387,0.000854
-7.377377,0.035549
-7.367367,0.164383
-7.357357,0.021463
-7.347347,0.023452
-7.337337,0.276405
-7.327327,0.038023
-7.317317,0.039544
-7.307307,0.155153
-7.297297,0.006438
-7.287287,0.040557
-7.277277,0.012404
-7.267267,0.036212
-7.257257,0.035313
-7.247247,0.013681
-7.237237,0.074986
-7.227227,0.026585
-7.217217,0.027516
-7.207207,0.048657
-7.197197,0.115015
-7.187187,0.043830
-7.177177,0.060671
-7.167167,0.171969
-7.157157,0.046066
-7.147147,0.188986
-7.137137,0.086291
-7.127127,0.050684
-7.117117,0.007338
-7.107107,0.122518
-7.097097,0.131757
-7.087087,0.076568
-7.077077,0.207094
-7.067067,0.003946
-7.057057,0.062001
-7.047047,0.104680
-7.037037,0.021164
-7.027027,0.057872
-7.017017,0.045429
-7.007007,0.192191
-6.996997,0.018104
-6.986987,0.372959
-6.976977,0.082894
-6.966967,0.026962
-6.956957,0.016549
-6.946947,0.007750
-6.936937,0.116732
-6.926927,0.143358
-6.916917,0.100393
-6.906907,0.036303
-6.896897,0.035464
-6.886887,0.165691
-6.876877,0.121443
-6.866867,0.017509
-6.856857,0.009152
-6.846847,0.033062
-6.836837,0.038772
-6.826827,0.035102
-6.816817,0.051575
-6.806807,0.048526
-6.796797,0.299454
-6.786787,0.010656
-6.776777,0.048588
-6.766767,0.256653
-6.756757,0.055011
-6.746747,0.064193
-6.736737,0.017160
-6.726727,0.077657
-6.716717,0.013005
-6.706707,0.027497
-6.696697,0.106685
-6.686687,0.082593
-6.676677,0.179646
-6.666667,0.092867
-6.656657,0.034451
-6.646647,0.055959
-6.636637,0.092544
-6.626627,0.018592
-6.616617,0.022887
-6.606607,0.088057
-6.596597,0.024271
-6.586587,0.039068
-6.576577,0.161551
-6.566567,0.028557
-6.556557,0.048653
-6.546547,0.172813
-6.536537,0.120200
-6.526527,0.160717
-6.516517,0.043986
-6.506507,0.171275
-6.496496,0.039300
-6.486486,0.005610
-6.476476,0.042243
-6.466466,0.015933
-6.456456,0.028548
-6.446446,0.222029
-6.436436,0.007039
-6.426426,0.279745
-6.416416,0.042189
-6.406406,0.053071
-6.396396,0.401540
-6.386386,0.078082
-6.376376,0.005000
-6.366366,0.222137
-6.356356,0.074667
-6.346346,0.062232
-6.336336,0.093092
-6.326326,0.064050
-6.316316,0.081197
-6.306306,0.058964
-6.296296,0.044098
-6.286286,0.028109
-6.276276,0.078396
-6.266266,0.082044
-6.256256,0.008374
-6.246246,0.049283
-6.236236,0.157359
-6.226226,0.037546
-6.216216,0.310091
-6.206206,0.085188
-6.196196,0.079508
-6.186186,0.000894
-6.176176,0.043931
-6.166166,0.151745
-6.156156,0.046943
-6.146146,0.062151
-6.136136,0.125430
-6.126126,0.100917
-6.116116,0.350793
-6.106106,0.088171
-6.096096,0.129441
-6.086086,0.056571
-6.076076,0.056132
-6.066066,0.193012
-6.056056,0.224459
-6.046046,0.077592
-6.036036,0.008037
-6.026026,0.031877
-6.016016,0.004187
-6.006006,0.067524
-5.995996,0.190105
-5.985986,0.101164
-5.975976,0.096653
-5.965966,0.019136
-5.955956,0.152545
-5.945946,0.138810
-5.935936,0.047569
-5.925926,0.005231
-5.915916,0.092142
-5.905906,0.089460
-5.895896,0.069257
-5.885886,0.216336
-5.875876,0.031633
-5.865866,0.092609
-5.855856,0.449534
-5.845846,0.069084
-5.835836,0.160331
-5.825826,0.281581
-5.815816,0.220177
-5.805806,0.173917
-5.795796,0.026675
-5.785786,0.028250
-5.775776,0.108308
-5.765766,0.091507
-5.755756,0.218971
-5.745746,0.055673
-5.735736,0.085012
-5.725726,0.116493
-5.715716,0.222731
-5.705706,0.063698
-5.695696,0.254082
-5.685686,0.088361
-5.675676,0.042661
-5.665666,0.015618
-5.655656,0.003113
-5.645646,0.249071
-5.635636,0.063142
-5.625626,0.028410
-5.615616,0.284229
-5.605606,0.418424
