time (ms), position (nm), velocity (mm/s), acceleration (Å/ps^2)
0.074000,26527634.118069,-114488.648572,-0.000000
0.075000,26409287.569576,-122091.050093,-0.000000
0.076000,26283439.125026,-129492.293283,-0.000000
0.077000,26150289.161693,-136693.984463,-0.000000
0.078000,26010036.782435,-143697.068918,-0.000000
0.079000,25862879.668728,-150503.438587,-0.000000
0.080000,25709013.906099,-157114.395784,-0.000000
0.081000,25548634.120472,-163531.555129,-0.000000
0.082000,25381933.324639,-169756.527603,-0.000000
0.083000,25209103.096315,-175790.573538,-0.000000
0.084000,25030333.500595,-181635.454592,-0.000000
0.085000,24845812.734879,-187293.142694,-0.000000
0.086000,24655727.401729,-192764.858795,-0.000000
0.087000,24460262.448736,-198052.686759,-0.000000
0.088000,24259601.040965,-203158.110166,-0.000000
0.089000,24053924.665223,-208082.999289,-0.000000
0.090000,23843412.908439,-212829.282593,-0.000000
0.091000,23628243.533230,-217398.680619,-0.000000
0.092000,23408592.411026,-221793.252745,-0.000000
0.093000,23184633.388241,-226014.989257,-0.000000
0.094000,22956538.450167,-230065.622748,-0.000000
0.095000,22724477.741292,-233947.100441,-0.000000
0.096000,22488619.445485,-237661.395523,-0.000000
0.097000,22249129.728412,-241210.570036,-0.000000
0.098000,22006172.575155,-244596.921163,-0.000000
0.099000,21759909.893367,-247822.308121,-0.000000
0.100000,21510501.677432,-250888.697002,-0.000000
0.101000,21258105.796471,-253798.369901,-0.000000
0.102000,21002877.908270,-256553.467391,-0.000000
0.103000,20744971.644031,-259155.902558,-0.000000
0.104000,20484538.640994,-261607.748738,-0.000000
0.105000,20221728.348183,-263911.307133,-0.000000
0.106000,19956687.843893,-266069.016561,-0.000000
0.107000,19689562.017243,-268082.818417,-0.000000
0.108000,19420493.686826,-269954.910355,-0.000000
0.109000,19149623.500161,-271687.436468,-0.000000
0.110000,18877089.992046,-273282.477748,-0.000000
0.111000,18603029.597860,-274742.151193,-0.000000
0.112000,18327576.340694,-276069.160629,-0.000000
0.113000,18050861.951007,-277265.391027,-0.000000
0.114000,17773016.138426,-278332.997046,-0.000000
0.115000,17494166.392238,-279274.263364,-0.000000
0.116000,17214438.043033,-280091.223336,-0.000000
0.117000,16933954.071273,-280786.539935,-0.000000
0.118000,16652835.121408,-281362.224876,-0.000000
0.119000,16371199.660065,-281820.619756,-0.000000
0.120000,16089164.058549,-282163.575512,-0.000000
0.121000,15806842.409197,-282393.794106,-0.000000
0.122000,15524346.576285,-282513.033916,-0.000000
0.123000,15241786.235614,-282523.908475,-0.000000
0.124000,14959268.657745,-282428.616203,-0.000000
0.125000,14676899.054351,-282229.077284,-0.000000
0.126000,14394780.474387,-281927.693883,-0.000000
0.127000,14113013.768282,-281526.462354,-0.000000
0.128000,13831697.649427,-281027.658382,-0.000000
0.129000,13550928.555147,-280433.557791,-0.000000
0.130000,13270800.665733,-279746.398406,-0.000000
0.131000,12991406.077440,-278968.111473,-0.000000
0.132000,12712834.729641,-278101.076617,-0.000000
0.133000,12435174.372577,-277147.293844,-0.000000
0.134000,12158510.754791,-276108.765976,-0.000000
0.135000,11882927.464730,-274987.808203,-0.000000
0.136000,11608505.877887,-273786.531710,-0.000000
0.137000,11335325.352600,-272506.860051,-0.000000
0.138000,11063463.144585,-271151.072526,-0.000000
0.139000,10792994.416024,-269721.078273,-0.000000
0.140000,10523992.345875,-268218.933315,-0.000000
0.141000,10256528.164347,-266646.479727,-0.000000
0.142000,9990670.861639,-265006.350807,-0.000000
0.143000,9726487.298524,-263300.176748,-0.000000
0.144000,9464042.651188,-261529.695519,-0.000000
0.145000,9203400.097327,-259697.162968,-0.000000
0.146000,8944620.661614,-257804.629809,-0.000000
0.147000,8687763.415394,-255853.952508,-0.000000
0.148000,8432885.558774,-253847.016449,-0.000000
0.149000,8180042.285378,-251785.947487,-0.000000
0.150000,7929286.981274,-249672.237699,-0.000000
0.151000,7680671.324360,-247507.808701,-0.000000
0.152000,7434245.057031,-245294.609286,-0.000000
0.153000,7190056.030505,-243034.473146,-0.000000
0.154000,6948150.293784,-240729.170914,-0.000000
0.155000,6708572.133776,-238380.455816,-0.000000
0.156000,6471363.974213,-235990.299411,-0.000000
0.157000,6236566.486160,-233560.237306,-0.000000
0.158000,6004218.671068,-231092.071360,-0.000000
0.159000,5774357.791554,-228587.477621,-0.000000
0.160000,5547019.492080,-226048.016572,-0.000000
0.161000,5322237.589526,-223475.779740,-0.000000
0.162000,5100044.304390,-220871.873076,-0.000000
0.163000,4880470.261121,-218238.377336,-0.000000
0.164000,4663544.443573,-215576.497105,-0.000000
0.165000,4449294.339442,-212888.016781,-0.000000
0.166000,4237745.781635,-210174.462513,-0.000000
0.167000,4028923.099128,-207437.315910,-0.000000
0.168000,3822849.053073,-204678.229780,-0.000000
0.169000,3619544.907725,-201898.546388,-0.000000
0.170000,3419030.544379,-199099.688667,-0.000000
0.171000,3221324.293742,-196283.333223,-0.000000
0.172000,3026443.003391,-193450.771379,-0.000000
0.173000,2834402.158045,-190603.436509,-0.000000
0.174000,2645215.992723,-187742.396251,-0.000000
0.175000,2458897.343566,-184869.377044,-0.000000
0.176000,2275457.558076,-181985.631854,-0.000000
0.177000,2094906.855160,-179092.165952,-0.000000
0.178000,1917254.036890,-176190.803229,-0.000000
0.179000,1742506.672913,-173282.190456,-0.000000
0.180000,1570671.179958,-170367.981284,-0.000000
0.181000,1401752.621574,-167449.231234,-0.000000
0.182000,1235755.016421,-164526.974461,-0.000000
0.183000,1072681.143345,-161602.654096,-0.000000
0.184000,912532.445159,-158677.499910,-0.000000
0.185000,755309.263420,-155752.485758,-0.000000
0.186000,601010.872941,-152828.770115,-0.000000
0.187000,449635.514308,-149907.264045,-0.000000
0.188000,301180.449818,-146989.012189,-0.000000
0.189000,155641.827617,-144075.197290,-0.000000
0.190000,13014.852901,-141166.524803,-0.000000
0.191000,-126706.302847,-138264.353137,0.000000
0.192000,-263528.564027,-135369.518157,0.000000
0.193000,-397459.740240,-132482.953732,0.000000
0.194000,-528508.483399,-129605.411421,0.000000
0.195000,-656684.257536,-126737.763139,0.000000
0.196000,-781997.542354,-123881.166673,0.000000
0.197000,-904459.820848,-121036.472232,0.000000
0.198000,-1024083.316201,-118204.310998,0.000000
0.199000,-1140881.033582,-115385.614089,0.000000
0.200000,-1254866.817167,-112581.129214,0.000000
0.201000,-1366055.234381,-109791.555302,0.000000
0.202000,-1474461.571458,-107017.630737,0.000000
0.203000,-1580101.894956,-104260.177232,0.000000
0.204000,-1682993.018150,-101519.867170,0.000000
0.205000,-1783152.435517,-98797.390381,0.000000
0.206000,-1880598.352675,-96093.479010,0.000000
0.207000,-1975349.494018,-93408.440578,0.000000
0.208000,-2067425.160077,-90743.117019,0.000000
0.209000,-2156845.498038,-88098.359537,0.000000
0.210000,-2243631.189476,-85474.388897,0.000000
0.211000,-2327803.361453,-82871.872954,0.000000
0.212000,-2409383.664524,-80291.192266,0.000000
0.213000,-2488394.251100,-77732.968690,0.000000
0.214000,-2564857.892080,-75197.817308,0.000000
0.215000,-2638797.864442,-72686.136261,0.000000
0.216000,-2710237.979717,-70198.595063,0.000000
0.217000,-2779202.446245,-67735.320585,0.000000
0.218000,-2845715.810175,-65296.859393,0.000000
0.219000,-2909803.108712,-62883.647558,0.000000
0.220000,-2971489.845184,-60496.180909,0.000000
0.221000,-3030801.869035,-58134.657372,0.000000
0.222000,-3087765.302234,-55799.423298,0.000000
0.223000,-3142406.777254,-53491.151623,0.000000
0.224000,-3194753.123541,-51209.568247,0.000000
0.225000,-3244831.522066,-48955.643896,0.000000
0.226000,-3292669.603127,-46729.311808,0.000000
0.227000,-3338295.056583,-44530.756617,0.000000
0.228000,-3381735.938189,-42360.523608,0.000000
0.229000,-3423020.510836,-40218.485249,0.000000
0.230000,-3462177.308523,-38105.307205,0.000000
0.231000,-3499235.024625,-36020.647784,0.000000
0.232000,-3534222.462201,-33965.063444,0.000000
0.233000,-3567168.731932,-31938.615531,0.000000
0.234000,-3598103.110685,-29941.574015,0.000000
0.235000,-3627055.048644,-27974.016580,0.000000
0.236000,-3654054.158982,-26036.190664,0.000000
0.237000,-3679130.169608,-24128.079708,0.000000
0.238000,-3702312.843983,-22249.770884,0.000000
0.239000,-3723632.100878,-20401.486975,0.000000
0.240000,-3743117.969699,-18583.227654,0.000000
0.241000,-3760800.590461,-16795.213363,0.000000
0.242000,-3776710.147180,-15037.313525,0.000000
0.243000,-3790876.750641,-13309.511740,0.000000
0.244000,-3803330.791276,-11612.380669,0.000000
0.245000,-3814102.668402,-9945.371265,0.000000
0.246000,-3823222.610975,-8308.688054,0.000000
0.247000,-3830720.784639,-6702.002709,0.000000
0.248000,-3836627.418214,-5125.765938,0.000000
0.249000,-3840972.847025,-3579.743615,0.000000
0.250000,-3843787.301737,-2063.959291,0.000000
0.251000,-3845100.808943,-577.983709,0.000000
0.252000,-3844943.574437,877.401693,0.000000
0.253000,-3843345.789308,2302.999532,0.000000
0.254000,-3840337.372898,3698.556020,0.000000
0.255000,-3835948.211264,5064.388511,0.000000
0.256000,-3830208.019938,6400.522113,0.000000
0.257000,-3823146.641980,7706.678193,0.000000
0.258000,-3814793.823870,8983.324620,0.000000
0.259000,-3805178.931045,10230.756374,0.000000
0.260000,-3794331.292555,11448.753835,0.000000
0.261000,-3782280.262978,12637.483527,0.000000
0.262000,-3769054.860377,13797.450088,0.000000
0.263000,-3754683.975318,14928.407666,0.000000
0.264000,-3739196.457664,16030.680514,0.000000
0.265000,-3722620.907186,17104.445219,0.000000
0.266000,-3704985.743522,18149.885337,0.000000
0.267000,-3686319.179424,19167.230749,0.000000
0.268000,-3666649.252907,20156.601527,0.000000
0.269000,-3646003.872078,21118.137232,0.000000
0.270000,-3624410.734219,22052.119134,0.000000
0.271000,-3601897.187805,22958.962762,0.000000
0.272000,-3578490.501742,23838.415099,0.000000
0.273000,-3554217.742523,24691.129230,0.000000
0.274000,-3529105.641520,25517.125459,0.000000
0.275000,-3503180.714598,26316.812395,0.000000
0.276000,-3476469.297882,27090.143179,0.000000
0.277000,-3448997.541453,27837.534279,0.000000
0.278000,-3420791.307299,28559.146620,0.000000
0.279000,-3391876.139740,29255.452906,0.000000
0.280000,-3362277.357221,29926.434616,0.000000
0.281000,-3332020.026220,30572.611335,0.000000
0.282000,-3301128.884900,31194.121955,0.000000
0.283000,-3269628.544711,31791.081074,0.000000
0.284000,-3237543.192279,32364.220420,0.000000
0.285000,-3204896.750503,32913.340432,0.000000
0.286000,-3171712.975548,33438.970300,0.000000
0.287000,-3138015.282546,33941.264722,0.000000
0.288000,-3103826.864382,34420.512709,0.000000
0.289000,-3069170.541455,34877.169252,0.000000
0.290000,-3034068.794370,35311.460030,0.000000
0.291000,-2998543.936036,35723.495263,0.000000
0.292000,-2962618.033623,36113.654738,0.000000
0.293000,-2926312.776619,36482.313937,0.000000
0.294000,-2889649.565287,36829.676613,0.000000
0.295000,-2852649.434037,37156.268953,0.000000
0.296000,-2815333.146156,37462.109535,0.000000
0.297000,-2777721.163908,37747.778834,0.000000
0.298000,-2739833.655169,38013.287993,0.000000
0.299000,-2701690.567981,38259.063312,0.000000
0.300000,-2663311.457337,38485.464820,0.000000
0.301000,-2624715.495529,38692.897547,0.000000
0.302000,-2585921.508539,38881.649581,0.000000
0.303000,-2546948.115298,39051.847696,0.000000
0.304000,-2507813.734938,39203.763891,0.000000
0.305000,-2468536.305131,39338.086811,0.000000
0.306000,-2429133.416750,39454.824817,0.000000
0.307000,-2389622.448738,39554.391244,0.000000
0.308000,-2350020.383279,39637.166340,0.000000
0.309000,-2310343.890800,39703.393979,0.000000
0.310000,-2270609.478667,39753.157176,0.000000
0.311000,-2230833.396736,39786.886064,0.000000
0.312000,-2191031.433220,39805.073360,0.000000
0.313000,-2151218.933064,39808.113270,0.000000
0.314000,-2111411.025636,39796.044507,0.000000
0.315000,-2071622.609158,39769.288602,0.000000
0.316000,-2031868.276490,39728.035855,0.000000
0.317000,-1992162.210475,39672.913639,0.000000
0.318000,-1952518.144833,39604.194545,0.000000
0.319000,-1912949.753528,39521.727638,0.000000
0.320000,-1873470.462269,39426.156194,0.000000
0.321000,-1834093.303595,39317.625748,0.000000
0.322000,-1794831.155374,39196.299951,0.000000
0.323000,-1755696.344007,39063.113985,0.000000
0.324000,-1716700.876761,38917.777171,0.000000
0.325000,-1677856.658178,38760.781557,0.000000
0.326000,-1639175.209775,38592.402170,0.000000
0.327000,-1600667.653630,38413.161487,0.000000
0.328000,-1562344.882560,38222.998498,0.000000
0.329000,-1524217.514700,38022.520058,0.000000
0.330000,-1486295.829055,37811.800236,0.000000
0.331000,-1448589.974084,37591.025429,0.000000
0.332000,-1411109.738394,37360.727078,0.000000
0.333000,-1373864.529461,37121.137457,0.000000
0.334000,-1336863.486285,36872.560804,0.000000
0.335000,-1300115.487150,36615.214688,0.000000
0.336000,-1263629.230377,36349.241809,0.000000
0.337000,-1227413.071609,36075.182681,0.000000
0.338000,-1191475.061120,35793.109874,0.000000
0.339000,-1155823.035697,35503.376288,0.000000
0.340000,-1120464.534305,35206.225160,0.000000
0.341000,-1085406.773063,34902.058053,0.000000
0.342000,-1050656.868405,34590.675840,0.000000
0.343000,-1016221.660795,34272.824645,0.000000
0.344000,-982107.581206,33948.580695,0.000000
0.345000,-948321.007245,33617.974699,0.000000
0.346000,-914867.991609,33281.622687,0.000000
0.347000,-881754.160014,32939.764427,0.000000
0.348000,-848985.029521,32592.378784,0.000000
0.349000,-816565.877532,32239.963473,0.000000
0.350000,-784501.669924,31882.645673,0.000000
0.351000,-752797.238301,31520.566648,0.000000
0.352000,-721457.035403,31154.340334,0.000000
0.353000,-690485.332355,30783.720428,0.000000
0.354000,-659886.402110,30408.947054,0.000000
0.355000,-629664.222127,30030.370445,0.000000
0.356000,-599822.475687,29648.229236,0.000000
0.357000,-570364.489949,29262.995762,0.000000
0.358000,-541293.311968,28874.759804,0.000000
0.359000,-512612.027720,28483.355061,0.000000
0.360000,-484323.510472,28089.369317,0.000000
0.361000,-456430.332346,27692.819958,0.000000
0.362000,-428934.884479,27294.049853,0.000000
0.363000,-401839.330843,26893.171601,0.000000
0.364000,-375145.769949,26490.203987,0.000000
0.365000,-348856.059229,26085.608060,0.000000
0.366000,-322971.816658,25679.403909,0.000000
0.367000,-297494.537590,25271.815609,0.000000
0.368000,-272425.414641,24863.223693,0.000000
0.369000,-247765.519379,24453.492359,0.000000
0.370000,-223515.814209,24042.973206,0.000000
0.371000,-199677.064068,23631.711105,0.000000
0.372000,-176249.783551,23220.159721,0.000000
0.373000,-153234.351660,22808.139803,0.000000
0.374000,-130631.059096,22396.004450,0.000000
0.375000,-108439.941543,21983.911547,0.000000
0.376000,-86661.010141,21571.753667,0.000000
0.377000,-65294.007491,21160.171403,0.000000
0.378000,-44338.516083,20748.849286,0.000000
0.379000,-23794.066925,20338.201975,0.000000
0.380000,-3659.900896,19928.396295,0.000000
0.381000,16064.753033,19519.290820,-0.000000
0.382000,35380.778112,19111.248802,-0.000000
0.383000,54289.257078,18704.307605,-0.000000
0.384000,72791.432773,18298.748786,-0.000000
0.385000,90888.708604,17894.613136,-0.000000
0.386000,108582.559145,17492.001870,-0.000000
0.387000,125874.646499,17091.187921,-0.000000
0.388000,142766.678029,16691.991199,-0.000000
0.389000,159260.388015,16294.643505,-0.000000
0.390000,175357.736680,15899.364946,-0.000000
0.391000,191060.798521,15506.165030,-0.000000
0.392000,206371.776370,15115.289681,-0.000000
0.393000,221292.771377,14726.293200,-0.000000
0.394000,235826.108852,14340.062695,-0.000000
0.395000,249974.345864,13956.181261,-0.000000
0.396000,263740.085830,13575.153745,-0.000000
0.397000,277125.951112,13196.518173,-0.000000
0.398000,290134.595867,12820.795042,-0.000000
0.399000,302768.745303,12447.610563,-0.000000
0.400000,315031.132697,12077.350748,-0.000000
0.401000,326924.872532,11710.391977,-0.000000
0.402000,338453.098827,11346.400611,-0.000000
0.403000,349618.966575,10985.748595,-0.000000
0.404000,360425.729984,10628.265206,-0.000000
0.405000,370876.615220,10274.063627,-0.000000
0.406000,380974.864052,9923.062884,-0.000000
0.407000,390723.793593,9575.493029,-0.000000
0.408000,400126.949026,9231.580138,-0.000000
0.409000,409187.931882,8891.212560,-0.000000
0.410000,417910.352089,8554.517523,-0.000000
0.411000,426297.863925,8221.457342,-0.000000
0.412000,434354.116204,7892.058453,-0.000000
0.413000,442082.843375,7566.465074,-0.000000
0.414000,449487.904040,7244.781484,-0.000000
0.415000,456573.160303,6926.911446,-0.000000
0.416000,463342.493343,6612.988168,-0.000000
0.417000,469799.725923,6302.763598,-0.000000
0.418000,475948.808573,5996.737447,-0.000000
0.419000,481793.751989,5694.534842,-0.000000
0.420000,487338.483526,5396.361009,-0.000000
0.421000,492587.000451,5102.151923,-0.000000
0.422000,497543.379552,4812.129177,-0.000000
0.423000,502211.816054,4526.309095,-0.000000
0.424000,506596.426427,4244.518839,-0.000000
0.425000,510701.297949,3966.871403,-0.000000
0.426000,514530.627330,3693.472685,-0.000000
0.427000,518088.590415,3424.176364,-0.000000
0.428000,521379.391355,3159.183586,-0.000000
0.429000,524407.270234,2898.366773,-0.000000
0.430000,527176.469068,2641.856037,-0.000000
0.431000,529691.255239,2389.573080,-0.000000
0.432000,531955.898183,2141.599494,-0.000000
0.433000,533974.647911,1897.815885,-0.000000
0.434000,535751.715214,1658.262396,-0.000000
0.435000,537291.333359,1422.944023,-0.000000
0.436000,538597.823615,1192.030919,-0.000000
0.437000,539675.473941,965.288404,-0.000000
0.438000,540528.435777,742.677154,-0.000000
0.439000,541160.952304,524.418619,-0.000000
0.440000,541577.322928,310.405492,-0.000000
0.441000,541781.778386,100.607366,-0.000000
0.442000,541778.532876,-104.978559,-0.000000
0.443000,541571.845528,-306.260111,-0.000000
0.444000,541165.998538,-503.282616,-0.000000
0.445000,540565.264966,-696.019382,-0.000000
0.446000,539773.897191,-884.537965,-0.000000
0.447000,538795.943357,-1069.177828,-0.000000
0.448000,537635.496517,-1249.513636,-0.000000
0.449000,536296.782967,-1425.701258,-0.000000
0.450000,534783.985035,-1597.673893,-0.000000
0.451000,533101.298546,-1765.470793,-0.000000
0.452000,531252.772592,-1929.345035,-0.000000
0.453000,529242.540579,-2088.878386,-0.000000
0.454000,527074.755257,-2244.446292,-0.000000
0.455000,524753.436936,-2395.940647,-0.000000
0.456000,522282.478136,-2543.722684,-0.000000
0.457000,519665.790820,-2687.396189,-0.000000
0.458000,516907.372677,-2827.182745,-0.000000
0.459000,514011.085836,-2963.132736,-0.000000
0.460000,510980.921725,-3094.939043,-0.000000
0.461000,507820.752768,-3223.142391,-0.000000
0.462000,504534.468165,-3347.174219,-0.000000
0.463000,501125.853635,-3467.803125,-0.000000
0.464000,497598.593929,-3584.469274,-0.000000
0.465000,493956.443906,-3697.587263,-0.000000
0.466000,490202.983289,-3807.095189,-0.000000
0.467000,486341.908472,-3912.822184,-0.000000
0.468000,482376.932588,-4014.904055,-0.000000
0.469000,478311.641188,-4113.460211,-0.000000
0.470000,474149.765345,-4208.082941,-0.000000
0.471000,469894.857060,-4299.532034,-0.000000
0.472000,465550.341719,-4387.307401,-0.000000
0.473000,461119.738705,-4471.716979,-0.000000
0.474000,456606.473619,-4552.642568,-0.000000
0.475000,452013.947522,-4630.249975,-0.000000
0.476000,447345.413675,-4704.669138,-0.000000
0.477000,442604.052566,-4775.916237,-0.000000
0.478000,437793.106066,-4843.853121,-0.000000
0.479000,432915.927494,-4908.394791,-0.000000
0.480000,427975.689743,-4969.984334,-0.000000
0.481000,422975.527402,-5028.259407,-0.000000
0.482000,417918.588275,-5083.552344,-0.000000
0.483000,412807.903633,-5135.766053,-0.000000
0.484000,407646.554790,-5184.897072,-0.000000
0.485000,402437.505240,-5231.183221,-0.000000
0.486000,397183.604983,-5274.614922,-0.000000
0.487000,391887.720129,-5315.169597,-0.000000
0.488000,386552.734979,-5352.833394,-0.000000
0.489000,381181.450239,-5387.786332,-0.000000
0.490000,375776.574065,-5420.034371,-0.000000
0.491000,370340.807257,-5449.586237,-0.000000
0.492000,364876.810894,-5476.512318,-0.000000
0.493000,359387.313956,-5500.607850,-0.000000
0.494000,353874.889001,-5522.386704,-0.000000
0.495000,348342.043324,-5541.470112,-0.000000
0.496000,342791.347049,-5558.107958,-0.000000
0.497000,337225.286870,-5572.218900,-0.000000
0.498000,331646.255642,-5584.070142,-0.000000
0.499000,326056.595177,-5593.498765,-0.000000
0.500000,320458.633956,-5600.692539,-0.000000
0.501000,314854.593924,-5605.677571,-0.000000
0.502000,309246.690607,-5608.440793,-0.000000
0.503000,303637.089256,-5609.095157,-0.000000
0.504000,298027.965363,-5607.508487,-0.000000
0.505000,292421.367308,-5604.064499,-0.000000
0.506000,286819.311279,-5598.447460,-0.000000
0.507000,281224.011833,-5590.575187,-0.000000
0.508000,275637.440011,-5581.013510,-0.000000
0.509000,270061.327929,-5569.677752,-0.000000
0.510000,264497.586376,-5556.296234,-0.000000
0.511000,258948.084178,-5541.221339,-0.000000
0.512000,253414.567925,-5524.347486,-0.000000
0.513000,247898.827228,-5505.693578,-0.000000
0.514000,242402.611852,-5485.320179,-0.000000
0.515000,236927.520306,-5463.468273,-0.000000
0.516000,231475.161828,-5439.878002,-0.000000
0.517000,226047.120788,-5414.856027,-0.000000
0.518000,220644.916576,-5388.228114,-0.000000
0.519000,215270.075168,-5360.153605,-0.000000
0.520000,209923.998163,-5330.722244,-0.000000
0.521000,204608.088748,-5299.842037,-0.000000
0.522000,199323.826669,-5267.451726,-0.000000
0.523000,194072.628916,-5233.736787,-0.000000
0.524000,188855.709678,-5198.917128,-0.000000
0.525000,183674.237684,-5162.865541,-0.000000
0.526000,178529.475664,-5125.520906,-0.000000
0.527000,173422.627313,-5087.061166,-0.000000
0.528000,168354.882589,-5047.337534,-0.000000
0.529000,163327.428486,-5006.503163,-0.000000
0.530000,158341.307645,-4964.693667,-0.000000
0.531000,153397.431967,-4922.034939,-0.000000
0.532000,148496.883001,-4878.064846,-0.000000
0.533000,143640.708183,-4833.308653,-0.000000
0.534000,138829.782950,-4787.588681,-0.000000
0.535000,134064.895587,-4741.254175,-0.000000
0.536000,129346.785535,-4694.056654,-0.000000
0.537000,124676.361712,-4645.904862,-0.000000
0.538000,120054.462538,-4597.029379,-0.000000
0.539000,115481.862645,-4547.328891,-0.000000
0.540000,110959.362627,-4496.852031,-0.000000
0.541000,106487.528916,-4446.016530,-0.000000
0.542000,102066.987115,-4394.291221,-0.000000
0.543000,97698.424528,-4342.079067,-0.000000
0.544000,93382.353957,-4289.328415,-0.000000
0.545000,89119.256272,-4236.153916,-0.000000
0.546000,84909.729829,-4182.208353,-0.000000
0.547000,80754.408663,-4127.764391,-0.000000
0.548000,76653.758521,-4072.886984,-0.000000
0.549000,72608.098967,-4017.802677,-0.000000
0.550000,68617.751602,-3962.283199,-0.000000
0.551000,64683.035941,-3906.558629,-0.000000
0.552000,60804.236502,-3850.470874,-0.000000
0.553000,56981.713256,-3794.026289,-0.000000
0.554000,53215.906455,-3737.058856,-0.000000
0.555000,49507.052876,-3680.137718,-0.000000
0.556000,45855.217655,-3623.041058,-0.000000
0.557000,42260.621801,-3565.678301,-0.000000
0.558000,38723.467308,-3508.176920,-0.000000
0.559000,35243.894746,-3450.532957,-0.000000
0.560000,31822.074817,-3392.690380,-0.000000
0.561000,28458.178716,-3334.703668,-0.000000
0.562000,25152.359644,-3276.554698,-0.000000
0.563000,21904.578690,-3218.643621,-0.000000
0.564000,18714.842064,-3160.484626,-0.000000
0.565000,15583.231940,-3102.407405,-0.000000
0.566000,12509.747842,-3044.250077,-0.000000
0.567000,9494.298015,-2986.354479,-0.000000
0.568000,6536.779546,-2928.404469,-0.000000
0.569000,3637.173777,-2870.545323,-0.000000
0.570000,795.322705,-2812.910492,-0.000000
0.571000,-1988.893200,-2755.291339,0.000000
0.572000,-4715.520292,-2697.748784,0.000000
0.573000,-7384.728803,-2640.468992,0.000000
0.574000,-9996.674678,-2583.239280,0.000000
0.575000,-12551.503339,-2526.249215,0.000000
0.576000,-15049.462408,-2469.514508,0.000000
