time, position, velocity, acceleration
0.000000,1.000000,1000000.000000,-0.000000
0.001000,996612.325312,993045.723401,-0.000000
0.002000,1986103.882122,985763.010427,-0.000000
0.003000,2968149.757704,978156.956862,-0.000000
0.004000,3942429.037687,970232.462807,-0.000000
0.005000,4908625.870436,961994.751917,-0.000000
0.006000,5866429.556798,953448.904570,-0.000000
0.007000,6815534.631626,944600.306687,-0.000000
0.008000,7755641.106296,935454.523854,-0.000000
0.009000,8686454.477277,926016.959710,-0.000000
0.010000,9607685.723710,916293.174476,-0.000000
0.011000,10519051.356239,906288.669798,-0.000000
0.012000,11420273.466999,896009.105499,-0.000000
0.013000,12311079.910395,885460.344686,-0.000000
0.014000,13191204.384615,874648.210606,-0.000000
0.015000,14060386.429116,863578.561210,-0.000000
0.016000,14918371.415487,852257.201627,-0.000000
0.017000,15764910.649575,840690.193524,-0.000000
0.018000,16599761.508730,828883.616898,-0.000000
0.019000,17422687.413421,816843.476815,-0.000000
0.020000,18233457.869470,804575.937345,-0.000000
0.021000,19031848.602294,792087.272091,-0.000000
0.022000,19817641.510481,779383.552824,-0.000000
0.023000,20590624.690549,766471.101888,-0.000000
0.024000,21350592.526710,753356.171129,-0.000000
0.025000,22097345.723299,740045.147384,-0.000000
0.026000,22830691.368115,726544.409415,-0.000000
0.027000,23550442.912962,712860.305202,-0.000000
0.028000,24256420.168070,698999.202253,-0.000000
0.029000,24948449.389915,684967.623955,-0.000000
0.030000,25626363.357379,670772.090390,-0.000000
0.031000,26290001.248360,656418.878599,-0.000000
0.032000,26939208.676337,641914.580849,-0.000000
0.033000,27573837.810056,627265.714190,-0.000000
0.034000,28193747.259357,612478.642713,-0.000000
0.035000,28798802.247360,597560.226689,-0.000000
0.036000,29388874.579295,582516.769688,-0.000000
0.037000,29963842.492851,567354.831322,-0.000000
0.038000,30523590.807636,552081.014414,-0.000000
0.039000,31068010.908902,536701.846243,-0.000000
0.040000,31597000.624286,521223.683298,-0.000000
0.041000,32110464.328880,505653.262054,-0.000000
0.042000,32608312.992990,489997.035628,-0.000000
0.043000,33090463.969328,474261.314697,-0.000000
0.044000,33556841.090061,458452.745639,-0.000000
0.045000,34007374.824842,442577.955774,-0.000000
0.046000,34442002.010796,426643.052365,-0.000000
0.047000,34860665.925441,410654.806540,-0.000000
0.048000,35263316.344665,394619.443574,-0.000000
0.049000,35649909.306067,378543.260276,-0.000000
0.050000,36020407.229053,362432.721926,-0.000000
0.051000,36374778.973153,346294.242334,-0.000000
0.052000,36712999.657396,330133.926012,-0.000000
0.053000,37035050.635960,313958.137103,-0.000000
0.054000,37340919.574695,297773.133784,-0.000000
0.055000,37630600.326598,281585.031236,-0.000000
0.056000,37904092.867834,265399.959424,-0.000000
0.057000,38161403.341873,249224.121701,-0.000000
0.058000,38402543.942074,233063.413870,-0.000000
0.059000,38627532.877350,216923.969703,-0.000000
0.060000,38836394.310384,200811.562465,-0.000000
0.061000,39029158.356742,184732.322936,-0.000000
0.062000,39205861.102182,168692.060157,-0.000000
0.063000,39366544.408121,152696.515447,-0.000000
0.064000,39511255.878512,136751.431499,-0.000000
0.065000,39640048.821422,120862.472929,-0.000000
0.066000,39752982.310914,105035.505714,-0.000000
0.067000,39850121.003586,89275.828891,-0.000000
0.068000,39931535.030830,73589.091422,-0.000000
0.069000,39997300.008785,57980.613400,-0.000000
0.070000,40047496.887006,42455.740565,-0.000000
0.071000,40082212.036866,27019.969580,-0.000000
0.072000,40101537.072249,11678.288725,-0.000000
0.073000,40105568.797633,-3563.910693,-0.000000
0.074000,40094409.161942,-18701.731166,-0.000000
0.075000,40068165.141647,-33730.016432,-0.000000
0.076000,40026948.788347,-48643.773118,-0.000000
0.077000,39970877.001506,-63438.299212,-0.000000
0.078000,39900071.548001,-78108.563310,-0.000000
0.079000,39814658.927995,-92650.130045,-0.000000
0.080000,39714770.218840,-107058.281675,-0.000000
0.081000,39600541.097941,-121328.536223,-0.000000
0.082000,39472111.696332,-135456.469065,-0.000000
0.083000,39329626.640947,-149437.514024,-0.000000
0.084000,39173234.950209,-163267.454450,-0.000000
0.085000,39003089.765933,-176942.260575,-0.000000
0.086000,38819348.443032,-190457.537286,-0.000000
0.087000,38622172.450055,-203809.452150,-0.000000
0.088000,38411727.225772,-216993.898271,-0.000000
0.089000,38188182.169698,-230007.061203,-0.000000
0.090000,37951710.442468,-242845.233574,-0.000000
0.091000,37702488.934873,-255504.663113,-0.000000
0.092000,37440698.154705,-267981.868203,-0.000000
0.093000,37166522.072164,-280273.406114,-0.000000
0.094000,36880148.135227,-292375.764688,-0.000000
0.095000,36581767.202813,-304285.634373,-0.000000
0.096000,36271573.395341,-315999.802052,-0.000000
0.097000,35949763.979440,-327515.188673,-0.000000
0.098000,35616539.190645,-338828.935527,-0.000000
0.099000,35272102.206413,-349938.018197,-0.000000
0.100000,34916659.155410,-360839.558858,-0.000000
0.101000,34550418.909483,-371530.948901,-0.000000
0.102000,34173592.945142,-382009.587957,-0.000000
0.103000,33786395.360329,-392272.833959,-0.000000
0.104000,33389042.804401,-402318.226183,-0.000000
0.105000,32981754.276179,-412143.526354,-0.000000
0.106000,32564750.926328,-421746.669030,-0.000000
0.107000,32138256.067410,-431125.396454,-0.000000
0.108000,31702495.149742,-440277.690726,-0.000000
0.109000,31257695.609860,-449201.597433,-0.000000
0.110000,30804086.809709,-457895.220284,-0.000000
0.111000,30341899.949827,-466356.778397,-0.000000
0.112000,29871367.794114,-474584.925335,-0.000000
0.113000,29392724.639621,-482577.942003,-0.000000
0.114000,28906206.377258,-490334.359513,-0.000000
0.115000,28412050.280719,-497852.880994,-0.000000
0.116000,27910494.944139,-505132.162616,-0.000000
0.117000,27401780.074951,-512171.320890,-0.000000
0.118000,26886146.401585,-518969.197813,-0.000000
0.119000,26363835.666536,-525524.922812,-0.000000
0.120000,25835090.574980,-531837.441431,-0.000000
0.121000,25300154.592258,-537906.286790,-0.000000
0.122000,24759271.872200,-543730.549514,-0.000000
0.123000,24212687.182801,-549309.909607,-0.000000
0.124000,23660645.681015,-554643.909297,-0.000000
0.125000,23103393.012592,-559732.028807,-0.000000
0.126000,22541175.155196,-564574.123349,-0.000000
0.127000,21974238.298456,-569169.913894,-0.000000
0.128000,21402828.781603,-573519.379696,-0.000000
0.129000,20827192.914938,-577622.599033,-0.000000
0.130000,20247576.891939,-581479.726958,-0.000000
0.131000,19664226.790475,-585090.839587,-0.000000
0.132000,19077388.434616,-588456.367604,-0.000000
0.133000,18487307.278027,-591576.621101,-0.000000
0.134000,17894228.415573,-594452.007200,-0.000000
0.135000,17298396.396864,-597083.208562,-0.000000
0.136000,16700055.099094,-599470.887101,-0.000000
0.137000,16099447.744090,-601615.691386,-0.000000
0.138000,15496816.755372,-603518.568645,-0.000000
0.139000,14892403.668394,-605180.347658,-0.000000
0.140000,14286449.101099,-606602.034037,-0.000000
0.141000,13679192.681200,-607784.602342,-0.000000
0.142000,13070872.787472,-608729.574570,-0.000000
0.143000,12461726.518737,-609437.989049,-0.000000
0.144000,11851989.860395,-609911.033687,-0.000000
0.145000,11241897.416040,-610150.283109,-0.000000
0.146000,10631682.228264,-610157.284300,-0.000000
0.147000,10021575.804336,-609933.560520,-0.000000
0.148000,9411808.076494,-609480.737945,-0.000000
0.149000,8802607.238081,-608800.667335,-0.000000
0.150000,8194199.771412,-607894.919987,-0.000000
0.151000,7586810.422465,-606765.396247,-0.000000
0.152000,6980661.986973,-605414.095572,-0.000000
0.153000,6375975.252829,-603843.033638,-0.000000
0.154000,5772968.969719,-602054.270580,-0.000000
0.155000,5171859.792168,-600049.935926,-0.000000
0.156000,4572862.142466,-597832.363711,-0.000000
0.157000,3976188.195133,-595403.715170,-0.000000
0.158000,3382047.848740,-592766.380010,-0.000000
0.159000,2790648.610341,-589922.750963,-0.000000
0.160000,2202195.590512,-586875.227658,-0.000000
0.161000,1616891.310304,-583626.588246,-0.000000
0.162000,1034935.760062,-580179.116224,-0.000000
0.163000,456526.331223,-576535.724214,-0.000000
0.164000,-118142.280469,-572698.891088,0.000000
0.165000,-688878.058511,-568671.495137,0.000000
0.166000,-1255491.824269,-564456.333290,0.000000
0.167000,-1817797.215842,-560056.241362,0.000000
0.168000,-2375610.788624,-555474.217178,0.000000
0.169000,-2928752.037971,-550713.142366,0.000000
0.170000,-3477043.394382,-545776.004724,0.000000
0.171000,-4020310.379449,-540665.997594,0.000000
0.172000,-4558381.626875,-535386.151435,0.000000
0.173000,-5091088.870039,-529939.634202,0.000000
0.174000,-5618266.932471,-524329.457819,0.000000
0.175000,-6139753.866231,-518559.065967,0.000000
0.176000,-6655391.057977,-512631.683801,0.000000
0.177000,-7165023.073231,-506550.443346,0.000000
0.178000,-7668497.870209,-500318.996338,0.000000
0.179000,-8165666.744573,-493940.366273,0.000000
0.180000,-8656384.327878,-487418.199652,0.000000
0.181000,-9140508.749451,-480755.845272,0.000000
0.182000,-9617901.502537,-473956.681391,0.000000
0.183000,-10088427.597555,-467024.362873,0.000000
0.184000,-10551955.659558,-459962.463491,0.000000
0.185000,-11008357.833291,-452774.448289,0.000000
0.186000,-11457509.800254,-445463.924737,0.000000
0.187000,-11899290.796153,-438034.393208,0.000000
0.188000,-12333583.612395,-430489.463791,0.000000
0.189000,-12760274.706964,-422832.858597,0.000000
0.190000,-13179254.138222,-415068.055919,0.000000
0.191000,-13590415.645583,-407198.938126,0.000000
0.192000,-13993656.715335,-399229.116273,0.000000
0.193000,-14388878.486126,-391162.283129,0.000000
0.194000,-14775985.749265,-383002.050633,0.000000
0.195000,-15154886.954074,-374752.121956,0.000000
0.196000,-15525494.346820,-366416.386730,0.000000
0.197000,-15887723.985891,-357998.579048,0.000000
0.198000,-16241495.609967,-349502.324830,0.000000
0.199000,-16586732.678478,-340931.438582,0.000000
0.200000,-16923362.420834,-332289.645152,0.000000
0.201000,-17251315.784322,-323580.654710,0.000000
0.202000,-17570527.444089,-314808.212005,0.000000
0.203000,-17880935.849910,-305976.120687,0.000000
0.204000,-18182483.217428,-297088.108209,0.000000
0.205000,-18475115.498946,-288147.919676,0.000000
0.206000,-18758782.407695,-279159.331033,0.000000
0.207000,-19033437.313048,-270125.878300,0.000000
0.208000,-19299037.275789,-261051.407029,0.000000
0.209000,-19555543.207167,-251939.771825,0.000000
0.210000,-19802919.692200,-242794.465508,0.000000
0.211000,-20041134.936557,-233619.235429,0.000000
0.212000,-20270160.809725,-224417.661436,0.000000
0.213000,-20489972.828697,-215193.457759,0.000000
0.214000,-20700550.220906,-205950.330343,0.000000
0.215000,-20901875.854468,-196691.854131,0.000000
0.216000,-21093936.247019,-187421.752261,0.000000
0.217000,-21276721.478804,-178143.426679,0.000000
0.218000,-21450225.147218,-168860.508676,0.000000
0.219000,-21614444.443805,-159576.554700,0.000000
0.220000,-21769380.127648,-150295.142672,0.000000
0.221000,-21915036.442996,-141019.664653,0.000000
0.222000,-22051421.060804,-131753.581232,0.000000
0.223000,-22178545.198850,-122500.524515,0.000000
0.224000,-22296423.425410,-113263.563710,0.000000
0.225000,-22405073.726345,-104046.462971,0.000000
0.226000,-22504517.543987,-94852.371481,0.000000
0.227000,-22594779.530471,-85684.558867,0.000000
0.228000,-22675887.700287,-76546.479277,0.000000
0.229000,-22747873.316636,-67441.176084,0.000000
0.230000,-22810770.901715,-58372.122582,0.000000
0.231000,-22864618.148227,-49342.186938,0.000000
0.232000,-22909455.861186,-40354.724216,0.000000
0.233000,-22945328.044719,-31412.777524,0.000000
0.234000,-22972281.791305,-22519.479755,0.000000
0.235000,-22990367.255910,-13677.822674,0.000000
0.236000,-22999637.618403,-4890.863675,0.000000
0.237000,-23000149.023888,3838.524384,0.000000
0.238000,-22991960.503094,12507.443660,0.000000
0.239000,-22975134.006576,21112.952936,0.000000
0.240000,-22949734.344396,29652.274636,0.000000
0.241000,-22915829.149640,38122.540937,0.000000
0.242000,-22873488.803670,46521.123179,0.000000
0.243000,-22822786.329794,54845.366630,0.000000
0.244000,-22763797.556858,63092.315939,0.000000
0.245000,-22696600.926743,71259.699673,0.000000
0.246000,-22621277.348308,79344.856389,0.000000
0.247000,-22537910.217780,87345.472623,0.000000
0.248000,-22446585.447969,95258.829778,0.000000
0.249000,-22347391.452550,103082.644408,0.000000
0.250000,-22240418.980605,110814.529699,0.000000
0.251000,-22125761.015111,118452.404527,0.000000
0.252000,-22003512.946564,125993.536474,0.000000
0.253000,-21873772.420026,133436.147574,0.000000
0.254000,-21736639.138209,140777.901770,0.000000
0.255000,-21592214.952521,148016.837431,0.000000
0.256000,-21440603.735966,155150.873513,0.000000
0.257000,-21281911.506825,162177.801070,0.000000
0.258000,-21116246.253584,169095.888126,0.000000
0.259000,-20943717.720831,175903.354799,0.000000
0.260000,-20764437.556552,182598.174888,0.000000
0.261000,-20578519.299628,189178.592624,0.000000
0.262000,-20386078.121568,195643.098344,0.000000
0.263000,-20187230.893925,201989.802514,0.000000
0.264000,-19982096.188822,208217.193130,0.000000
0.265000,-19770794.106709,214323.725814,0.000000
0.266000,-19553446.264438,220307.912255,0.000000
0.267000,-19330175.727646,226168.343256,0.000000
0.268000,-19101106.976521,231903.599116,0.000000
0.269000,-18866365.879218,237512.323677,0.000000
0.270000,-18626079.592769,242993.295280,0.000000
0.271000,-18380376.430080,248345.423749,0.000000
0.272000,-18129385.960179,253567.287733,0.000000
0.273000,-17873238.886285,258658.039358,0.000000
0.274000,-17612066.914006,263616.522350,0.000000
0.275000,-17346002.766729,268441.857067,0.000000
0.276000,-17075180.151584,273132.956110,0.000000
0.277000,-16799733.703104,277689.051626,0.000000
0.278000,-16519798.869850,282109.283635,0.000000
0.279000,-16235511.843374,286393.025790,0.000000
0.280000,-15947009.555740,290539.423855,0.000000
0.281000,-15654429.611510,294547.986494,0.000000
0.282000,-15357910.188613,298418.058603,0.000000
0.283000,-15057590.100545,302149.024119,0.000000
0.284000,-14753608.571833,305740.676340,0.000000
0.285000,-14446105.274385,309192.328012,0.000000
0.286000,-14135220.331423,312503.762960,0.000000
0.287000,-13821094.162838,315674.604258,0.000000
0.288000,-13503867.500283,318704.605056,0.000000
0.289000,-13183681.247495,321593.667728,0.000000
0.290000,-12860676.444904,324341.616575,0.000000
0.291000,-12534994.315807,326948.261537,0.000000
0.292000,-12206776.169878,329413.619493,0.000000
0.293000,-11876163.274544,331737.757867,0.000000
0.294000,-11543296.853057,333920.697572,0.000000
0.295000,-11208317.988837,335962.696836,0.000000
0.296000,-10871367.627239,337863.773849,0.000000
0.297000,-10532586.508286,339624.320327,0.000000
0.298000,-10192115.118447,341244.451989,0.000000
0.299000,-9850093.684186,342724.572492,0.000000
0.300000,-9506662.021889,344065.098156,0.000000
0.301000,-9161959.493464,345266.521305,0.000000
0.302000,-8816124.977241,346329.316623,0.000000
0.303000,-8469296.899143,347253.914135,0.000000
0.304000,-8121613.189506,348040.874592,0.000000
0.305000,-7773211.073452,348691.046957,0.000000
0.306000,-7424227.098708,349204.937421,0.000000
0.307000,-7074797.167283,349583.330548,0.000000
0.308000,-6725056.382502,349827.038853,0.000000
0.309000,-6375139.051345,349936.842330,0.000000
0.310000,-6025178.724879,349913.472666,0.000000
0.311000,-5675308.100469,349757.904915,0.000000
0.312000,-5325658.859644,349471.195276,0.000000
0.313000,-4976361.633628,349054.387902,0.000000
0.314000,-4627546.090449,348508.365039,0.000000
0.315000,-4279340.884905,347834.270184,0.000000
0.316000,-3931873.573792,347033.155702,0.000000
0.317000,-3585270.514870,346106.366499,0.000000
0.318000,-3239656.802061,345055.085300,0.000000
0.319000,-2895156.449279,343880.289456,0.000000
0.320000,-2551892.245407,342583.450528,0.000000
0.321000,-2209985.631140,341165.793418,0.000000
0.322000,-1869556.798690,339628.589797,0.000000
0.323000,-1530724.427242,337973.592860,0.000000
0.324000,-1193605.776757,336201.888655,0.000000
0.325000,-858316.779094,334315.046188,0.000000
0.326000,-524971.841598,332314.545266,0.000000
0.327000,-193683.803120,330202.042404,0.000000
0.328000,135436.002836,327978.891934,-0.000000
0.329000,462277.805365,325646.863650,-0.000000
0.330000,786733.466454,323207.453626,-0.000000
0.331000,1108696.391438,320662.251964,-0.000000
0.332000,1428061.690455,318013.077385,-0.000000
0.333000,1744726.221619,315261.606965,-0.000000
0.334000,2058588.555192,312409.587414,-0.000000
0.335000,2369548.997203,309458.743203,-0.000000
0.336000,2677509.569888,306410.781907,-0.000000
0.337000,2982374.130888,303267.665927,-0.000000
0.338000,3284048.378723,300031.114615,-0.000000
0.339000,3582439.824015,296703.032107,-0.000000
0.340000,3877457.862125,293285.283399,-0.000000
0.341000,4169013.810732,289779.847509,-0.000000
0.342000,4457020.804413,286188.379367,-0.000000
0.343000,4741393.915146,282513.097468,-0.000000
0.344000,5022050.251829,278755.857328,-0.000000
0.345000,5298908.774894,274918.506110,-0.000000
0.346000,5571890.469934,271003.245940,-0.000000
0.347000,5840918.426316,267012.082120,-0.000000
0.348000,6105917.671815,262946.885973,-0.000000
0.349000,6366815.262840,258809.842486,-0.000000
0.350000,6623540.342380,254602.939716,-0.000000
0.351000,6876024.052476,250328.187258,-0.000000
0.352000,7124199.688133,245987.880499,-0.000000
0.353000,7368002.598829,241583.833388,-0.000000
0.354000,7607370.092954,237118.148897,-0.000000
0.355000,7842241.619467,232593.004621,-0.000000
0.356000,8072558.778390,228010.524729,-0.000000
0.357000,8298265.366448,223372.977767,-0.000000
0.358000,8519307.343625,218682.421615,-0.000000
0.359000,8735632.657158,213940.772726,-0.000000
0.360000,8947191.391024,209150.386947,-0.000000
0.361000,9153935.824650,204313.299424,-0.000000
0.362000,9355820.368782,199431.736893,-0.000000
0.363000,9552801.597151,194507.798361,-0.000000
0.364000,9744838.156899,189543.531318,-0.000000
0.365000,9931890.871449,184541.239951,-0.000000
0.366000,10113922.742959,179502.977539,-0.000000
0.367000,10290898.885907,174430.914816,-0.000000
0.368000,10462786.631219,169327.313351,-0.000000
0.369000,10629555.422632,164194.137276,-0.000000
0.370000,10791176.807284,159033.628377,-0.000000
0.371000,10947624.485125,153847.850363,-0.000000
0.372000,11098874.336299,148639.099094,-0.000000
0.373000,11244904.353086,143409.303184,-0.000000
0.374000,11385694.606973,138160.691521,-0.000000
0.375000,11521227.340140,132895.376374,-0.000000
0.376000,11651486.827398,127615.310614,-0.000000
0.377000,11776459.508640,122322.870391,-0.000000
0.378000,11896133.921580,117019.875735,-0.000000
0.379000,12010500.629440,111708.556550,-0.000000
0.380000,12119552.350377,106390.992636,-0.000000
0.381000,12223283.788548,101069.076136,-0.000000
0.382000,12321691.680144,95744.978110,-0.000000
0.383000,12414774.833624,90420.671979,-0.000000
0.384000,12502534.095420,85098.259659,-0.000000
0.385000,12584972.338728,79779.692637,-0.000000
0.386000,12662094.398957,74466.943445,-0.000000
0.387000,12733907.126909,69162.069811,-0.000000
0.388000,12800419.293535,63866.854420,-0.000000
0.389000,12861641.563087,58583.300456,-0.000000
0.390000,12917586.592374,53313.389517,-0.000000
0.391000,12968268.951265,48058.966001,-0.000000
0.392000,13013705.113711,42821.993128,-0.000000
0.393000,13053913.308653,37604.018037,-0.000000
0.394000,13088913.686768,32407.335438,-0.000000
0.395000,13118728.309990,27233.474092,-0.000000
0.396000,13143381.024205,22084.471950,-0.000000
0.397000,13162897.425307,16961.791739,-0.000000
0.398000,13177304.843970,11867.439059,-0.000000
0.399000,13186632.349065,6802.885299,-0.000000
0.400000,13190910.688315,1770.015768,-0.000000
0.401000,13190172.482337,-3229.309341,-0.000000
0.402000,13184451.996549,-8193.660185,-0.000000
0.403000,13173785.117417,-13121.225435,-0.000000
0.404000,13158209.375301,-18010.528363,-0.000000
0.405000,13137763.846664,-22859.953984,-0.000000
0.406000,13112489.154906,-27668.023455,-0.000000
0.407000,13082427.479432,-32433.104130,-0.000000
0.408000,13047622.619342,-37153.589504,-0.000000
0.409000,13008119.870483,-41828.092476,-0.000000
0.410000,12963965.971366,-46455.115243,-0.000000
0.411000,12915209.097787,-51033.281076,-0.000000
0.412000,12861898.807199,-55561.203642,-0.000000
0.413000,12804086.063929,-60037.455825,-0.000000
0.414000,12741823.234623,-64460.660252,-0.000000
0.415000,12675163.991708,-68829.582703,-0.000000
0.416000,12604163.293719,-73142.885574,-0.000000
0.417000,12528877.312710,-77399.479195,-0.000000
0.418000,12449363.511406,-81597.872790,-0.000000
0.419000,12365680.577647,-85737.106193,-0.000000
0.420000,12277888.311145,-89815.916520,-0.000000
0.421000,12186047.682596,-93833.224555,-0.000000
0.422000,12090220.809401,-97787.816505,-0.000000
0.423000,11990470.949218,-101678.625586,-0.000000
0.424000,11886862.356682,-105504.724533,-0.000000
0.425000,11779460.280498,-109265.052842,-0.000000
0.426000,11668331.012971,-112958.583919,-0.000000
0.427000,11553541.785039,-116584.466929,-0.000000
0.428000,11435160.762979,-120141.682447,-0.000000
0.429000,11313257.022627,-123629.430535,-0.000000
0.430000,11187900.498224,-127046.794641,-0.000000
0.431000,11059161.965109,-130393.008975,-0.000000
0.432000,10927112.994662,-133667.247456,-0.000000
0.433000,10791825.910752,-136868.831031,-0.000000
0.434000,10653373.746200,-139997.021039,-0.000000
0.435000,10511830.246657,-143051.130481,-0.000000
0.436000,10367269.876745,-146030.408613,-0.000000
0.437000,10219767.719480,-148934.369008,-0.000000
0.438000,10069399.384019,-151762.445998,-0.000000
0.439000,9916241.104617,-154513.955330,-0.000000
0.440000,9760369.689633,-157188.432726,-0.000000
0.441000,9601862.417649,-159785.402088,-0.000000
0.442000,9440797.035337,-162304.403338,-0.000000
0.443000,9277251.761069,-164744.953238,-0.000000
0.444000,9111305.241199,-167106.678904,-0.000000
0.445000,8943036.499818,-169389.197779,-0.000000
0.446000,8772524.900638,-171592.213054,-0.000000
0.447000,8599850.009483,-173715.616971,-0.000000
0.448000,8425091.704236,-175758.893878,-0.000000
0.449000,8248330.196303,-177721.891770,-0.000000
0.450000,8069645.897340,-179604.362304,-0.000000
0.451000,7889119.421410,-181406.148842,-0.000000
0.452000,7706831.461729,-183127.249412,-0.000000
0.453000,7522862.891388,-184767.306825,-0.000000
0.454000,7337294.697360,-186326.449652,-0.000000
0.455000,7150207.861275,-187804.560366,-0.000000
0.456000,6961683.331783,-189201.821893,-0.000000
0.457000,6771802.077352,-190518.012304,-0.000000
0.458000,6580645.096259,-191753.293215,-0.000000
0.459000,6388293.259010,-192907.758592,-0.000000
0.460000,6194827.430706,-193981.325527,-0.000000
0.461000,6000328.300623,-194974.427608,-0.000000
0.462000,5804876.428851,-195886.890584,-0.000000
0.463000,5608552.150682,-196719.336849,-0.000000
0.464000,5411435.546178,-197471.655619,-0.000000
0.465000,5213606.512341,-198144.322709,-0.000000
0.466000,5015144.592661,-198737.569630,-0.000000
0.467000,4816129.117102,-199251.591891,-0.000000
0.468000,4616639.118400,-199686.787986,-0.000000
0.469000,4416753.221494,-200043.574855,-0.000000
0.470000,4216549.773114,-200322.092346,-0.000000
0.471000,4016106.630705,-200523.177853,-0.000000
0.472000,3815501.162862,-200646.972719,-0.000000
0.473000,3614810.352142,-200694.106723,-0.000000
0.474000,3414110.660733,-200664.991055,-0.000000
0.475000,3213478.045400,-200560.224899,-0.000000
0.476000,3012987.861111,-200380.412497,-0.000000
0.477000,2812714.878846,-200126.117493,-0.000000
0.478000,2612733.338581,-199797.838212,-0.000000
0.479000,2413116.955365,-199396.125944,-0.000000
0.480000,2213938.728882,-198921.859395,-0.000000
0.481000,2015271.000042,-198375.477978,-0.000000
0.482000,1817185.459562,-197757.841782,-0.000000
0.483000,1619753.050026,-197069.587176,-0.000000
0.484000,1423044.040161,-196311.425207,-0.000000
0.485000,1227127.907252,-195484.227243,-0.000000
0.486000,1032073.317492,-194588.744105,-0.000000
0.487000,837948.179903,-193625.739110,-0.000000
0.488000,644819.627814,-192596.000089,-0.000000
0.489000,452753.940947,-191500.446002,-0.000000
0.490000,261816.520210,-190339.915442,-0.000000
0.491000,72071.917809,-189115.266980,-0.000000
0.492000,-116416.199554,-187827.412762,0.000000
0.493000,-303585.006814,-186477.123947,0.000000
0.494000,-489372.665830,-185065.602267,0.000000
0.495000,-673718.292294,-183593.554281,0.000000
0.496000,-856561.897025,-182062.062828,0.000000
0.497000,-1037844.486737,-180472.036935,0.000000
0.498000,-1217508.085399,-178824.601484,0.000000
0.499000,-1395495.725900,-177120.649600,0.000000
0.500000,-1571751.442302,-175361.289908,0.000000
0.501000,-1746220.338229,-173547.552805,0.000000
0.502000,-1918848.543201,-171680.459471,0.000000
0.503000,-2089583.250829,-169761.116526,0.000000
0.504000,-2258372.697107,-167790.502105,0.000000
0.505000,-2425166.250949,-165769.903136,0.000000
0.506000,-2589914.373075,-163700.216734,0.000000
0.507000,-2752568.493173,-161582.483250,0.000000
0.508000,-2913081.273775,-159418.127116,0.000000
0.509000,-3071406.620897,-157208.211206,0.000000
0.510000,-3227499.453756,-154953.699002,0.000000
0.511000,-3381315.839122,-152655.921253,0.000000
0.512000,-3532813.047694,-150315.955248,0.000000
0.513000,-3681949.467125,-147934.957226,0.000000
0.514000,-3828684.657256,-145514.115027,0.000000
0.515000,-3972979.421800,-143054.728103,0.000000
0.516000,-4114795.723270,-140557.814832,0.000000
0.517000,-4254096.708553,-138024.724774,0.000000
0.518000,-4390846.738993,-135456.537489,0.000000
0.519000,-4525011.353932,-132854.528833,0.000000
0.520000,-4656557.351425,-130219.940173,0.000000
0.521000,-4785452.720770,-127553.912553,0.000000
0.522000,-4911666.602710,-124857.607544,0.000000
0.523000,-5035169.372357,-122132.331815,0.000000
0.524000,-5155932.723601,-119379.415940,0.000000
0.525000,-5273929.582486,-116599.993741,0.000000
0.526000,-5389134.028412,-113795.237803,0.000000
0.527000,-5501521.382997,-110966.459486,0.000000
0.528000,-5611068.185823,-108114.783435,0.000000
0.529000,-5717752.188127,-105241.507772,0.000000
0.530000,-5821552.434797,-102347.921434,0.000000
0.531000,-5922449.257145,-99435.308086,0.000000
0.532000,-6020424.100003,-96504.611453,0.000000
0.533000,-6115459.635138,-93557.340480,0.000000
0.534000,-6207539.841015,-90594.600041,0.000000
0.535000,-6296649.951611,-87617.795531,0.000000
0.536000,-6382776.433343,-84627.986779,0.000000
0.537000,-6465906.855377,-81626.319087,0.000000
0.538000,-6546030.023156,-78614.119162,0.000000
0.539000,-6623135.971688,-75592.519512,0.000000
0.540000,-6697215.909248,-72562.733803,0.000000
0.541000,-6768262.362357,-69526.184247,0.000000
0.542000,-6836269.004154,-66483.742582,0.000000
0.543000,-6901230.644875,-63436.810143,0.000000
0.544000,-6963143.363083,-60386.522459,0.000000
0.545000,-7022004.417531,-57334.104006,0.000000
0.546000,-7077812.154785,-54280.506183,0.000000
0.547000,-7130566.047160,-51227.028292,0.000000
0.548000,-7180266.803415,-48174.843895,0.000000
0.549000,-7226916.348861,-45125.212159,0.000000
0.550000,-7270517.733034,-42079.122610,0.000000
0.551000,-7311075.122318,-39037.818779,0.000000
0.552000,-7348593.810620,-36002.312366,0.000000
0.553000,-7383080.145733,-32973.699102,0.000000
0.554000,-7414541.516377,-29952.965106,0.000000
0.555000,-7442986.504373,-26941.509534,0.000000
0.556000,-7468424.858784,-23940.268287,0.000000
0.557000,-7490867.296206,-20950.240249,0.000000
0.558000,-7510325.589244,-17972.538161,0.000000
0.559000,-7526812.579941,-15008.188115,0.000000
0.560000,-7540342.115405,-12058.174040,0.000000
0.561000,-7550929.052346,-9123.530940,0.000000
0.562000,-7558589.255448,-6205.239665,0.000000
0.563000,-7563339.684838,-3304.509671,0.000000
0.564000,-7565198.248763,-422.028463,0.000000
0.565000,-7564183.770374,2441.062599,0.000000
0.566000,-7560316.066428,5283.917328,0.000000
0.567000,-7553615.938059,8105.413803,0.000000
0.568000,-7544105.112199,10904.821847,0.000000
0.569000,-7531806.171024,13681.161717,0.000000
