time (ms), position (nm), velocity (mm/s), acceleration (Å/ps^2)
119.760000,50.247503,0.740917,-0.000000
119.765000,53.555427,0.581305,-0.000000
119.770000,55.619330,0.246023,-0.000000
119.775000,57.071824,0.333759,-0.000000
119.780000,58.230119,0.131108,-0.000000
119.785000,58.489148,-0.025474,-0.000000
119.790000,58.094114,-0.130337,-0.000000
119.795000,57.536634,-0.091525,-0.000000
119.800000,55.835717,-0.582153,-0.000000
119.805000,52.312746,-0.820799,-0.000000
119.810000,48.208171,-0.816367,-0.000000
119.815000,44.645920,-0.606191,-0.000000
119.820000,40.663780,-0.979037,-0.000000
119.825000,35.908705,-0.918382,-0.000000
119.830000,30.652597,-1.176351,-0.000000
119.835000,25.237554,-0.985698,-0.000000
119.840000,20.701583,-0.825379,-0.000000
119.845000,16.186491,-0.974811,-0.000000
119.850000,11.857275,-0.754414,-0.000000
119.855000,7.825688,-0.853399,-0.000000
119.860000,3.747582,-0.774551,-0.000000
119.865000,-0.486754,-0.913958,0.000000
119.870000,-5.336779,-1.020594,0.000000
119.875000,-10.063076,-0.866870,0.000000
119.880000,-14.562734,-0.928401,0.000000
119.885000,-18.854639,-0.785769,0.000000
119.890000,-22.507765,-0.673303,0.000000
119.895000,-25.999020,-0.719882,0.000000
119.900000,-28.748151,-0.380483,0.000000
119.905000,-30.703710,-0.400197,0.000000
119.910000,-32.916861,-0.482776,0.000000
119.915000,-35.205252,-0.431395,0.000000
119.920000,-37.042464,-0.303415,0.000000
119.925000,-38.496393,-0.277604,0.000000
119.930000,-39.978720,-0.314242,0.000000
119.935000,-41.140709,-0.151486,0.000000
119.940000,-41.838413,-0.127803,0.000000
119.945000,-42.180884,-0.010532,0.000000
119.950000,-42.454417,-0.098556,0.000000
119.955000,-42.819301,-0.048166,0.000000
119.960000,-43.244540,-0.121596,0.000000
119.965000,-43.208062,0.133294,0.000000
119.970000,-42.131815,0.294133,0.000000
119.975000,-40.407456,0.392477,0.000000
119.980000,-38.230599,0.474870,0.000000
119.985000,-35.586688,0.578712,0.000000
119.990000,-32.301642,0.730358,0.000000
119.995000,-28.414571,0.819538,0.000000
120.000000,-24.378159,0.791016,0.000000
120.005000,-20.287049,0.840766,0.000000
120.010000,-16.189691,0.794390,0.000000
120.015000,-11.844389,0.938164,0.000000
120.020000,-6.795511,1.075285,0.000000
120.025000,-1.495404,1.039964,0.000000
120.030000,3.205912,0.837833,-0.000000
120.035000,7.473792,0.865125,-0.000000
120.040000,11.117107,0.591219,-0.000000
120.045000,13.634786,0.415158,-0.000000
120.050000,15.329356,0.262591,-0.000000
120.055000,16.715621,0.290621,-0.000000
120.060000,18.321221,0.349876,-0.000000
120.065000,19.230583,0.016141,-0.000000
120.070000,19.454739,0.073137,-0.000000
120.075000,19.356849,-0.110330,-0.000000
120.080000,18.647667,-0.171842,-0.000000
120.085000,17.123936,-0.433695,-0.000000
120.090000,14.749471,-0.512910,-0.000000
120.095000,12.328042,-0.453649,-0.000000
120.100000,10.227097,-0.385136,-0.000000
120.105000,8.282115,-0.390815,-0.000000
120.110000,6.082000,-0.486219,-0.000000
120.115000,2.959559,-0.757422,-0.000000
120.120000,-0.959787,-0.806169,0.000000
120.125000,-5.149145,-0.865149,0.000000
120.130000,-9.943573,-1.046656,0.000000
120.135000,-14.903312,-0.933694,0.000000
120.140000,-18.915198,-0.669767,0.000000
120.145000,-22.501143,-0.760771,0.000000
120.150000,-26.235846,-0.730220,0.000000
120.155000,-29.629873,-0.625510,0.000000
120.160000,-32.623914,-0.570236,0.000000
120.165000,-36.135298,-0.829342,0.000000
120.170000,-40.444534,-0.890364,0.000000
120.175000,-44.336429,-0.665295,0.000000
120.180000,-47.330703,-0.531448,0.000000
120.185000,-50.034906,-0.548308,0.000000
120.190000,-52.312803,-0.363086,0.000000
120.195000,-53.510165,-0.117658,0.000000
120.200000,-53.695767,0.041380,0.000000
120.205000,-53.390370,0.079305,0.000000
120.210000,-53.040726,0.059532,0.000000
120.215000,-52.171308,0.284654,0.000000
120.220000,-51.001097,0.182358,0.000000
120.225000,-49.761037,0.310590,0.000000
120.230000,-47.716731,0.502778,0.000000
120.235000,-44.554252,0.756320,0.000000
120.240000,-40.589256,0.824653,0.000000
120.245000,-36.585271,0.772961,0.000000
120.250000,-32.451845,0.875067,0.000000
120.255000,-27.933136,0.927202,0.000000
120.260000,-23.260127,0.937074,0.000000
120.265000,-18.052027,1.139179,0.000000
120.270000,-12.460893,1.092126,0.000000
120.275000,-6.869171,1.138709,0.000000
120.280000,-1.536111,0.990646,0.000000
120.285000,3.113197,0.865741,-0.000000
120.290000,7.190840,0.762409,-0.000000
120.295000,11.120962,0.805692,-0.000000
120.300000,14.905742,0.705688,-0.000000
120.305000,18.588845,0.763836,-0.000000
120.310000,22.542328,0.813716,-0.000000
120.315000,26.647286,0.824677,-0.000000
120.320000,30.094082,0.553530,-0.000000
120.325000,32.928367,0.577797,-0.000000
120.330000,35.403522,0.411875,-0.000000
120.335000,37.370989,0.374151,-0.000000
120.340000,38.764740,0.184252,-0.000000
120.345000,39.297137,0.030139,-0.000000
120.350000,39.405940,0.014049,-0.000000
120.355000,39.139994,-0.118419,-0.000000
120.360000,37.952577,-0.352811,-0.000000
120.365000,35.657646,-0.560628,-0.000000
120.370000,32.937147,-0.524744,-0.000000
120.375000,30.354985,-0.505327,-0.000000
120.380000,27.406874,-0.669265,-0.000000
120.385000,23.775322,-0.778571,-0.000000
120.390000,20.406032,-0.567386,-0.000000
120.395000,17.501863,-0.591022,-0.000000
120.400000,14.969417,-0.420738,-0.000000
120.405000,12.741258,-0.467790,-0.000000
120.410000,10.839519,-0.292400,-0.000000
120.415000,10.097037,-0.006149,-0.000000
120.420000,9.973291,-0.042759,-0.000000
120.425000,9.872589,0.002350,-0.000000
120.430000,9.409395,-0.185440,-0.000000
120.435000,8.635474,-0.123772,-0.000000
120.440000,7.608341,-0.284611,-0.000000
120.445000,5.940609,-0.379981,-0.000000
120.450000,4.923304,-0.028868,-0.000000
120.455000,4.668414,-0.072400,-0.000000
120.460000,4.267280,-0.087473,-0.000000
120.465000,3.912180,-0.054445,-0.000000
120.470000,3.834754,0.022954,-0.000000
120.475000,3.965801,0.029349,-0.000000
120.480000,4.447758,0.161919,-0.000000
120.485000,4.913110,0.025017,-0.000000
120.490000,4.691753,-0.112109,-0.000000
120.495000,4.354052,-0.023331,-0.000000
120.500000,4.286223,-0.003832,-0.000000
120.505000,4.458143,0.071865,-0.000000
120.510000,4.107623,-0.209285,-0.000000
120.515000,2.816717,-0.304985,-0.000000
120.520000,1.420359,-0.252644,-0.000000
120.525000,0.624536,-0.066494,-0.000000
120.530000,0.798061,0.134049,-0.000000
120.535000,1.074963,-0.022210,-0.000000
120.540000,0.248158,-0.305315,-0.000000
120.545000,-1.452246,-0.372672,0.000000
120.550000,-3.523439,-0.453198,0.000000
120.555000,-6.032273,-0.547235,0.000000
120.560000,-8.776596,-0.548004,0.000000
120.565000,-11.482011,-0.531896,0.000000
120.570000,-14.189084,-0.548432,0.000000
120.575000,-17.432206,-0.744332,0.000000
120.580000,-21.098696,-0.719309,0.000000
120.585000,-24.602590,-0.679630,0.000000
120.590000,-27.693161,-0.555144,0.000000
120.595000,-30.503290,-0.566613,0.000000
120.600000,-33.083565,-0.464428,0.000000
120.605000,-35.697936,-0.578427,0.000000
120.610000,-38.264141,-0.447329,0.000000
120.615000,-40.238892,-0.342222,0.000000
120.620000,-41.900458,-0.321664,0.000000
120.625000,-43.799574,-0.435902,0.000000
120.630000,-46.044489,-0.460450,0.000000
120.635000,-48.002633,-0.322875,0.000000
120.640000,-49.256238,-0.179379,0.000000
120.645000,-49.649901,0.019801,0.000000
120.650000,-49.252031,0.137177,0.000000
120.655000,-48.228566,0.269332,0.000000
120.660000,-46.196498,0.538524,0.000000
120.665000,-43.510229,0.532763,0.000000
120.670000,-40.399237,0.706533,0.000000
120.675000,-36.895497,0.691148,0.000000
120.680000,-33.340341,0.726676,0.000000
120.685000,-29.515560,0.798493,0.000000
120.690000,-25.506922,0.800699,0.000000
120.695000,-21.194225,0.918911,0.000000
120.700000,-16.583584,0.920654,0.000000
120.705000,-11.880378,0.955641,0.000000
120.710000,-7.118532,0.944522,0.000000
120.715000,-2.558408,0.875709,0.000000
120.720000,1.709726,0.827896,-0.000000
120.725000,5.570480,0.713771,-0.000000
120.730000,8.738292,0.551839,-0.000000
120.735000,11.137802,0.407078,-0.000000
120.740000,13.727533,0.624712,-0.000000
120.745000,16.772558,0.590942,-0.000000
120.750000,19.899875,0.656756,-0.000000
120.755000,22.710377,0.466735,-0.000000
120.760000,25.379676,0.597729,-0.000000
120.765000,28.106157,0.491609,-0.000000
120.770000,29.925914,0.237194,-0.000000
120.775000,31.180836,0.263850,-0.000000
120.780000,32.940260,0.437295,-0.000000
120.785000,34.754755,0.288589,-0.000000
120.790000,36.406061,0.370247,-0.000000
120.795000,37.988192,0.262617,-0.000000
120.800000,39.096034,0.180783,-0.000000
120.805000,40.205783,0.262013,-0.000000
120.810000,41.326536,0.186522,-0.000000
120.815000,42.701844,0.361489,-0.000000
120.820000,43.851370,0.100146,-0.000000
120.825000,44.506695,0.161553,-0.000000
120.830000,44.945828,0.015642,-0.000000
120.835000,44.593666,-0.154013,-0.000000
120.840000,43.184306,-0.405554,-0.000000
120.845000,40.722603,-0.574682,-0.000000
120.850000,37.618259,-0.662734,-0.000000
120.855000,34.617912,-0.535061,-0.000000
120.860000,31.860202,-0.564621,-0.000000
120.865000,28.836923,-0.640689,-0.000000
120.870000,25.684897,-0.616895,-0.000000
120.875000,22.442530,-0.676087,-0.000000
120.880000,18.842742,-0.759374,-0.000000
120.885000,15.414465,-0.609679,-0.000000
120.890000,12.057157,-0.728828,-0.000000
120.895000,8.648540,-0.632041,-0.000000
120.900000,5.532121,-0.611630,-0.000000
120.905000,1.970922,-0.807747,-0.000000
120.910000,-2.211908,-0.860968,0.000000
120.915000,-6.013144,-0.657712,0.000000
120.920000,-8.809707,-0.460058,0.000000
120.925000,-11.436625,-0.587301,0.000000
120.930000,-14.546271,-0.653257,0.000000
120.935000,-17.414839,-0.493066,0.000000
120.940000,-19.905867,-0.501214,0.000000
120.945000,-22.418329,-0.501725,0.000000
120.950000,-25.228490,-0.619062,0.000000
120.955000,-28.216759,-0.574222,0.000000
120.960000,-30.950245,-0.517537,0.000000
120.965000,-33.136464,-0.356757,0.000000
120.970000,-34.245356,-0.088566,0.000000
120.975000,-34.656874,-0.076310,0.000000
120.980000,-34.523837,0.127115,0.000000
120.985000,-34.047663,0.062896,0.000000
120.990000,-33.520268,0.146310,0.000000
120.995000,-32.367834,0.311637,0.000000
121.000000,-31.050398,0.214403,0.000000
121.005000,-29.461362,0.417494,0.000000
121.010000,-26.980270,0.570834,0.000000
121.015000,-24.508299,0.416506,0.000000
121.020000,-22.935823,0.212344,0.000000
121.025000,-21.995963,0.162768,0.000000
121.030000,-21.624654,-0.013452,0.000000
121.035000,-21.758940,-0.040257,0.000000
121.040000,-21.760853,0.038475,0.000000
121.045000,-21.606284,0.022988,0.000000
121.050000,-21.953081,-0.160174,0.000000
121.055000,-22.595141,-0.096936,0.000000
121.060000,-22.349802,0.192025,0.000000
121.065000,-21.457835,0.163803,0.000000
121.070000,-20.651629,0.157628,0.000000
121.075000,-19.822457,0.172799,0.000000
121.080000,-19.433855,-0.016437,0.000000
121.085000,-19.367342,0.042170,0.000000
121.090000,-18.794540,0.184890,0.000000
121.095000,-17.778433,0.219997,0.000000
121.100000,-16.995276,0.093319,0.000000
121.105000,-15.967327,0.314742,0.000000
121.110000,-14.688902,0.196175,0.000000
121.115000,-13.562322,0.252682,0.000000
121.120000,-12.272218,0.261851,0.000000
121.125000,-11.065804,0.219740,0.000000
121.130000,-10.684613,-0.065381,0.000000
121.135000,-10.549730,0.117484,0.000000
121.140000,-10.470445,-0.084302,0.000000
121.145000,-10.881069,-0.079769,0.000000
121.150000,-10.827734,0.099358,0.000000
121.155000,-10.395545,0.073159,0.000000
121.160000,-9.838629,0.148279,0.000000
121.165000,-9.034783,0.172142,0.000000
121.170000,-8.251357,0.140614,0.000000
121.175000,-7.196640,0.278974,0.000000
121.180000,-5.480475,0.404695,0.000000
121.185000,-3.812435,0.262074,0.000000
121.190000,-2.434945,0.287351,0.000000
121.195000,-0.868960,0.337109,0.000000
121.200000,0.858932,0.352280,-0.000000
121.205000,2.796542,0.420378,-0.000000
121.210000,4.916504,0.425614,-0.000000
121.215000,7.209756,0.489071,-0.000000
121.220000,9.151613,0.287671,-0.000000
121.225000,10.595949,0.288842,-0.000000
121.230000,11.580590,0.105812,-0.000000
121.235000,11.524396,-0.126082,-0.000000
121.240000,11.314563,0.041113,-0.000000
121.245000,11.756824,0.134763,-0.000000
121.250000,12.690874,0.237298,-0.000000
121.255000,14.056719,0.307365,-0.000000
121.260000,15.119197,0.118456,-0.000000
121.265000,15.791629,0.149861,-0.000000
121.270000,16.813581,0.257301,-0.000000
121.275000,18.520531,0.422741,-0.000000
121.280000,20.326875,0.299442,-0.000000
121.285000,21.931549,0.340894,-0.000000
121.290000,23.731610,0.377480,-0.000000
121.295000,25.470738,0.317427,-0.000000
121.300000,26.874226,0.243684,-0.000000
121.305000,28.299052,0.324652,-0.000000
121.310000,29.574609,0.186003,-0.000000
121.315000,30.010273,-0.010007,-0.000000
121.320000,29.919725,-0.025512,-0.000000
121.325000,29.561890,-0.116035,-0.000000
121.330000,28.432465,-0.332361,-0.000000
121.335000,27.023829,-0.230178,-0.000000
121.340000,25.730298,-0.285117,-0.000000
121.345000,25.024829,0.001574,-0.000000
121.350000,25.005293,-0.008878,-0.000000
121.355000,24.939359,-0.016962,-0.000000
121.360000,24.929658,0.013236,-0.000000
121.365000,24.958327,-0.001271,-0.000000
121.370000,25.010335,0.022227,-0.000000
121.375000,25.081096,0.006547,-0.000000
121.380000,25.390206,0.116279,-0.000000
121.385000,25.778117,0.039580,-0.000000
121.390000,25.532091,-0.135856,-0.000000
121.395000,24.838956,-0.140298,-0.000000
121.400000,24.271317,-0.086283,-0.000000
121.405000,23.998867,-0.022591,-0.000000
121.410000,23.846921,-0.037531,-0.000000
121.415000,23.523016,-0.090890,-0.000000
121.420000,23.092354,-0.080678,-0.000000
121.425000,22.297204,-0.234953,-0.000000
121.430000,21.533675,-0.070774,-0.000000
121.435000,21.380411,0.009280,-0.000000
121.440000,21.907104,0.199630,-0.000000
121.445000,22.806738,0.160065,-0.000000
121.450000,23.279152,0.029927,-0.000000
121.455000,23.145108,-0.082093,-0.000000
121.460000,22.656153,-0.112399,-0.000000
121.465000,21.601158,-0.306594,-0.000000
121.470000,20.588834,-0.098799,-0.000000
121.475000,20.179497,-0.064510,-0.000000
121.480000,19.663001,-0.140631,-0.000000
121.485000,18.557314,-0.298944,-0.000000
121.490000,16.750179,-0.420878,-0.000000
121.495000,14.713588,-0.391820,-0.000000
121.500000,12.443357,-0.512873,-0.000000
121.505000,9.516397,-0.653763,-0.000000
121.510000,6.733441,-0.458308,-0.000000
121.515000,4.241351,-0.535422,-0.000000
121.520000,1.554068,-0.536884,-0.000000
121.525000,-0.888344,-0.438593,0.000000
121.530000,-2.681114,-0.278204,0.000000
121.535000,-3.931552,-0.221321,0.000000
121.540000,-5.174270,-0.274212,0.000000
121.545000,-6.715205,-0.340236,0.000000
121.550000,-8.275837,-0.283141,0.000000
121.555000,-9.713881,-0.290792,0.000000
121.560000,-10.303909,0.052268,0.000000
121.565000,-9.284941,0.351655,0.000000
121.570000,-7.766901,0.254806,0.000000
121.575000,-6.312170,0.324998,0.000000
121.580000,-5.123708,0.150647,0.000000
121.585000,-4.358877,0.154451,0.000000
121.590000,-3.929660,0.017921,0.000000
121.595000,-3.664565,0.087217,0.000000
121.600000,-3.067697,0.150374,0.000000
121.605000,-2.552146,0.056112,0.000000
121.610000,-2.331423,0.032132,0.000000
121.615000,-2.109490,0.056190,0.000000
121.620000,-1.910035,0.023646,0.000000
121.625000,-2.221873,-0.146674,0.000000
121.630000,-3.055485,-0.185692,0.000000
121.635000,-4.504588,-0.390894,0.000000
121.640000,-7.026838,-0.613815,0.000000
121.645000,-10.490813,-0.767328,0.000000
121.650000,-13.671610,-0.504400,0.000000
121.655000,-16.106216,-0.467684,0.000000
121.660000,-17.961920,-0.274749,0.000000
121.665000,-19.432656,-0.312134,0.000000
121.670000,-21.110963,-0.357538,0.000000
121.675000,-22.692910,-0.274796,0.000000
121.680000,-23.488798,-0.045125,0.000000
121.685000,-23.341376,0.102326,0.000000
121.690000,-22.520016,0.224037,0.000000
121.695000,-21.438086,0.207496,0.000000
121.700000,-20.513879,0.161364,0.000000
121.705000,-19.793970,0.125893,0.000000
121.710000,-19.570665,-0.035728,0.000000
121.715000,-19.600731,0.022917,0.000000
121.720000,-19.704874,-0.064054,0.000000
121.725000,-20.278071,-0.164154,0.000000
121.730000,-20.940277,-0.100968,0.000000
121.735000,-21.476443,-0.113227,0.000000
121.740000,-21.757874,-0.000385,0.000000
121.745000,-21.463789,0.116401,0.000000
121.750000,-20.307046,0.342941,0.000000
121.755000,-18.250712,0.476201,0.000000
121.760000,-16.027777,0.411140,0.000000
121.765000,-13.718430,0.509335,0.000000
121.770000,-11.634369,0.323684,0.000000
121.775000,-10.688023,0.056049,0.000000
121.780000,-10.456302,0.036416,0.000000
121.785000,-10.233190,0.052316,0.000000
121.790000,-9.663361,0.173884,0.000000
121.795000,-8.436224,0.314468,0.000000
121.800000,-7.269161,0.152498,0.000000
121.805000,-6.648279,0.095636,0.000000
121.810000,-5.911396,0.197453,0.000000
121.815000,-4.291264,0.446865,0.000000
121.820000,-2.195692,0.389808,0.000000
121.825000,-0.714762,0.202723,0.000000
121.830000,0.443873,0.259151,-0.000000
121.835000,2.058535,0.384142,-0.000000
121.840000,3.953406,0.372159,-0.000000
121.845000,5.450022,0.226381,-0.000000
121.850000,6.232510,0.087148,-0.000000
121.855000,6.769644,0.126963,-0.000000
121.860000,7.829628,0.294720,-0.000000
121.865000,9.326413,0.302645,-0.000000
121.870000,11.421807,0.531748,-0.000000
121.875000,14.144680,0.554829,-0.000000
121.880000,16.679915,0.457931,-0.000000
121.885000,19.196206,0.545743,-0.000000
121.890000,22.024188,0.582785,-0.000000
121.895000,25.030786,0.617090,-0.000000
121.900000,27.394903,0.329179,-0.000000
121.905000,28.744317,0.210763,-0.000000
121.910000,29.985999,0.284578,-0.000000
121.915000,31.249824,0.220787,-0.000000
121.920000,32.066135,0.106443,-0.000000
121.925000,31.678881,-0.257376,-0.000000
121.930000,30.106546,-0.368625,-0.000000
121.935000,27.717450,-0.582467,-0.000000
121.940000,24.828622,-0.570007,-0.000000
121.945000,21.622130,-0.708004,-0.000000
121.950000,17.947219,-0.757735,-0.000000
121.955000,14.547439,-0.600029,-0.000000
121.960000,11.507183,-0.612871,-0.000000
121.965000,8.174960,-0.715825,-0.000000
121.970000,5.138027,-0.497810,-0.000000
121.975000,2.847140,-0.416993,-0.000000
121.980000,0.803815,-0.398526,-0.000000
121.985000,-1.249963,-0.420852,0.000000
121.990000,-3.332492,-0.410311,0.000000
121.995000,-5.690053,-0.529538,0.000000
122.000000,-7.806796,-0.317063,0.000000
122.005000,-9.371172,-0.307424,0.000000
122.010000,-10.943541,-0.320089,0.000000
122.015000,-12.036080,-0.117792,0.000000
122.020000,-12.258522,0.027597,0.000000
122.025000,-11.673643,0.204110,0.000000
122.030000,-10.140286,0.405891,0.000000
122.035000,-7.942416,0.470480,0.000000
122.040000,-5.545280,0.485862,0.000000
122.045000,-2.928568,0.557663,0.000000
122.050000,0.233375,0.702861,-0.000000
122.055000,3.847120,0.738936,-0.000000
122.060000,7.772044,0.826661,-0.000000
122.065000,11.404922,0.624911,-0.000000
122.070000,14.242235,0.508517,-0.000000
122.075000,16.746163,0.491077,-0.000000
122.080000,18.990629,0.405594,-0.000000
122.085000,21.349710,0.535028,-0.000000
122.090000,24.323468,0.651038,-0.000000
122.095000,27.496070,0.615710,-0.000000
122.100000,30.292994,0.501838,-0.000000
122.105000,33.012380,0.583157,-0.000000
122.110000,35.676931,0.481551,-0.000000
122.115000,37.434369,0.222543,-0.000000
122.120000,38.678347,0.274043,-0.000000
122.125000,40.073540,0.283266,-0.000000
122.130000,41.020960,0.097036,-0.000000
122.135000,41.150567,-0.043462,-0.000000
122.140000,41.007357,-0.013280,-0.000000
122.145000,40.413807,-0.221158,-0.000000
122.150000,39.223202,-0.253043,-0.000000
122.155000,37.817846,-0.306691,-0.000000
122.160000,36.113493,-0.372282,-0.000000
122.165000,33.982293,-0.476726,-0.000000
122.170000,31.903518,-0.353330,-0.000000
122.175000,30.207300,-0.323304,-0.000000
122.180000,27.948252,-0.575564,-0.000000
122.185000,24.659461,-0.735056,-0.000000
122.190000,21.423327,-0.557464,-0.000000
122.195000,17.916913,-0.839069,-0.000000
122.200000,13.663057,-0.858024,-0.000000
122.205000,9.354666,-0.861035,-0.000000
122.210000,5.290133,-0.761648,-0.000000
122.215000,1.909196,-0.588928,-0.000000
122.220000,-0.949962,-0.552327,0.000000
122.225000,-3.888230,-0.619661,0.000000
122.230000,-6.833210,-0.556163,0.000000
122.235000,-9.926057,-0.677150,0.000000
122.240000,-13.114532,-0.596089,0.000000
122.245000,-15.609510,-0.401419,0.000000
122.250000,-18.372954,-0.699085,0.000000
122.255000,-21.940101,-0.724499,0.000000
122.260000,-25.342954,-0.634558,0.000000
122.265000,-28.294584,-0.544490,0.000000
122.270000,-30.054573,-0.161555,0.000000
122.275000,-31.686664,-0.487464,0.000000
122.280000,-33.903156,-0.398315,0.000000
122.285000,-36.074102,-0.467977,0.000000
122.290000,-38.175266,-0.371909,0.000000
122.295000,-39.563477,-0.184276,0.000000
122.300000,-40.528541,-0.201334,0.000000
122.305000,-42.071748,-0.413351,0.000000
122.310000,-43.919462,-0.325420,0.000000
122.315000,-44.765903,-0.015696,0.000000
122.320000,-44.418056,0.152360,0.000000
122.325000,-43.148227,0.351968,0.000000
122.330000,-41.103901,0.462210,0.000000
122.335000,-39.064544,0.351890,0.000000
122.340000,-36.698057,0.589831,0.000000
122.345000,-34.282794,0.375233,0.000000
122.350000,-32.185892,0.460283,0.000000
122.355000,-30.013941,0.406394,0.000000
122.360000,-28.487263,0.204075,0.000000
122.365000,-27.875170,0.041111,0.000000
122.370000,-27.638633,0.052734,0.000000
122.375000,-27.631083,-0.049300,0.000000
122.380000,-27.700402,0.020600,0.000000
122.385000,-27.852569,-0.080908,0.000000
122.390000,-28.719507,-0.263947,0.000000
122.395000,-30.758056,-0.547611,0.000000
122.400000,-33.082910,-0.382045,0.000000
122.405000,-34.898503,-0.343346,0.000000
122.410000,-36.714883,-0.381734,0.000000
122.415000,-38.775448,-0.440645,0.000000
122.420000,-40.411564,-0.214803,0.000000
122.425000,-41.938048,-0.393489,0.000000
122.430000,-43.117793,-0.080630,0.000000
122.435000,-43.649254,-0.131715,0.000000
122.440000,-44.169143,-0.076919,0.000000
122.445000,-44.003967,0.140280,0.000000
122.450000,-43.283525,0.146458,0.000000
122.455000,-42.520594,0.157208,0.000000
122.460000,-41.744181,0.151987,0.000000
122.465000,-40.827674,0.212568,0.000000
122.470000,-39.566001,0.289604,0.000000
122.475000,-37.595147,0.494509,0.000000
122.480000,-35.365130,0.395635,0.000000
122.485000,-33.644661,0.291251,0.000000
122.490000,-31.908239,0.400218,0.000000
122.495000,-30.138449,0.306317,0.000000
122.500000,-28.315219,0.419812,0.000000
122.505000,-26.089737,0.467428,0.000000
122.510000,-23.694664,0.487757,0.000000
122.515000,-21.437662,0.413173,0.000000
122.520000,-19.653153,0.299571,0.000000
122.525000,-18.036986,0.344677,0.000000
122.530000,-16.587199,0.234519,0.000000
122.535000,-15.329734,0.266744,0.000000
122.540000,-13.600060,0.421935,0.000000
122.545000,-11.546495,0.397548,0.000000
122.550000,-9.304907,0.495958,0.000000
122.555000,-7.266242,0.318943,0.000000
122.560000,-6.082924,0.154549,0.000000
122.565000,-4.500155,0.474259,0.000000
122.570000,-2.342628,0.387388,0.000000
122.575000,-0.480621,0.355894,0.000000
122.580000,1.247554,0.333929,-0.000000
122.585000,3.145575,0.422761,-0.000000
122.590000,4.800040,0.239079,-0.000000
122.595000,6.309142,0.362176,-0.000000
122.600000,8.189741,0.388176,-0.000000
122.605000,10.163192,0.399385,-0.000000
122.610000,12.262540,0.438214,-0.000000
122.615000,14.405237,0.417225,-0.000000
122.620000,16.310619,0.343989,-0.000000
122.625000,18.248825,0.429011,-0.000000
122.630000,21.148514,0.725912,-0.000000
122.635000,25.152138,0.870883,-0.000000
122.640000,29.328929,0.796938,-0.000000
122.645000,33.256516,0.771094,-0.000000
122.650000,36.376271,0.476905,-0.000000
122.655000,38.358296,0.315992,-0.000000
122.660000,39.825352,0.270455,-0.000000
122.665000,40.396457,-0.039281,-0.000000
122.670000,40.294810,-0.000958,-0.000000
122.675000,40.104706,-0.073639,-0.000000
122.680000,38.958309,-0.380591,-0.000000
122.685000,37.110480,-0.356381,-0.000000
122.690000,35.163997,-0.419250,-0.000000
122.695000,33.030600,-0.431433,-0.000000
122.700000,30.722660,-0.488556,-0.000000
122.705000,28.117871,-0.549894,-0.000000
122.710000,26.183501,-0.224345,-0.000000
122.715000,25.285473,-0.134364,-0.000000
122.720000,24.400948,-0.217502,-0.000000
122.725000,23.449702,-0.162179,-0.000000
122.730000,23.193792,0.058560,-0.000000
122.735000,23.880026,0.214340,-0.000000
122.740000,24.595034,0.072578,-0.000000
122.745000,24.779843,0.002165,-0.000000
122.750000,24.650829,-0.052784,-0.000000
122.755000,24.034060,-0.191768,-0.000000
122.760000,23.252003,-0.120537,-0.000000
122.765000,22.874468,-0.030511,-0.000000
122.770000,22.659091,-0.054862,-0.000000
122.775000,22.656618,0.053322,-0.000000
122.780000,22.437072,-0.138937,-0.000000
122.785000,21.704862,-0.152780,-0.000000
122.790000,20.757045,-0.224498,-0.000000
122.795000,18.884056,-0.520094,-0.000000
122.800000,15.961838,-0.644684,-0.000000
122.805000,12.589603,-0.700310,-0.000000
122.810000,8.734873,-0.836598,-0.000000
122.815000,4.449744,-0.872974,-0.000000
122.820000,0.398682,-0.744658,-0.000000
122.825000,-3.726913,-0.900372,0.000000
122.830000,-8.835846,-1.136453,0.000000
122.835000,-14.720266,-1.211288,0.000000
122.840000,-20.800728,-1.215380,0.000000
122.845000,-26.329246,-0.993049,0.000000
122.850000,-31.239792,-0.967195,0.000000
122.855000,-36.448462,-1.110661,0.000000
122.860000,-42.066828,-1.131809,0.000000
122.865000,-47.781029,-1.149029,0.000000
122.870000,-53.268527,-1.042483,0.000000
122.875000,-58.098857,-0.887281,0.000000
122.880000,-62.421958,-0.839237,0.000000
122.885000,-66.992820,-0.984580,0.000000
122.890000,-71.892335,-0.971805,0.000000
122.895000,-76.364945,-0.815516,0.000000
122.900000,-79.986140,-0.632340,0.000000
122.905000,-83.608480,-0.812944,0.000000
122.910000,-87.044707,-0.561793,0.000000
122.915000,-89.337141,-0.356171,0.000000
122.920000,-90.649194,-0.170430,0.000000
122.925000,-91.290787,-0.087765,0.000000
122.930000,-91.937567,-0.171102,0.000000
122.935000,-92.274660,0.033367,0.000000
122.940000,-91.317030,0.344658,0.000000
122.945000,-88.814275,0.650029,0.000000
122.950000,-85.168001,0.802329,0.000000
122.955000,-80.800495,0.938043,0.000000
122.960000,-75.153337,1.311043,0.000000
122.965000,-68.395141,1.384050,0.000000
122.970000,-61.617345,1.320136,0.000000
122.975000,-54.715751,1.432069,0.000000
122.980000,-47.367989,1.498680,0.000000
122.985000,-39.586207,1.605050,0.000000
122.990000,-32.173858,1.354409,0.000000
122.995000,-25.448556,1.329084,0.000000
123.000000,-19.117045,1.198266,0.000000
