time, T, V, E
0.000000, 0.000000, -50.071325, -50.071325
0.001000, 0.225448, -50.297029, -50.071581
0.002000, 2.342235, -51.800251, -49.458015
0.003000, 5.028970, -53.852850, -48.823880
0.004000, 8.119022, -56.305991, -48.186969
0.005000, 11.483055, -59.043325, -47.560270
0.006000, 15.009815, -61.966494, -46.956679
0.007000, 18.602415, -64.990340, -46.387926
0.008000, 22.177707, -68.038594, -45.860887
0.009000, 25.665449, -71.048647, -45.383198
0.010000, 29.007113, -73.965585, -44.958472
0.011000, 32.154784, -76.745567, -44.590783
0.012000, 35.070242, -79.349366, -44.279123
0.013000, 37.724815, -81.748454, -44.023639
0.014000, 40.099254, -83.921357, -43.822103
0.015000, 42.182678, -85.852112, -43.669435
0.016000, 43.970889, -87.532636, -43.561747
0.017000, 45.464341, -88.958929, -43.494589
0.018000, 46.666756, -90.127251, -43.460495
0.019000, 47.584861, -91.039843, -43.454981
0.020000, 48.228336, -91.699928, -43.471592
0.021000, 48.609831, -92.113922, -43.504091
0.022000, 48.744199, -92.289935, -43.545736
0.023000, 48.647296, -92.238059, -43.590763
0.024000, 48.335558, -91.970049, -43.634491
0.025000, 47.825758, -91.496645, -43.670887
0.026000, 47.134589, -90.832528, -43.697939
0.027000, 46.279014, -89.987428, -43.708414
0.028000, 45.276979, -88.979872, -43.702893
0.029000, 44.147582, -87.822314, -43.674732
0.030000, 42.910953, -86.534382, -43.623429
0.031000, 41.588005, -85.136510, -43.548505
0.032000, 40.200340, -83.646973, -43.446633
0.033000, 38.770337, -82.085684, -43.315346
0.034000, 37.320970, -80.478259, -43.157289
0.035000, 35.875302, -78.847213, -42.971911
0.036000, 34.456141, -77.215447, -42.759305
0.037000, 33.085764, -75.607098, -42.521334
0.038000, 31.785504, -74.043933, -42.258429
0.039000, 30.575342, -72.547902, -41.972559
0.040000, 29.473372, -71.138816, -41.665444
0.041000, 28.495250, -69.835317, -41.340068
0.042000, 27.653850, -68.653219, -40.999369
0.043000, 26.959021, -67.604433, -40.645412
