time, T, V, E
0.000000, 0.000000, 0.000000, 0.000000
0.001000, 0.241164, -0.241538, -0.000374
0.002000, 1.744265, -1.628183, 0.116081
0.003000, 3.781194, -3.510598, 0.270596
0.004000, 6.224579, -5.776117, 0.448462
0.005000, 8.968677, -8.332069, 0.636608
0.006000, 11.917711, -11.098641, 0.819070
0.007000, 14.984300, -13.999327, 0.984974
0.008000, 18.090090, -16.965665, 1.124425
0.009000, 21.166467, -19.937885, 1.228583
0.010000, 24.154713, -22.863278, 1.291434
0.011000, 27.005928, -25.696875, 1.309053
0.012000, 29.680720, -28.404350, 1.276371
0.013000, 32.148076, -30.950629, 1.197446
0.014000, 34.384539, -33.316109, 1.068430
0.015000, 36.374228, -35.480568, 0.893659
0.016000, 38.108397, -37.433623, 0.674773
0.017000, 39.584352, -39.167034, 0.417319
0.018000, 40.804297, -40.678263, 0.126034
0.019000, 41.773629, -41.967370, -0.193741
0.020000, 42.499614, -43.037810, -0.538197
0.021000, 42.991474, -43.892431, -0.900957
0.022000, 43.260520, -44.537355, -1.276834
0.023000, 43.319719, -44.981809, -1.662090
0.024000, 43.183159, -45.234242, -2.051083
0.025000, 42.865622, -45.304282, -2.438660
0.026000, 42.381913, -45.204416, -2.822503
0.027000, 41.746532, -44.941992, -3.195460
0.028000, 40.973806, -44.528558, -3.554752
0.029000, 40.078092, -43.976198, -3.898106
0.030000, 39.073970, -43.298429, -4.224459
0.031000, 37.976268, -42.506060, -4.529792
0.032000, 36.800039, -41.613453, -4.813414
0.033000, 35.560728, -40.636492, -5.075764
0.034000, 34.274330, -39.585698, -5.311368
0.035000, 32.957377, -38.479566, -5.522190
0.036000, 31.626787, -37.334053, -5.707266
0.037000, 30.299573, -36.167969, -5.868395
0.038000, 28.992592, -34.996262, -6.003671
0.039000, 27.722379, -33.837727, -6.115348
0.040000, 26.504779, -32.708204, -6.203425
0.041000, 25.354527, -31.624668, -6.270141
0.042000, 24.284999, -30.601843, -6.316844
0.043000, 23.308011, -29.653491, -6.345480
0.044000, 22.433621, -28.789701, -6.356079
0.045000, 21.669873, -28.021314, -6.351441
0.046000, 21.022522, -27.357159, -6.334637
0.047000, 20.494885, -26.802047, -6.307162
0.048000, 20.087741, -26.358443, -6.270702
0.049000, 19.799301, -26.027635, -6.228334
0.050000, 19.625338, -25.806248, -6.180910
0.051000, 19.559365, -25.689912, -6.130546
0.052000, 19.592928, -25.673832, -6.080904
0.053000, 19.715889, -25.747396, -6.031507
0.054000, 19.916681, -25.900997, -5.984315
0.055000, 20.182789, -26.123810, -5.941021
0.056000, 20.501236, -26.403354, -5.902117
0.057000, 20.858941, -26.727770, -5.868829
0.058000, 21.243027, -27.085209, -5.842182
0.059000, 21.641162, -27.463250, -5.822089
0.060000, 22.041906, -27.850564, -5.808658
0.061000, 22.434976, -28.236357, -5.801381
0.062000, 22.811328, -28.612773, -5.801445
0.063000, 23.163216, -28.971119, -5.807903
0.064000, 23.484334, -29.303982, -5.819648
0.065000, 23.769701, -29.607299, -5.837598
0.066000, 24.015375, -29.874301, -5.858926
0.067000, 24.218397, -30.103951, -5.885554
0.068000, 24.376820, -30.291083, -5.914264
0.069000, 24.489677, -30.435533, -5.945856
0.070000, 24.556830, -30.535167, -5.978336
0.071000, 24.578769, -30.589594, -6.010825
0.072000, 24.556552, -30.600862, -6.044311
0.073000, 24.491907, -30.569437, -6.077530
0.074000, 24.387115, -30.496689, -6.109574
0.075000, 24.244743, -30.382411, -6.137668
0.076000, 24.067583, -30.230943, -6.163360
0.077000, 23.858693, -30.044579, -6.185886
0.078000, 23.621388, -29.825230, -6.203842
0.079000, 23.359245, -29.575915, -6.216670
0.080000, 23.076181, -29.301381, -6.225200
0.081000, 22.776412, -29.004823, -6.228410
0.082000, 22.464392, -28.690181, -6.225788
0.083000, 22.144799, -28.362643, -6.217844
0.084000, 21.822529, -28.026074, -6.203545
0.085000, 21.502638, -27.686078, -6.183440
0.086000, 21.190254, -27.347707, -6.157453
0.087000, 20.890510, -27.015670, -6.125160
0.088000, 20.608504, -26.695605, -6.087101
0.089000, 20.349217, -26.392649, -6.043432
0.090000, 20.117347, -26.112513, -5.995166
0.091000, 19.917080, -25.860433, -5.943353
0.092000, 19.751978, -25.639634, -5.887656
0.093000, 19.624942, -25.453884, -5.828942
0.094000, 19.538259, -25.304730, -5.766470
0.095000, 19.493529, -25.197618, -5.704088
0.096000, 19.491572, -25.130665, -5.639092
0.097000, 19.532534, -25.105880, -5.573346
0.098000, 19.615887, -25.123589, -5.507701
0.099000, 19.740398, -25.184890, -5.444492
0.100000, 19.904164, -25.287460, -5.383296
0.101000, 20.104713, -25.428625, -5.323912
0.102000, 20.339186, -25.606467, -5.267282
0.103000, 20.604408, -25.819435, -5.215027
0.104000, 20.896910, -26.065474, -5.168564
0.105000, 21.213041, -26.339682, -5.126641
0.106000, 21.549083, -26.640164, -5.091081
0.107000, 21.901298, -26.963128, -5.061830
0.108000, 22.265966, -27.304464, -5.038499
0.109000, 22.639389, -27.662239, -5.022850
0.110000, 23.017871, -28.030775, -5.012904
0.111000, 23.397759, -28.408977, -5.011218
0.112000, 23.775564, -28.792510, -5.016946
0.113000, 24.147959, -29.178804, -5.030845
0.114000, 24.511822, -29.562303, -5.050480
0.115000, 24.864247, -29.942070, -5.077823
0.116000, 25.202384, -30.315006, -5.112622
0.117000, 25.523476, -30.677801, -5.154326
0.118000, 25.824834, -31.025884, -5.201051
0.119000, 26.103797, -31.358061, -5.254264
0.120000, 26.357858, -31.670784, -5.312927
0.121000, 26.584725, -31.960954, -5.376229
0.122000, 26.782370, -32.225764, -5.443393
0.123000, 26.948986, -32.465076, -5.516090
0.124000, 27.082906, -32.675402, -5.592497
0.125000, 27.182578, -32.854391, -5.671812
0.126000, 27.246615, -32.998617, -5.752002
0.127000, 27.273816, -33.107917, -5.834101
0.128000, 27.263166, -33.178825, -5.915659
0.129000, 27.213982, -33.212243, -5.998261
0.130000, 27.126025, -33.204780, -6.078755
0.131000, 26.999468, -33.156420, -6.156953
0.132000, 26.834922, -33.067373, -6.232451
0.133000, 26.633419, -32.938180, -6.304761
0.134000, 26.396308, -32.768732, -6.372423
0.135000, 26.125325, -32.560746, -6.435421
0.136000, 25.822712, -32.314371, -6.491660
0.137000, 25.491256, -32.033564, -6.542308
0.138000, 25.134298, -31.722535, -6.588237
0.139000, 24.755694, -31.382743, -6.627050
0.140000, 24.359796, -31.017639, -6.657843
0.141000, 23.951374, -30.633323, -6.681949
0.142000, 23.535469, -30.233181, -6.697712
0.143000, 23.117329, -29.822882, -6.705553
0.144000, 22.702434, -29.408330, -6.705895
0.145000, 22.296387, -28.993773, -6.697386
0.146000, 21.904725, -28.586577, -6.681852
0.147000, 21.532840, -28.192687, -6.659847
0.148000, 21.185832, -27.816783, -6.630950
0.149000, 20.868358, -27.463877, -6.595519
0.150000, 20.584549, -27.138177, -6.553628
0.151000, 20.337919, -26.845299, -6.507379
0.152000, 20.131221, -26.589163, -6.457943
0.153000, 19.966360, -26.370871, -6.404512
0.154000, 19.844429, -26.192473, -6.348044
0.155000, 19.765700, -26.054675, -6.288975
0.156000, 19.729640, -25.957563, -6.227923
0.157000, 19.734937, -25.902033, -6.167096
0.158000, 19.779584, -25.886081, -6.106496
0.159000, 19.861021, -25.906722, -6.045701
0.160000, 19.976225, -25.964057, -5.987832
0.161000, 20.121821, -26.052869, -5.931047
0.162000, 20.294193, -26.172202, -5.878009
0.163000, 20.489565, -26.316741, -5.827176
0.164000, 20.704158, -26.484154, -5.779996
0.165000, 20.934282, -26.671261, -5.736978
0.166000, 21.176310, -26.873311, -5.697001
0.167000, 21.426698, -27.087158, -5.660460
0.168000, 21.682061, -27.312046, -5.629985
0.169000, 21.939180, -27.542002, -5.602822
0.170000, 22.194962, -27.775551, -5.580589
0.171000, 22.446517, -28.009879, -5.563361
0.172000, 22.691204, -28.241939, -5.550735
0.173000, 22.926605, -28.469555, -5.542950
0.174000, 23.150569, -28.687987, -5.537418
0.175000, 23.361269, -28.898383, -5.537114
0.176000, 23.557170, -29.097933, -5.540763
0.177000, 23.736998, -29.284382, -5.547384
0.178000, 23.899776, -29.457592, -5.557817
0.179000, 24.044791, -29.615912, -5.571121
0.180000, 24.171563, -29.758423, -5.586860
0.181000, 24.279843, -29.883559, -5.603716
0.182000, 24.369654, -29.992956, -5.623302
0.183000, 24.441215, -30.085339, -5.644124
0.184000, 24.494865, -30.162971, -5.668106
0.185000, 24.531069, -30.223207, -5.692137
0.186000, 24.550339, -30.267320, -5.716981
0.187000, 24.553211, -30.295880, -5.742669
0.188000, 24.540322, -30.307364, -5.767041
0.189000, 24.512404, -30.304986, -5.792582
0.190000, 24.470215, -30.288355, -5.818140
0.191000, 24.414551, -30.257379, -5.842828
0.192000, 24.346336, -30.211520, -5.865184
0.193000, 24.266693, -30.153829, -5.887136
0.194000, 24.176879, -30.084206, -5.907327
0.195000, 24.078185, -30.004077, -5.925892
0.196000, 23.971964, -29.914999, -5.943035
0.197000, 23.859737, -29.818798, -5.959061
0.198000, 23.743132, -29.715207, -5.972075
0.199000, 23.623873, -29.606469, -5.982596
0.200000, 23.503778, -29.494860, -5.991082
0.201000, 23.384688, -29.381610, -5.996922
0.202000, 23.268454, -29.269251, -6.000797
0.203000, 23.156947, -29.159888, -6.002941
0.204000, 23.051959, -29.055297, -6.003338
0.205000, 22.955134, -28.956803, -6.001670
0.206000, 22.867926, -28.866003, -5.998076
0.207000, 22.791492, -28.782189, -5.990697
0.208000, 22.726684, -28.709378, -5.982694
0.209000, 22.674151, -28.647510, -5.973359
0.210000, 22.634407, -28.597688, -5.963281
0.211000, 22.607770, -28.560499, -5.952729
0.212000, 22.594364, -28.535135, -5.940770
0.213000, 22.594213, -28.523551, -5.929338
0.214000, 22.607248, -28.525483, -5.918236
0.215000, 22.633263, -28.540388, -5.907125
0.216000, 22.671899, -28.568069, -5.896171
0.217000, 22.722627, -28.609074, -5.886448
0.218000, 22.784793, -28.663578, -5.878784
0.219000, 22.857674, -28.727974, -5.870300
0.220000, 22.940355, -28.804576, -5.864221
0.221000, 23.031642, -28.891227, -5.859585
0.222000, 23.130088, -28.987464, -5.857376
0.223000, 23.234081, -29.091301, -5.857220
0.224000, 23.341917, -29.201496, -5.859579
0.225000, 23.451785, -29.315492, -5.863707
0.226000, 23.561771, -29.431934, -5.870163
0.227000, 23.669847, -29.549487, -5.879639
0.228000, 23.773859, -29.665388, -5.891529
0.229000, 23.871673, -29.776781, -5.905108
0.230000, 23.961341, -29.881766, -5.920425
0.231000, 24.041141, -29.978780, -5.937639
0.232000, 24.109663, -30.066217, -5.956554
0.233000, 24.165900, -30.141845, -5.975945
0.234000, 24.209189, -30.205976, -5.996786
0.235000, 24.239083, -30.257811, -6.018727
0.236000, 24.255206, -30.297576, -6.042370
0.237000, 24.257176, -30.322430, -6.065254
0.238000, 24.244692, -30.332203, -6.087512
0.239000, 24.217673, -30.327882, -6.110209
0.240000, 24.176388, -30.309690, -6.133302
0.241000, 24.121417, -30.276417, -6.155000
0.242000, 24.053551, -30.228025, -6.174473
0.243000, 23.973759, -30.167789, -6.194030
0.244000, 23.883256, -30.093641, -6.210385
0.245000, 23.783476, -30.008825, -6.225349
0.246000, 23.675991, -29.914286, -6.238295
0.247000, 23.562548, -29.810520, -6.247972
0.248000, 23.444974, -29.700218, -6.255244
0.249000, 23.325154, -29.586135, -6.260981
0.250000, 23.205094, -29.469449, -6.264355
0.251000, 23.086978, -29.352508, -6.265529
0.252000, 22.973110, -29.237303, -6.264193
0.253000, 22.865863, -29.125382, -6.259519
0.254000, 22.767757, -29.021073, -6.253316
0.255000, 22.681435, -28.925995, -6.244560
0.256000, 22.609499, -28.844319, -6.234820
0.257000, 22.554372, -28.776719, -6.222348
0.258000, 22.518039, -28.726200, -6.208161
0.259000, 22.501896, -28.695969, -6.194072
0.260000, 22.506827, -28.686204, -6.179377
0.261000, 22.533165, -28.698328, -6.165163
0.262000, 22.580556, -28.731661, -6.151105
0.263000, 22.647980, -28.784919, -6.136939
0.264000, 22.733837, -28.858344, -6.124507
0.265000, 22.835996, -28.950065, -6.114069
0.266000, 22.951895, -29.057061, -6.105167
0.267000, 23.078592, -29.178306, -6.099714
0.268000, 23.212840, -29.310407, -6.097567
0.269000, 23.351253, -29.448938, -6.097685
0.270000, 23.490410, -29.591023, -6.100612
0.271000, 23.626943, -29.733627, -6.106684
0.272000, 23.757667, -29.873443, -6.115776
0.273000, 23.879651, -30.006183, -6.126532
0.274000, 23.990230, -30.131887, -6.141657
0.275000, 24.087099, -30.245839, -6.158740
0.276000, 24.168465, -30.346729, -6.178264
0.277000, 24.233088, -30.432416, -6.199328
0.278000, 24.280267, -30.501312, -6.221045
0.279000, 24.309831, -30.555163, -6.245332
0.280000, 24.322104, -30.592085, -6.269980
0.281000, 24.317823, -30.611744, -6.293920
0.282000, 24.298149, -30.616477, -6.318328
0.283000, 24.264639, -30.607177, -6.342538
0.284000, 24.219103, -30.584359, -6.365256
0.285000, 24.163439, -30.551525, -6.388086
0.286000, 24.099380, -30.508778, -6.409398
0.287000, 24.028433, -30.457737, -6.429305
0.288000, 23.951981, -30.400673, -6.448692
0.289000, 23.871258, -30.336207, -6.464949
0.290000, 23.787303, -30.266957, -6.479654
0.291000, 23.700971, -30.194118, -6.493147
0.292000, 23.612958, -30.116763, -6.503805
0.293000, 23.523953, -30.036258, -6.512304
0.294000, 23.434655, -29.953795, -6.519139
0.295000, 23.345625, -29.869472, -6.523847
0.296000, 23.257266, -29.784125, -6.526859
0.297000, 23.169972, -29.698681, -6.528709
0.298000, 23.084254, -29.612850, -6.528596
0.299000, 23.000700, -29.526383, -6.525684
0.300000, 22.919969, -29.441614, -6.521645
0.301000, 22.842851, -29.358982, -6.516132
0.302000, 22.770252, -29.279027, -6.508775
0.303000, 22.703177, -29.203805, -6.500628
0.304000, 22.642598, -29.132719, -6.490122
0.305000, 22.589411, -29.068393, -6.478982
0.306000, 22.544531, -29.010956, -6.466425
0.307000, 22.508957, -28.961177, -6.452220
0.308000, 22.483694, -28.922434, -6.438740
0.309000, 22.469621, -28.894178, -6.424558
0.310000, 22.467336, -28.876175, -6.408839
0.311000, 22.477121, -28.871655, -6.394534
0.312000, 22.499046, -28.879745, -6.380699
0.313000, 22.532981, -28.901146, -6.368165
0.314000, 22.578567, -28.932995, -6.354428
0.315000, 22.635129, -28.977677, -6.342549
0.316000, 22.701579, -29.033709, -6.332130
0.317000, 22.776445, -29.098913, -6.322468
0.318000, 22.857905, -29.173110, -6.315206
0.319000, 22.943746, -29.252428, -6.308682
0.320000, 23.031410, -29.336236, -6.304826
0.321000, 23.118155, -29.420096, -6.301940
0.322000, 23.201251, -29.503533, -6.302282
0.323000, 23.278091, -29.581841, -6.303750
0.324000, 23.346292, -29.652338, -6.306046
0.325000, 23.403796, -29.713458, -6.309663
0.326000, 23.448901, -29.764112, -6.315211
0.327000, 23.480307, -29.801671, -6.321364
0.328000, 23.497124, -29.826261, -6.329137
0.329000, 23.498852, -29.833318, -6.334466
0.330000, 23.485553, -29.827071, -6.341518
0.331000, 23.457889, -29.805998, -6.348109
0.332000, 23.417013, -29.771518, -6.354505
0.333000, 23.364527, -29.723816, -6.359289
0.334000, 23.302408, -29.665814, -6.363406
0.335000, 23.232883, -29.597407, -6.364524
0.336000, 23.158275, -29.523703, -6.365428
0.337000, 23.080791, -29.445166, -6.364375
0.338000, 23.002354, -29.364851, -6.362497
0.339000, 22.924611, -29.283533, -6.358922
0.340000, 22.848945, -29.202202, -6.353257
0.341000, 22.776501, -29.123187, -6.346686
0.342000, 22.708156, -29.046448, -6.338292
0.343000, 22.644478, -28.974188, -6.329710
0.344000, 22.585782, -28.906499, -6.320718
0.345000, 22.532134, -28.841631, -6.309498
0.346000, 22.483459, -28.781827, -6.298368
0.347000, 22.439580, -28.724940, -6.285360
0.348000, 22.400176, -28.672031, -6.271855
0.349000, 22.364867, -28.622205, -6.257339
0.350000, 22.333201, -28.576007, -6.242806
0.351000, 22.304588, -28.532132, -6.227544
0.352000, 22.278478, -28.489449, -6.210971
0.353000, 22.254459, -28.449508, -6.195049
0.354000, 22.232193, -28.411094, -6.178900
0.355000, 22.211476, -28.374086, -6.162610
0.356000, 22.192287, -28.337943, -6.145657
0.357000, 22.174789, -28.302904, -6.128115
0.358000, 22.159405, -28.269540, -6.110135
0.359000, 22.146738, -28.239755, -6.093017
0.360000, 22.137437, -28.212482, -6.075045
0.361000, 22.132131, -28.189562, -6.057431
0.362000, 22.131468, -28.170919, -6.039450
0.363000, 22.136225, -28.157756, -6.021531
0.364000, 22.147309, -28.151273, -6.003964
0.365000, 22.165662, -28.150510, -5.984848
0.366000, 22.192167, -28.159620, -5.967454
0.367000, 22.227706, -28.178783, -5.951077
0.368000, 22.273110, -28.207080, -5.933970
0.369000, 22.328954, -28.247840, -5.918886
0.370000, 22.395450, -28.299512, -5.904062
0.371000, 22.472514, -28.363281, -5.890767
0.372000, 22.559736, -28.439566, -5.879830
