time, Temp
0.000000, 0.000000
0.001000, 3.643994
0.002000, 19.999947
0.003000, 43.566971
0.004000, 72.475058
0.005000, 105.568267
0.006000, 141.937717
0.007000, 180.798883
0.008000, 221.452821
0.009000, 263.272814
0.010000, 305.698723
0.011000, 348.233982
0.012000, 390.443238
0.013000, 431.948581
0.014000, 472.425621
0.015000, 511.601068
0.016000, 549.250389
0.017000, 585.194426
0.018000, 619.295242
0.019000, 651.450640
0.020000, 681.588350
0.021000, 709.661907
0.022000, 735.647790
0.023000, 759.542724
0.024000, 781.360989
0.025000, 801.131849
0.026000, 818.896804
0.027000, 834.707074
0.028000, 848.621743
0.029000, 860.706483
0.030000, 871.032701
0.031000, 879.676884
0.032000, 886.720034
0.033000, 892.247349
0.034000, 896.348100
0.035000, 899.115520
0.036000, 900.646577
0.037000, 901.041565
0.038000, 900.403550
0.039000, 898.837788
0.040000, 896.450940
0.041000, 893.350116
0.042000, 889.641860
0.043000, 885.431145
0.044000, 880.820370
0.045000, 875.908312
0.046000, 870.789044
0.047000, 865.550886
0.048000, 860.275429
0.049000, 855.036658
0.050000, 849.900246
0.051000, 844.923048
0.052000, 840.152806
0.053000, 835.628052
0.054000, 831.378162
0.055000, 827.423657
0.056000, 823.776740
0.057000, 820.441956
0.058000, 817.416947
0.059000, 814.693299
0.060000, 812.257484
0.061000, 810.091834
0.062000, 808.175465
0.063000, 806.485141
0.064000, 804.996122
0.065000, 803.682888
0.066000, 802.519666
0.067000, 801.480882
0.068000, 800.541593
0.069000, 799.677863
0.070000, 798.867046
0.071000, 798.087960
0.072000, 797.321021
0.073000, 796.548410
0.074000, 795.754179
0.075000, 794.924236
0.076000, 794.046321
0.077000, 793.109985
0.078000, 792.106576
0.079000, 791.029227
0.080000, 789.872873
0.081000, 788.634245
0.082000, 787.311859
0.083000, 785.905980
0.084000, 784.418604
0.085000, 782.853409
0.086000, 781.215687
0.087000, 779.512251
0.088000, 777.751338
0.089000, 775.942494
0.090000, 774.096403
0.091000, 772.224661
0.092000, 770.339522
0.093000, 768.453651
0.094000, 766.579909
0.095000, 764.731122
0.096000, 762.919845
0.097000, 761.158164
0.098000, 759.457517
0.099000, 757.828510
0.100000, 756.280760
0.101000, 754.822776
0.102000, 753.461897
0.103000, 752.204256
0.104000, 751.054756
0.105000, 750.017071
0.106000, 749.093691
0.107000, 748.285966
0.108000, 747.594166
0.109000, 747.017533
0.110000, 746.554333
0.111000, 746.201907
0.112000, 745.956757
0.113000, 745.814625
0.114000, 745.770582
0.115000, 745.819112
0.116000, 745.954149
0.117000, 746.169131
0.118000, 746.457029
0.119000, 746.810382
0.120000, 747.221346
0.121000, 747.681770
0.122000, 748.183267
0.123000, 748.717281
0.124000, 749.275128
0.125000, 749.848025
0.126000, 750.427139
0.127000, 751.003625
0.128000, 751.568679
0.129000, 752.113607
0.130000, 752.629924
0.131000, 753.109444
0.132000, 753.544366
0.133000, 753.927352
0.134000, 754.251587
0.135000, 754.510840
0.136000, 754.699556
0.137000, 754.812952
0.138000, 754.847111
0.139000, 754.799056
0.140000, 754.666832
0.141000, 754.449551
0.142000, 754.147416
0.143000, 753.761725
0.144000, 753.294885
0.145000, 752.750392
0.146000, 752.132791
0.147000, 751.447600
0.148000, 750.701226
0.149000, 749.900844
0.150000, 749.054263
0.151000, 748.169787
0.152000, 747.256047
0.153000, 746.321822
0.154000, 745.375878
0.155000, 744.426811
0.156000, 743.482893
0.157000, 742.551937
0.158000, 741.641176
0.159000, 740.757181
0.160000, 739.905792
0.161000, 739.092074
0.162000, 738.320297
0.163000, 737.593934
0.164000, 736.915678
0.165000, 736.287488
0.166000, 735.710618
0.167000, 735.185655
0.168000, 734.712569
0.169000, 734.290755
0.170000, 733.919078
0.171000, 733.595920
0.172000, 733.319241
0.173000, 733.086626
0.174000, 732.895346
0.175000, 732.742417
0.176000, 732.624663
0.177000, 732.538763
0.178000, 732.481304
0.179000, 732.448830
0.180000, 732.437881
0.181000, 732.445031
0.182000, 732.466935
0.183000, 732.500353
0.184000, 732.542174
0.185000, 732.589428
0.186000, 732.639290
0.187000, 732.689084
0.188000, 732.736289
0.189000, 732.778558
0.190000, 732.813708
0.191000, 732.839731
0.192000, 732.854804
0.193000, 732.857314
0.194000, 732.845880
0.195000, 732.819346
0.196000, 732.776786
0.197000, 732.717528
0.198000, 732.641158
0.199000, 732.547531
0.200000, 732.436779
0.201000, 732.309308
0.202000, 732.165789
0.203000, 732.007159
0.204000, 731.834600
0.205000, 731.649512
0.206000, 731.453480
0.207000, 731.248229
0.208000, 731.035570
0.209000, 730.817378
0.210000, 730.595561
0.211000, 730.372040
0.212000, 730.148715
0.213000, 729.927456
0.214000, 729.710088
0.215000, 729.498372
0.216000, 729.293988
0.217000, 729.098511
0.218000, 728.913398
0.219000, 728.739979
0.220000, 728.579435
0.221000, 728.432764
0.222000, 728.300750
0.223000, 728.183944
0.224000, 728.082660
0.225000, 727.996964
0.226000, 727.926664
0.227000, 727.871307
0.228000, 727.830159
0.229000, 727.802220
0.230000, 727.786254
0.231000, 727.780821
0.232000, 727.784321
0.233000, 727.795055
0.234000, 727.811263
0.235000, 727.831163
0.236000, 727.852950
0.237000, 727.874804
0.238000, 727.894897
0.239000, 727.911420
0.240000, 727.922629
0.241000, 727.926881
0.242000, 727.922659
0.243000, 727.908588
0.244000, 727.883469
0.245000, 727.846296
0.246000, 727.796274
0.247000, 727.732831
0.248000, 727.655629
0.249000, 727.564560
0.250000, 727.459762
0.251000, 727.341631
0.252000, 727.210833
0.253000, 727.068305
