frequencies, power
-20.000000,0.003516
-19.988889,0.031833
-19.977778,0.027042
-19.966667,0.001216
-19.955556,0.008012
-19.944444,0.008628
-19.933333,0.001248
-19.922222,0.099429
-19.911111,0.020180
-19.900000,0.016795
-19.888889,0.011440
-19.877778,0.032654
-19.866667,0.000236
-19.855556,0.071205
-19.844444,0.003768
-19.833333,0.036999
-19.822222,0.082660
-19.811111,0.109736
-19.800000,0.028947
-19.788889,0.012746
-19.777778,0.031259
-19.766667,0.002838
-19.755556,0.003531
-19.744444,0.004782
-19.733333,0.009272
-19.722222,0.016350
-19.711111,0.023376
-19.700000,0.016340
-19.688889,0.003309
-19.677778,0.043613
-19.666667,0.004315
-19.655556,0.003677
-19.644444,0.028223
-19.633333,0.001432
-19.622222,0.019791
-19.611111,0.024120
-19.600000,0.002285
-19.588889,0.017768
-19.577778,0.082361
-19.566667,0.053220
-19.555556,0.000605
-19.544444,0.009262
-19.533333,0.024892
-19.522222,0.012026
-19.511111,0.019022
-19.500000,0.000796
-19.488889,0.012429
-19.477778,0.001952
-19.466667,0.047855
-19.455556,0.007556
-19.444444,0.000632
-19.433333,0.069597
-19.422222,0.013601
-19.411111,0.043262
-19.400000,0.002013
-19.388889,0.000136
-19.377778,0.004778
-19.366667,0.040802
-19.355556,0.058270
-19.344444,0.005494
-19.333333,0.004397
-19.322222,0.000904
-19.311111,0.016269
-19.300000,0.001391
-19.288889,0.068902
-19.277778,0.015015
-19.266667,0.023394
-19.255556,0.008709
-19.244444,0.050558
-19.233333,0.062081
-19.222222,0.032478
-19.211111,0.001622
-19.200000,0.055790
-19.188889,0.043124
-19.177778,0.004179
-19.166667,0.012379
-19.155556,0.016780
-19.144444,0.015875
-19.133333,0.001012
-19.122222,0.069425
-19.111111,0.001562
-19.100000,0.093688
-19.088889,0.018460
-19.077778,0.001899
-19.066667,0.024786
-19.055556,0.006376
-19.044444,0.148748
-19.033333,0.014928
-19.022222,0.068616
-19.011111,0.039864
-19.000000,0.015646
-18.988889,0.026620
-18.977778,0.052827
-18.966667,0.016743
-18.955556,0.041384
-18.944444,0.005852
-18.933333,0.000312
-18.922222,0.044657
-18.911111,0.008835
-18.900000,0.028801
-18.888889,0.002193
-18.877778,0.038498
-18.866667,0.043248
-18.855556,0.017035
-18.844444,0.035165
-18.833333,0.001230
-18.822222,0.005696
-18.811111,0.019306
