frequencies, power
-20.000000,0.000863
-19.998990,0.000962
-19.997980,0.001256
-19.996970,0.001734
-19.995960,0.002379
-19.994949,0.003171
-19.993939,0.004087
-19.992929,0.005102
-19.991919,0.006182
-19.990909,0.007286
-19.989899,0.008363
-19.988889,0.009349
-19.987879,0.010179
-19.986869,0.010792
-19.985859,0.011142
-19.984848,0.011212
-19.983838,0.011019
-19.982828,0.010611
-19.981818,0.010062
-19.980808,0.009456
-19.979798,0.008869
-19.978788,0.008352
-19.977778,0.007918
-19.976768,0.007547
-19.975758,0.007184
-19.974747,0.006767
-19.973737,0.006238
-19.972727,0.005565
-19.971717,0.004756
-19.970707,0.003853
-19.969697,0.002928
-19.968687,0.002061
-19.967677,0.001323
-19.966667,0.000758
-19.965657,0.000376
-19.964646,0.000153
-19.963636,0.000048
-19.962626,0.000019
-19.961616,0.000041
-19.960606,0.000115
-19.959596,0.000269
-19.958586,0.000547
-19.957576,0.000983
-19.956566,0.001587
-19.955556,0.002323
-19.954545,0.003108
-19.953535,0.003827
-19.952525,0.004356
-19.951515,0.004598
-19.950505,0.004512
-19.949495,0.004136
-19.948485,0.003584
-19.947475,0.003029
-19.946465,0.002657
-19.945455,0.002621
-19.944444,0.002997
-19.943434,0.003753
-19.942424,0.004746
-19.941414,0.005748
-19.940404,0.006499
-19.939394,0.006768
-19.938384,0.006416
-19.937374,0.005446
-19.936364,0.004012
-19.935354,0.002407
-19.934343,0.001007
-19.933333,0.000202
-19.932323,0.000317
-19.931313,0.001542
-19.930303,0.003896
-19.929293,0.007213
-19.928283,0.011176
-19.927273,0.015366
-19.926263,0.019336
-19.925253,0.022683
-19.924242,0.025100
-19.923232,0.026420
-19.922222,0.026614
-19.921212,0.025785
-19.920202,0.024126
-19.919192,0.021881
-19.918182,0.019304
-19.917172,0.016627
-19.916162,0.014034
-19.915152,0.011659
-19.914141,0.009584
-19.913131,0.007847
-19.912121,0.006454
-19.911111,0.005391
-19.910101,0.004630
-19.909091,0.004133
-19.908081,0.003862
-19.907071,0.003774
-19.906061,0.003824
-19.905051,0.003967
-19.904040,0.004157
-19.903030,0.004345
-19.902020,0.004486
-19.901010,0.004534
-19.900000,0.004456
-19.898990,0.004234
-19.897980,0.003876
-19.896970,0.003421
-19.895960,0.002938
-19.894949,0.002518
-19.893939,0.002257
-19.892929,0.002231
-19.891919,0.002469
-19.890909,0.002936
-19.889899,0.003525
-19.888889,0.004074
-19.887879,0.004394
-19.886869,0.004329
-19.885859,0.003804
-19.884848,0.002872
-19.883838,0.001733
-19.882828,0.000719
-19.881818,0.000231
-19.880808,0.000651
-19.879798,0.002241
-19.878788,0.005049
-19.877778,0.008855
-19.876768,0.013169
-19.875758,0.017310
-19.874747,0.020524
-19.873737,0.022150
-19.872727,0.021778
-19.871717,0.019372
-19.870707,0.015315
-19.869697,0.010363
-19.868687,0.005510
-19.867677,0.001790
-19.866667,0.000059
-19.865657,0.000796
-19.864646,0.003991
-19.863636,0.009127
-19.862626,0.015280
-19.861616,0.021310
-19.860606,0.026097
-19.859596,0.028781
-19.858586,0.028930
-19.857576,0.026621
-19.856566,0.022396
-19.855556,0.017116
-19.854545,0.011755
-19.853535,0.007171
-19.852525,0.003927
-19.851515,0.002193
-19.850505,0.001758
-19.849495,0.002133
-19.848485,0.002726
-19.847475,0.003028
-19.846465,0.002762
-19.845455,0.001957
-19.844444,0.000926
-19.843434,0.000148
-19.842424,0.000111
-19.841414,0.001137
-19.840404,0.003257
-19.839394,0.006171
-19.838384,0.009301
-19.837374,0.011934
-19.836364,0.013415
-19.835354,0.013329
-19.834343,0.011638
-19.833333,0.008715
