time (ms), velocity (mm/s)
5494.500000,0.045617
5494.501000,0.054995
5494.502000,0.009486
5494.503000,-0.062198
5494.504000,-0.068915
5494.505000,-0.110540
5494.506000,-0.060810
5494.507000,-0.120788
5494.508000,-0.194738
5494.509000,-0.190058
5494.510000,-0.212921
5494.511000,-0.196880
5494.512000,-0.172405
5494.513000,-0.162156
5494.514000,-0.178480
5494.515000,-0.151133
5494.516000,-0.101225
5494.517000,-0.043878
5494.518000,-0.062252
5494.519000,-0.049052
5494.520000,-0.022328
5494.521000,0.101291
5494.522000,-0.000816
5494.523000,-0.047721
5494.524000,-0.081661
5494.525000,-0.152773
5494.526000,-0.242969
5494.527000,-0.212320
5494.528000,-0.219176
5494.529000,-0.178931
5494.530000,-0.217119
5494.531000,-0.179235
5494.532000,-0.160355
5494.533000,-0.204975
5494.534000,-0.249176
5494.535000,-0.217309
5494.536000,-0.218032
5494.537000,-0.287426
5494.538000,-0.334839
5494.539000,-0.476764
5494.540000,-0.497031
5494.541000,-0.411720
5494.542000,-0.496225
5494.543000,-0.404326
5494.544000,-0.435691
5494.545000,-0.381636
5494.546000,-0.336334
5494.547000,-0.270137
5494.548000,-0.265349
5494.549000,-0.265997
5494.550000,-0.284212
5494.551000,-0.340731
5494.552000,-0.291936
5494.553000,-0.336102
5494.554000,-0.381511
5494.555000,-0.312541
5494.556000,-0.318751
5494.557000,-0.213997
5494.558000,-0.279268
5494.559000,-0.204998
5494.560000,-0.166288
5494.561000,-0.235813
5494.562000,-0.340748
5494.563000,-0.245097
5494.564000,-0.273279
5494.565000,-0.312446
5494.566000,-0.354246
5494.567000,-0.318939
5494.568000,-0.236370
5494.569000,-0.280485
5494.570000,-0.254890
5494.571000,-0.264241
5494.572000,-0.252444
5494.573000,-0.226818
5494.574000,-0.310140
5494.575000,-0.357065
5494.576000,-0.375171
5494.577000,-0.336790
5494.578000,-0.286142
5494.579000,-0.386272
5494.580000,-0.353296
5494.581000,-0.427955
5494.582000,-0.469487
5494.583000,-0.561957
5494.584000,-0.499263
5494.585000,-0.429878
5494.586000,-0.475172
5494.587000,-0.462085
5494.588000,-0.424128
5494.589000,-0.460665
5494.590000,-0.353799
5494.591000,-0.438906
5494.592000,-0.523625
5494.593000,-0.448578
5494.594000,-0.464528
5494.595000,-0.416415
5494.596000,-0.342485
5494.597000,-0.322375
5494.598000,-0.302392
5494.599000,-0.326883
5494.600000,-0.318407
5494.601000,-0.259458
5494.602000,-0.213763
5494.603000,-0.338897
5494.604000,-0.251963
5494.605000,-0.298277
5494.606000,-0.275510
5494.607000,-0.258240
5494.608000,-0.174449
5494.609000,-0.073844
5494.610000,-0.043667
5494.611000,-0.029089
5494.612000,-0.049182
5494.613000,0.001299
5494.614000,0.036706
5494.615000,0.102643
5494.616000,0.097225
5494.617000,0.176768
5494.618000,0.191813
5494.619000,0.304528
5494.620000,0.324981
