time (ms), velocity (mm/s)
6093.900000,0.068115
6093.901000,-0.017430
6093.902000,-0.055947
6093.903000,-0.036848
6093.904000,-0.067159
6093.905000,-0.127551
6093.906000,-0.152388
6093.907000,-0.150222
6093.908000,-0.097988
6093.909000,-0.144763
6093.910000,0.031121
6093.911000,0.052303
6093.912000,0.024222
6093.913000,0.029233
6093.914000,-0.036947
6093.915000,-0.028854
6093.916000,-0.104851
6093.917000,-0.167742
6093.918000,-0.170756
6093.919000,-0.221797
6093.920000,-0.226151
6093.921000,-0.148310
6093.922000,-0.098932
6093.923000,-0.137848
6093.924000,-0.129490
6093.925000,-0.099680
6093.926000,-0.047276
6093.927000,-0.042823
6093.928000,-0.006115
6093.929000,-0.093755
6093.930000,-0.175997
6093.931000,-0.103110
6093.932000,-0.129701
6093.933000,-0.146054
6093.934000,-0.162907
6093.935000,-0.181299
6093.936000,-0.187194
6093.937000,-0.143840
6093.938000,-0.151019
6093.939000,-0.144454
6093.940000,-0.181302
6093.941000,-0.054775
6093.942000,0.022035
6093.943000,-0.143116
6093.944000,-0.143725
6093.945000,-0.144874
6093.946000,-0.271423
6093.947000,-0.163519
6093.948000,-0.135987
6093.949000,-0.134521
6093.950000,-0.229184
6093.951000,-0.217358
6093.952000,-0.281147
6093.953000,-0.310518
6093.954000,-0.339854
6093.955000,-0.335081
6093.956000,-0.262842
6093.957000,-0.185008
6093.958000,-0.218284
6093.959000,-0.242643
6093.960000,-0.198571
6093.961000,-0.177336
6093.962000,-0.085788
6093.963000,-0.055519
6093.964000,-0.010104
6093.965000,-0.020239
6093.966000,-0.013823
6093.967000,0.007744
6093.968000,0.059626
6093.969000,-0.003281
6093.970000,0.114404
6093.971000,0.073746
6093.972000,0.037600
6093.973000,0.091826
6093.974000,0.081421
6093.975000,0.119854
6093.976000,0.116450
6093.977000,0.054282
6093.978000,0.142331
6093.979000,0.186736
6093.980000,0.190999
6093.981000,0.252040
6093.982000,0.214510
6093.983000,0.205927
6093.984000,0.214396
6093.985000,0.164262
6093.986000,0.202057
6093.987000,0.285203
6093.988000,0.282831
6093.989000,0.378641
6093.990000,0.340563
6093.991000,0.342099
6093.992000,0.442012
6093.993000,0.456783
6093.994000,0.494586
6093.995000,0.581648
6093.996000,0.552060
6093.997000,0.554918
6093.998000,0.696910
6093.999000,0.623031
6094.000000,0.653963
6094.001000,0.682744
