time (ms), velocity (mm/s)
5694.300000,0.875856
5694.301000,0.867626
5694.302000,0.858201
5694.303000,0.818440
5694.304000,0.838647
5694.305000,0.767680
5694.306000,0.690496
5694.307000,0.529694
5694.308000,0.537421
5694.309000,0.566142
5694.310000,0.586622
5694.311000,0.514729
5694.312000,0.449707
5694.313000,0.442033
5694.314000,0.407656
5694.315000,0.457642
5694.316000,0.489663
5694.317000,0.482537
5694.318000,0.499476
5694.319000,0.518937
5694.320000,0.530311
5694.321000,0.391789
5694.322000,0.338866
5694.323000,0.312462
5694.324000,0.139154
5694.325000,0.028109
5694.326000,0.042294
5694.327000,0.011429
5694.328000,-0.031070
5694.329000,-0.017459
5694.330000,-0.099712
5694.331000,-0.012860
5694.332000,0.025773
5694.333000,0.014747
5694.334000,-0.091966
5694.335000,-0.101392
5694.336000,-0.150135
5694.337000,-0.168085
5694.338000,-0.134932
5694.339000,-0.034612
5694.340000,-0.045831
5694.341000,-0.088130
5694.342000,-0.069898
5694.343000,-0.127075
5694.344000,-0.219683
5694.345000,-0.215777
5694.346000,-0.171299
5694.347000,-0.155191
5694.348000,-0.287929
5694.349000,-0.274082
5694.350000,-0.258264
5694.351000,-0.306619
5694.352000,-0.336928
5694.353000,-0.334213
5694.354000,-0.425964
5694.355000,-0.400872
5694.356000,-0.500453
5694.357000,-0.542005
5694.358000,-0.420932
5694.359000,-0.459285
5694.360000,-0.397204
5694.361000,-0.445152
5694.362000,-0.479204
5694.363000,-0.539463
5694.364000,-0.604324
5694.365000,-0.604557
5694.366000,-0.545892
5694.367000,-0.626096
5694.368000,-0.731354
5694.369000,-0.823737
5694.370000,-0.838943
5694.371000,-0.930908
5694.372000,-0.948205
5694.373000,-0.911516
5694.374000,-0.925079
5694.375000,-0.997486
5694.376000,-1.082223
5694.377000,-1.131580
5694.378000,-1.165309
5694.379000,-1.245579
5694.380000,-1.278919
5694.381000,-1.288427
5694.382000,-1.273531
5694.383000,-1.246912
5694.384000,-1.173814
5694.385000,-1.142879
5694.386000,-1.092682
5694.387000,-1.066099
5694.388000,-1.157785
5694.389000,-1.185156
5694.390000,-1.134749
5694.391000,-1.191669
5694.392000,-1.197463
5694.393000,-1.191268
5694.394000,-1.087508
5694.395000,-1.143961
5694.396000,-1.071180
5694.397000,-1.114390
5694.398000,-1.204496
5694.399000,-1.176363
5694.400000,-1.159676
5694.401000,-1.268205
5694.402000,-1.256223
5694.403000,-1.345878
5694.404000,-1.323374
5694.405000,-1.384816
5694.406000,-1.429096
5694.407000,-1.384183
5694.408000,-1.378532
5694.409000,-1.306630
5694.410000,-1.307605
5694.411000,-1.324561
5694.412000,-1.294078
5694.413000,-1.263566
5694.414000,-1.279795
5694.415000,-1.333893
5694.416000,-1.374113
5694.417000,-1.355042
5694.418000,-1.383762
5694.419000,-1.374185
5694.420000,-1.286258
5694.421000,-1.188359
5694.422000,-1.191784
5694.423000,-1.200314
5694.424000,-1.211364
5694.425000,-1.134261
5694.426000,-1.188077
5694.427000,-1.204093
5694.428000,-1.173148
5694.429000,-1.189758
5694.430000,-1.118183
5694.431000,-1.079141
5694.432000,-1.177577
5694.433000,-1.135092
5694.434000,-1.039761
5694.435000,-0.943566
5694.436000,-0.917173
5694.437000,-0.825390
5694.438000,-0.786111
5694.439000,-0.742947
5694.440000,-0.696280
5694.441000,-0.710491
5694.442000,-0.616700
5694.443000,-0.601043
5694.444000,-0.584997
5694.445000,-0.607753
5694.446000,-0.547181
5694.447000,-0.489710
5694.448000,-0.495524
5694.449000,-0.510421
5694.450000,-0.516715
5694.451000,-0.505075
5694.452000,-0.514394
5694.453000,-0.447024
5694.454000,-0.461103
5694.455000,-0.373626
5694.456000,-0.249775
5694.457000,-0.355997
5694.458000,-0.275636
5694.459000,-0.181327
5694.460000,-0.232845
5694.461000,-0.206528
5694.462000,-0.210476
5694.463000,-0.178882
5694.464000,-0.187124
5694.465000,-0.137822
5694.466000,-0.105606
5694.467000,-0.158337
5694.468000,-0.128762
5694.469000,-0.110339
5694.470000,-0.135130
5694.471000,-0.098393
5694.472000,-0.016847
5694.473000,0.014697
5694.474000,-0.033488
5694.475000,-0.083312
5694.476000,0.011172
5694.477000,0.043365
5694.478000,0.079193
5694.479000,0.029068
5694.480000,0.036208
5694.481000,0.137214
5694.482000,0.197863
5694.483000,0.199201
5694.484000,0.164165
5694.485000,0.156640
5694.486000,0.245477
5694.487000,0.373468
5694.488000,0.387364
5694.489000,0.398668
5694.490000,0.376929
5694.491000,0.395428
5694.492000,0.429625
5694.493000,0.534567
5694.494000,0.512295
5694.495000,0.581860
5694.496000,0.618917
5694.497000,0.687194
5694.498000,0.741144
5694.499000,0.733254
5694.500000,0.698444
5694.501000,0.747051
5694.502000,0.735143
5694.503000,0.757739
5694.504000,0.726499
5694.505000,0.726775
5694.506000,0.745648
5694.507000,0.746130
5694.508000,0.766691
5694.509000,0.839009
5694.510000,0.854963
5694.511000,0.861522
5694.512000,0.796310
5694.513000,0.813366
5694.514000,0.822915
5694.515000,0.808671
5694.516000,0.749489
5694.517000,0.845601
5694.518000,0.842125
5694.519000,0.740018
5694.520000,0.735075
5694.521000,0.684396
5694.522000,0.665132
5694.523000,0.704436
5694.524000,0.797816
5694.525000,0.710559
5694.526000,0.736760
5694.527000,0.757099
5694.528000,0.777131
5694.529000,0.850313
5694.530000,0.803629
5694.531000,0.825251
5694.532000,0.797587
5694.533000,0.804354
5694.534000,0.888842
5694.535000,0.934835
5694.536000,0.982853
5694.537000,0.898501
5694.538000,0.839509
5694.539000,0.905890
5694.540000,0.926000
5694.541000,0.898225
5694.542000,0.875991
5694.543000,0.830295
5694.544000,0.785317
5694.545000,0.800724
5694.546000,0.834599
5694.547000,0.853774
5694.548000,0.957196
5694.549000,0.950568
5694.550000,0.946844
5694.551000,0.883993
5694.552000,0.874855
5694.553000,0.962178
5694.554000,0.953983
5694.555000,0.957808
5694.556000,0.955141
5694.557000,0.949333
5694.558000,0.913860
5694.559000,0.947649
5694.560000,0.905125
5694.561000,0.843703
5694.562000,0.816166
5694.563000,0.770234
5694.564000,0.835858
5694.565000,0.813982
5694.566000,0.888974
5694.567000,0.855624
5694.568000,0.863886
5694.569000,0.936077
5694.570000,0.889183
5694.571000,0.948345
5694.572000,0.869606
5694.573000,0.849695
5694.574000,0.820488
5694.575000,0.728239
5694.576000,0.754288
5694.577000,0.792788
5694.578000,0.769496
5694.579000,0.680467
5694.580000,0.712579
5694.581000,0.762689
5694.582000,0.818530
5694.583000,0.759069
5694.584000,0.796907
5694.585000,0.747543
5694.586000,0.755371
5694.587000,0.735752
5694.588000,0.654467
5694.589000,0.583534
5694.590000,0.652722
5694.591000,0.646394
5694.592000,0.515405
5694.593000,0.479116
5694.594000,0.448846
5694.595000,0.335481
5694.596000,0.379814
5694.597000,0.358320
5694.598000,0.419188
5694.599000,0.330531
5694.600000,0.307294
5694.601000,0.418263
5694.602000,0.449853
5694.603000,0.534864
5694.604000,0.535198
5694.605000,0.534080
5694.606000,0.409400
5694.607000,0.523761
5694.608000,0.712168
5694.609000,0.737818
5694.610000,0.644378
5694.611000,0.508148
5694.612000,0.502083
5694.613000,0.530950
5694.614000,0.465965
5694.615000,0.531329
5694.616000,0.508994
5694.617000,0.581293
5694.618000,0.618616
5694.619000,0.664085
5694.620000,0.719807
5694.621000,0.670218
5694.622000,0.665193
5694.623000,0.601414
5694.624000,0.666818
5694.625000,0.578323
5694.626000,0.574022
5694.627000,0.617969
5694.628000,0.549613
5694.629000,0.526850
5694.630000,0.566750
5694.631000,0.442552
5694.632000,0.366602
5694.633000,0.272846
5694.634000,0.293311
5694.635000,0.199011
5694.636000,0.144388
5694.637000,0.113685
5694.638000,0.217117
5694.639000,0.264684
5694.640000,0.272133
5694.641000,0.213705
5694.642000,0.216016
5694.643000,0.164860
5694.644000,0.212513
5694.645000,0.196890
5694.646000,0.141323
5694.647000,0.076717
5694.648000,0.040602
5694.649000,-0.113176
5694.650000,-0.210178
5694.651000,-0.088805
5694.652000,-0.180074
5694.653000,-0.323968
5694.654000,-0.441165
5694.655000,-0.486199
5694.656000,-0.442143
5694.657000,-0.382124
5694.658000,-0.339171
5694.659000,-0.332698
5694.660000,-0.246594
5694.661000,-0.215161
5694.662000,-0.192681
5694.663000,-0.178314
5694.664000,-0.241567
5694.665000,-0.222997
5694.666000,-0.291645
5694.667000,-0.265800
5694.668000,-0.349204
5694.669000,-0.444825
5694.670000,-0.513940
5694.671000,-0.577533
5694.672000,-0.609571
5694.673000,-0.535133
5694.674000,-0.615936
5694.675000,-0.529721
5694.676000,-0.448960
5694.677000,-0.487932
5694.678000,-0.427403
5694.679000,-0.458537
5694.680000,-0.446362
5694.681000,-0.387256
5694.682000,-0.419397
5694.683000,-0.521672
5694.684000,-0.555019
5694.685000,-0.552347
5694.686000,-0.550467
5694.687000,-0.589798
5694.688000,-0.556909
5694.689000,-0.649645
5694.690000,-0.696921
5694.691000,-0.711104
5694.692000,-0.701134
5694.693000,-0.771795
5694.694000,-0.824141
5694.695000,-0.888563
5694.696000,-0.846763
5694.697000,-0.958938
5694.698000,-1.011584
5694.699000,-0.936469
5694.700000,-0.886889
5694.701000,-0.908765
5694.702000,-0.914958
5694.703000,-0.923012
5694.704000,-0.964829
5694.705000,-0.948118
5694.706000,-0.952454
5694.707000,-0.976273
5694.708000,-0.924849
5694.709000,-0.814576
5694.710000,-0.734086
5694.711000,-0.614008
5694.712000,-0.715619
5694.713000,-0.760598
5694.714000,-0.773026
5694.715000,-0.812899
5694.716000,-0.842407
5694.717000,-0.853630
5694.718000,-0.846072
5694.719000,-0.852545
5694.720000,-0.888740
5694.721000,-0.860359
5694.722000,-0.926136
5694.723000,-0.842770
5694.724000,-0.787276
5694.725000,-0.759344
5694.726000,-0.724949
5694.727000,-0.826916
5694.728000,-0.885442
5694.729000,-0.819172
5694.730000,-0.853676
5694.731000,-0.860084
5694.732000,-0.991737
5694.733000,-1.050518
5694.734000,-1.002719
5694.735000,-0.961493
5694.736000,-0.944334
5694.737000,-0.996656
5694.738000,-1.096352
5694.739000,-1.011755
5694.740000,-0.952973
5694.741000,-0.889728
5694.742000,-0.873865
5694.743000,-0.848864
5694.744000,-0.902164
5694.745000,-0.801678
5694.746000,-0.732432
5694.747000,-0.705278
5694.748000,-0.719797
5694.749000,-0.785976
5694.750000,-0.758113
5694.751000,-0.685378
5694.752000,-0.707669
5694.753000,-0.749413
5694.754000,-0.755015
5694.755000,-0.715144
5694.756000,-0.746977
5694.757000,-0.621889
5694.758000,-0.629070
5694.759000,-0.642499
